"",BBK01.CEF206,BBK01.CEF206_FLAGS
"",Currency and deposits                        debtor: Total                                                     creditor: Money market funds,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:03,
1999-01,1407.3,
1999-04,1438.1,
1999-07,1504.3,
1999-10,1538.9,
2000-01,1514.8,
2000-04,1546.5,
2000-07,1527.0,
2000-10,1583.4,
2001-01,1632.7,
2001-04,1634.8,
2001-07,1690.0,
2001-10,1699.8,
2002-01,1646.6,
2002-04,1684.3,
2002-07,1735.4,
2002-10,1813.5,
2003-01,1832.7,
2003-04,1886.1,
2003-07,1802.0,
2003-10,1835.8,
2004-01,1838.1,
2004-04,1872.5,
2004-07,1891.5,
2004-10,1929.6,
2005-01,1977.5,
2005-04,2049.2,
2005-07,2053.4,
2005-10,2048.4,
2006-01,2109.9,
2006-04,2144.1,
2006-07,2110.9,
2006-10,2176.3,
2007-01,2227.6,
2007-04,2260.9,
2007-07,2356.4,
2007-10,2444.5,
2008-01,2440.5,
2008-04,2449.0,
2008-07,2582.5,
2008-10,2595.5,
2009-01,2424.7,
2009-04,2424.8,
2009-07,2280.7,
2009-10,2278.3,
2010-01,2291.6,
2010-04,2435.8,
2010-07,2286.9,
2010-10,2220.7,
2011-01,2132.2,
2011-04,2111.8,
2011-07,2311.6,
2011-10,2328.6,
2012-01,2540.7,
2012-04,2536.6,
2012-07,2463.5,
2012-10,2296.7,
2013-01,2216.0,
2013-04,2167.9,
2013-07,2282.5,
2013-10,2196.1,
2014-01,2201.3,
2014-04,2224.3,
2014-07,2235.4,
