"",BBK01.OUG228,BBK01.OUG228_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than two years / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:49,
1999-01,151.520,
1999-02,154.382,
1999-03,157.730,
1999-04,158.074,
1999-05,156.918,
1999-06,159.169,
1999-07,160.018,
1999-08,162.202,
1999-09,164.693,
1999-10,164.338,
1999-11,178.438,
1999-12,179.682,
2000-01,180.903,
2000-02,183.712,
2000-03,185.405,
2000-04,187.267,
2000-05,187.026,
2000-06,187.307,
2000-07,188.944,
2000-08,190.770,
2000-09,192.546,
2000-10,194.974,
2000-11,194.456,
2000-12,192.756,
2001-01,194.126,
2001-02,197.616,
2001-03,199.998,
2001-04,200.929,
2001-05,204.117,
2001-06,206.370,
2001-07,205.531,
2001-08,204.898,
2001-09,206.005,
2001-10,206.898,
2001-11,204.935,
2001-12,205.924,
2002-01,207.243,
2002-02,207.689,
2002-03,208.835,
2002-04,206.918,
2002-05,205.818,
2002-06,203.786,
2002-07,203.839,
2002-08,204.322,
2002-09,204.642,
2002-10,207.122,
2002-11,207.719,
2002-12,206.727,
2003-01,207.502,
2003-02,207.419,
2003-03,209.656,
2003-04,208.635,
2003-05,207.131,
2003-06,208.449,
2003-07,213.167,
2003-08,215.145,
2003-09,213.528,
2003-10,213.051,
2003-11,213.159,
2003-12,212.253,
2004-01,212.459,
2004-02,213.124,
2004-03,214.258,
2004-04,218.789,
2004-05,220.339,
2004-06,223.283,
2004-07,224.211,
2004-08,224.133,
2004-09,215.079,
2004-10,215.678,
2004-11,215.447,
2004-12,198.459,
2005-01,201.183,
2005-02,202.820,
2005-03,204.191,
2005-04,204.599,
2005-05,205.105,
2005-06,208.666,
2005-07,212.419,
2005-08,215.099,
2005-09,214.459,
2005-10,214.228,
2005-11,214.279,
2005-12,212.252,
2006-01,210.993,
2006-02,209.210,
2006-03,207.187,
2006-04,207.123,
2006-05,204.622,
2006-06,204.594,
2006-07,204.854,
2006-08,204.732,
2006-09,204.990,
2006-10,207.609,
2006-11,206.434,
2006-12,205.582,
2007-01,206.269,
2007-02,205.230,
2007-03,204.655,
2007-04,204.507,
2007-05,203.970,
2007-06,204.077,
2007-07,203.161,
2007-08,202.655,
2007-09,201.100,
2007-10,201.358,
2007-11,199.734,
2007-12,199.713,
2008-01,199.245,
2008-02,198.512,
2008-03,197.427,
2008-04,196.587,
2008-05,196.949,
2008-06,196.563,
2008-07,196.707,
2008-08,197.730,
2008-09,196.339,
2008-10,200.781,
2008-11,200.716,
2008-12,197.387,
2009-01,200.990,
2009-02,207.231,
2009-03,206.285,
2009-04,206.165,
2009-05,187.250,
2009-06,200.015,
2009-07,201.139,
2009-08,201.227,
2009-09,199.577,
2009-10,197.710,
2009-11,196.200,
2009-12,193.432,
2010-01,192.586,
2010-02,191.398,
2010-03,189.831,
2010-04,189.216,
2010-05,184.656,
2010-06,184.658,
2010-07,182.380,
2010-08,181.366,
2010-09,179.693,
2010-10,177.863,
2010-11,176.698,
2010-12,175.395,
2011-01,174.520,
2011-02,172.569,
2011-03,171.447,
2011-04,169.582,
2011-05,167.985,
2011-06,166.799,
2011-07,166.264,
2011-08,165.150,
2011-09,164.208,
2011-10,163.012,
2011-11,161.477,
2011-12,159.795,
2012-01,158.320,
2012-02,157.534,
2012-03,156.247,
2012-04,155.215,
2012-05,154.582,
2012-06,153.397,
2012-07,151.129,
2012-08,150.214,
2012-09,149.308,
2012-10,142.791,
2012-11,141.082,
2012-12,136.956,
2013-01,136.203,
2013-02,135.201,
2013-03,134.338,
2013-04,133.104,
2013-05,132.890,
2013-06,132.062,
2013-07,130.346,
2013-08,129.598,
2013-09,128.707,
2013-10,127.938,
2013-11,126.893,
2013-12,125.933,
2014-01,126.925,
2014-02,125.805,
2014-03,125.048,
2014-04,123.569,
2014-05,122.857,
2014-06,121.415,
2014-07,120.512,
2014-08,120.446,
2014-09,120.397,
2014-10,119.003,
2014-11,118.734,
2014-12,111.326,Provisional value
