"",BBK01.QUW505,BBK01.QUW505_FLAGS
"",Foreign branches: Short-term loans and advances to foreign banks / Italy / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:44:57,
2001-12,3.036,
2002-01,3.640,
2002-02,3.629,
2002-03,3.891,
2002-04,2.730,
2002-05,2.872,
2002-06,2.791,
2002-07,2.641,
2002-08,2.596,
2002-09,2.910,
2002-10,2.745,
2002-11,2.824,
2002-12,2.521,
2003-01,2.664,
2003-02,2.241,
2003-03,2.651,
2003-04,2.266,
2003-05,2.187,
2003-06,2.921,
2003-07,3.500,
2003-08,2.460,
2003-09,2.778,
2003-10,3.583,
2003-11,2.685,
2003-12,3.036,
2004-01,3.324,
2004-02,2.995,
2004-03,2.702,
2004-04,2.525,
2004-05,3.232,
2004-06,2.911,
2004-07,2.775,
2004-08,2.777,
2004-09,3.399,
2004-10,3.001,
2004-11,3.517,
2004-12,3.424,
2005-01,4.006,
2005-02,4.971,
2005-03,3.893,
2005-04,3.233,
2005-05,2.945,
2005-06,4.473,
2005-07,3.697,
2005-08,5.744,
2005-09,4.095,
2005-10,4.072,
2005-11,4.770,
2005-12,3.459,
2006-01,4.672,
2006-02,4.949,
2006-03,4.462,
2006-04,4.134,
2006-05,4.727,
2006-06,4.245,
2006-07,4.123,
2006-08,2.713,
2006-09,2.777,
2006-10,4.471,
2006-11,5.500,
2006-12,5.666,
2007-01,6.660,
2007-02,6.875,
2007-03,5.967,
2007-04,4.611,
2007-05,4.349,
2007-06,8.396,
2007-07,11.516,
2007-08,5.748,
2007-09,5.207,
2007-10,5.708,
2007-11,7.620,
2007-12,11.617,
2008-01,11.341,
2008-02,10.379,
2008-03,14.042,
2008-04,9.038,
2008-05,8.734,
2008-06,11.435,
2008-07,6.756,
2008-08,7.419,
2008-09,7.247,
2008-10,6.353,
2008-11,5.236,
2008-12,8.394,
2009-01,5.464,
2009-02,4.754,
2009-03,4.953,
2009-04,3.206,
2009-05,3.341,
2009-06,2.927,
2009-07,2.645,
2009-08,3.592,
2009-09,2.847,
2009-10,2.754,
2009-11,2.621,
2009-12,3.380,
2010-01,3.688,
2010-02,4.078,
2010-03,3.491,
2010-04,2.720,
2010-05,2.717,
2010-06,4.043,
2010-07,4.035,
2010-08,4.057,
2010-09,4.885,
2010-10,3.838,
2010-11,3.154,
2010-12,2.923,
2011-01,4.213,
2011-02,4.692,
2011-03,4.261,
2011-04,3.181,
2011-05,3.711,
2011-06,4.578,
2011-07,3.379,
2011-08,3.159,
2011-09,5.314,
2011-10,4.426,
2011-11,5.235,
2011-12,3.062,
2012-01,3.067,
2012-02,5.630,
2012-03,4.632,
2012-04,4.144,
2012-05,4.682,
2012-06,5.399,
2012-07,5.782,
2012-08,4.582,
2012-09,5.958,
2012-10,5.454,
2012-11,5.565,
2012-12,6.447,
2013-01,5.164,
2013-02,5.027,
2013-03,5.611,
2013-04,6.121,
2013-05,6.597,
2013-06,7.254,
2013-07,6.645,
2013-08,5.964,
2013-09,6.713,
2013-10,6.075,
2013-11,6.691,
2013-12,6.683,
2014-01,7.188,
2014-02,6.328,
2014-03,6.819,
2014-04,6.558,
2014-05,5.165,
2014-06,4.409,
2014-07,4.454,
2014-08,5.519,
2014-09,3.424,
2014-10,3.336,
2014-11,2.915,
