"",BBK01.OUP034,BBK01.OUP034_FLAGS
"",Deposits and borrowing from foreign non-banks / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:05,
1985-12,2.770,
1986-01,2.767,
1986-02,2.991,
1986-03,2.885,
1986-04,3.045,
1986-05,2.910,
1986-06,2.883,
1986-07,2.805,
1986-08,3.030,
1986-09,2.941,
1986-10,3.016,
1986-11,2.879,
1986-12,2.974,
1987-01,2.949,
1987-02,2.937,
1987-03,3.237,
1987-04,3.234,
1987-05,3.199,
1987-06,3.230,
1987-07,3.333,
1987-08,3.232,
1987-09,3.181,
1987-10,3.339,
1987-11,2.887,
1987-12,2.878,
1988-01,3.015,
1988-02,3.109,
1988-03,2.730,
1988-04,2.850,
1988-05,2.953,
1988-06,2.985,
1988-07,3.106,
1988-08,3.149,
1988-09,3.160,
1988-10,3.186,
1988-11,3.200,
1988-12,2.671,
1989-01,2.331,
1989-02,2.253,
1989-03,2.266,
1989-04,2.313,
1989-05,2.564,
1989-06,2.501,
1989-07,2.573,
1989-08,2.451,
1989-09,2.614,
1989-10,2.783,
1989-11,2.923,
1989-12,3.020,
1990-01,3.281,
1990-02,3.729,
1990-03,3.655,
1990-04,3.970,
1990-05,4.319,
1990-06,4.379,
1990-07,4.592,
1990-08,4.593,
1990-09,4.866,
1990-10,4.579,
1990-11,4.495,
1990-12,4.676,
1991-01,4.451,
1991-02,4.756,
1991-03,4.949,
1991-04,5.008,
1991-05,4.927,
1991-06,5.171,
1991-07,5.029,
1991-08,5.090,
1991-09,5.039,
1991-10,5.124,
1991-11,5.186,
1991-12,5.249,
1992-01,5.279,
1992-02,5.508,
1992-03,6.127,
1992-04,6.578,
1992-05,6.770,
1992-06,6.782,
1992-07,6.510,
1992-08,6.623,
1992-09,6.563,
1992-10,6.328,
1992-11,6.333,
1992-12,6.648,
1993-01,6.397,
1993-02,6.720,
1993-03,6.646,
1993-04,6.742,
1993-05,7.102,
1993-06,6.991,
1993-07,7.415,
1993-08,7.055,
1993-09,6.778,
1993-10,7.190,
1993-11,7.105,
1993-12,7.097,
1994-01,7.103,
1994-02,7.294,
1994-03,7.835,
1994-04,7.663,
1994-05,7.864,
1994-06,8.404,
1994-07,8.780,
1994-08,8.740,
1994-09,8.216,
1994-10,7.963,
1994-11,8.423,
1994-12,7.585,
1995-01,7.331,
1995-02,8.311,
1995-03,7.947,
1995-04,7.744,
1995-05,8.170,
1995-06,7.663,
1995-07,7.467,
1995-08,7.708,
1995-09,7.550,
1995-10,7.836,
1995-11,7.767,
1995-12,7.699,
1996-01,7.722,
1996-02,7.716,
1996-03,6.819,
1996-04,8.073,
1996-05,7.897,
1996-06,7.548,
1996-07,7.247,
1996-08,7.588,
1996-09,8.226,
1996-10,7.474,
1996-11,8.314,
1996-12,8.046,
1997-01,7.633,
1997-02,8.070,
1997-03,8.359,
1997-04,9.757,
1997-05,9.097,
1997-06,9.410,
1997-07,10.015,
1997-08,10.029,
1997-09,10.635,
1997-10,10.928,
1997-11,11.169,
1997-12,10.914,
1998-01,10.423,
1998-02,11.044,
1998-03,11.852,
1998-04,13.032,
1998-05,12.190,
1998-06,12.909,
1998-07,12.666,
1998-08,14.751,
1998-09,14.318,
1998-10,13.946,
1998-11,15.798,
1998-12,14.218,
1999-01,10.113,
1999-02,10.102,
1999-03,10.053,
1999-04,10.865,
1999-05,10.709,
1999-06,11.154,
1999-07,10.746,
1999-08,11.277,
1999-09,11.511,
1999-10,11.513,
1999-11,12.133,
1999-12,11.859,
2000-01,11.593,
2000-02,10.782,
2000-03,10.096,
2000-04,11.282,
2000-05,10.368,
2000-06,10.688,
2000-07,10.851,
2000-08,11.061,
2000-09,9.243,
2000-10,9.509,
2000-11,9.004,
2000-12,9.785,
2001-01,8.928,
2001-02,10.197,
2001-03,12.199,
2001-04,12.402,
2001-05,13.994,
2001-06,13.480,
2001-07,12.275,
2001-08,11.038,
2001-09,12.652,
2001-10,12.456,
2001-11,14.253,
2001-12,13.695,
2002-01,13.190,
2002-02,12.750,
2002-03,12.726,
2002-04,14.071,
2002-05,16.788,
2002-06,16.914,
2002-07,15.911,
2002-08,15.846,
2002-09,16.124,
2002-10,16.613,
2002-11,17.668,
2002-12,17.845,
2003-01,14.760,
2003-02,14.471,
2003-03,14.454,
2003-04,14.690,
2003-05,14.449,
2003-06,14.455,
2003-07,14.837,
2003-08,14.438,
2003-09,13.945,
2003-10,13.378,
2003-11,12.035,
2003-12,11.557,
2004-01,10.679,
2004-02,10.607,
2004-03,10.895,
2004-04,11.516,
2004-05,12.391,
2004-06,11.930,
2004-07,11.006,
2004-08,10.812,
2004-09,11.224,
2004-10,11.194,
2004-11,10.748,
2004-12,10.701,
2005-01,11.399,
2005-02,10.230,
2005-03,11.104,
2005-04,11.141,
2005-05,12.369,
2005-06,11.999,
2005-07,11.927,
2005-08,11.196,
2005-09,12.071,
2005-10,11.571,
2005-11,11.591,
2005-12,24.641,
2006-01,24.023,
2006-02,25.122,
2006-03,27.772,
2006-04,29.809,
2006-05,26.944,
2006-06,30.838,
2006-07,29.064,
2006-08,30.062,
2006-09,30.051,
2006-10,30.278,
2006-11,29.196,
2006-12,29.471,
2007-01,32.920,
2007-02,32.173,
2007-03,35.617,
2007-04,34.948,
2007-05,35.220,
2007-06,34.758,
2007-07,33.079,
2007-08,35.513,
2007-09,36.287,
2007-10,35.288,
2007-11,38.769,
2007-12,33.802,
2008-01,37.236,
2008-02,35.200,
2008-03,36.183,
2008-04,36.748,
2008-05,36.985,
2008-06,38.970,
2008-07,41.364,
2008-08,44.208,
2008-09,45.848,
2008-10,44.257,
2008-11,41.105,
2008-12,46.451,
2009-01,43.321,
2009-02,44.150,
2009-03,43.230,
2009-04,45.276,
2009-05,42.917,
2009-06,42.014,
2009-07,47.495,
2009-08,48.537,
2009-09,48.345,
2009-10,46.824,
2009-11,47.952,
2009-12,39.840,
2010-01,47.750,
2010-02,50.953,
2010-03,48.975,
2010-04,51.884,
2010-05,51.056,
2010-06,51.971,
2010-07,52.989,
2010-08,54.185,
2010-09,54.889,
2010-10,53.400,
2010-11,57.561,
2010-12,51.011,
2011-01,54.973,
2011-02,56.248,
2011-03,51.939,
2011-04,50.625,
2011-05,52.080,
2011-06,56.021,
2011-07,56.299,
2011-08,50.629,
2011-09,50.205,
2011-10,50.342,
2011-11,48.347,
2011-12,47.193,
2012-01,46.375,
2012-02,46.586,
2012-03,50.484,
2012-04,50.127,
2012-05,50.014,
2012-06,48.270,
2012-07,50.349,
2012-08,49.359,
2012-09,50.426,
2012-10,45.705,
2012-11,47.456,
2012-12,42.494,
2013-01,45.601,
2013-02,46.092,
2013-03,43.300,
2013-04,44.752,
2013-05,44.080,
2013-06,43.387,
2013-07,44.042,
2013-08,43.280,
2013-09,44.508,
2013-10,45.337,
2013-11,47.587,
2013-12,48.020,
2014-01,44.905,
2014-02,45.131,
2014-03,49.524,
2014-04,46.116,
2014-05,50.365,
2014-06,51.059,
2014-07,50.708,
2014-08,49.399,
2014-09,52.450,
2014-10,54.088,
2014-11,51.549,
2014-12,50.471,Provisional value
