"",BBK01.OUU374,BBK01.OUU374_FLAGS
"",Securities (excluding money market paper) issued by foreign enterprises and households / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:34,
1999-01,0.010,
1999-02,0.010,
1999-03,0.010,
1999-04,0.020,
1999-05,0.035,
1999-06,0.050,
1999-07,0.044,
1999-08,0.044,
1999-09,0.044,
1999-10,0.047,
1999-11,0.047,
1999-12,0.047,
2000-01,0.047,
2000-02,0.047,
2000-03,0.047,
2000-04,0.052,
2000-05,0.052,
2000-06,0.060,
2000-07,0.067,
2000-08,0.067,
2000-09,0.668,
2000-10,0.668,
2000-11,0.668,
2000-12,0.724,
2001-01,0.747,
2001-02,0.809,
2001-03,0.867,
2001-04,0.878,
2001-05,0.921,
2001-06,1.020,
2001-07,1.022,
2001-08,1.009,
2001-09,0.996,
2001-10,0.983,
2001-11,0.970,
2001-12,0.945,
2002-01,0.864,
2002-02,0.858,
2002-03,0.857,
2002-04,0.863,
2002-05,0.859,
2002-06,0.859,
2002-07,0.849,
2002-08,0.845,
2002-09,0.745,
2002-10,0.745,
2002-11,0.744,
2002-12,0.867,
2003-01,0.877,
2003-02,0.877,
2003-03,0.869,
2003-04,0.869,
2003-05,0.878,
2003-06,0.881,
2003-07,0.881,
2003-08,0.879,
2003-09,0.179,
2003-10,0.879,
2003-11,0.879,
2003-12,0.877,
2004-01,0.874,
2004-02,0.867,
2004-03,0.897,
2004-04,0.935,
2004-05,0.932,
2004-06,0.932,
2004-07,0.932,
2004-08,1.032,
2004-09,1.032,
2004-10,1.032,
2004-11,0.901,
2004-12,0.901,
2005-01,0.901,
2005-02,0.901,
2005-03,0.901,
2005-04,0.901,
2005-05,0.901,
2005-06,0.913,
2005-07,0.830,
2005-08,0.830,
2005-09,0.830,
2005-10,0.841,
2005-11,0.830,
2005-12,0.830,
2006-01,0.830,
2006-02,0.130,
2006-03,0.082,
2006-04,0.077,
2006-05,0.077,
2006-06,0.077,
2006-07,0.077,
2006-08,0.077,
2006-09,0.077,
2006-10,0.078,
2006-11,0.078,
2006-12,0.078,
2007-01,0.077,
2007-02,0.077,
2007-03,0.077,
2007-04,0.077,
2007-05,0.024,
2007-06,0.021,
2007-07,0.021,
2007-08,0.021,
2007-09,0.021,
2007-10,0.021,
2007-11,0.021,
2007-12,0.021,
2008-01,0.021,
2008-02,0.021,
2008-03,0.021,
2008-04,0.026,
2008-05,0.026,
2008-06,0.026,
2008-07,0.026,
2008-08,0.026,
2008-09,0.026,
2008-10,0.026,
2008-11,0.026,
2008-12,0.031,
2009-01,0.031,
2009-02,0.380,
2009-03,0.379,
2009-04,0.379,
2009-05,0.495,
2009-06,0.521,
2009-07,0.530,
2009-08,0.545,
2009-09,0.540,
2009-10,0.562,
2009-11,0.544,
2009-12,0.541,
2010-01,0.540,
2010-02,0.535,
2010-03,0.675,
2010-04,0.722,
2010-05,0.743,
2010-06,0.781,
2010-07,0.781,
2010-08,0.781,
2010-09,0.521,
2010-10,0.433,
2010-11,0.433,
2010-12,0.429,
2011-01,0.426,
2011-02,0.426,
2011-03,0.419,
2011-04,0.419,
2011-05,0.474,
2011-06,0.479,
2011-07,0.486,
2011-08,0.486,
2011-09,0.486,
2011-10,0.482,
2011-11,0.511,
2011-12,0.506,
2012-01,0.517,
2012-02,0.515,
2012-03,0.525,
2012-04,0.526,
2012-05,0.602,
2012-06,0.602,
2012-07,0.602,
2012-08,0.605,
2012-09,0.636,
2012-10,0.650,
2012-11,0.646,
2012-12,0.659,
2013-01,0.748,
2013-02,0.790,
2013-03,0.817,
2013-04,0.881,
2013-05,0.957,
2013-06,1.046,
2013-07,1.148,
2013-08,1.153,
2013-09,1.239,
2013-10,1.191,
2013-11,1.220,
2013-12,1.212,
2014-01,1.212,
2014-02,1.219,
2014-03,1.220,
2014-04,1.314,
2014-05,1.372,
2014-06,1.394,
2014-07,1.388,
2014-08,1.394,
2014-09,1.362,
2014-10,1.372,
2014-11,1.370,
2014-12,1.373,Provisional value
