"",BBSF2.M.1.S.I1250.TOT01.I.F.NAV.DE.00000.000000.Z01.00,BBSF2.M.1.S.I1250.TOT01.I.F.NAV.DE.00000.000000.Z01.00_FLAGS
"",Special investors funds / Funds total / Net asset value / Insurance corporations / Distribution and cumulative funds,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:48:22,
1993-01,.,No value available
1993-02,.,No value available
1993-03,.,No value available
1993-04,53481,
1993-05,54579,
1993-06,55929,
1993-07,58309,
1993-08,61372,
1993-09,61454,
1993-10,64136,
1993-11,64361,
1993-12,66874,
1994-01,68539,
1994-02,67843,
1994-03,67823,
1994-04,69201,
1994-05,68281,
1994-06,67160,
1994-07,68836,
1994-08,69591,
1994-09,67727,
1994-10,68092,
1994-11,68194,
1994-12,67500,
1995-01,67561,
1995-02,69018,
1995-03,68309,
1995-04,70284,
1995-05,72519,
1995-06,72875,
1995-07,75118,
1995-08,76094,
1995-09,76311,
1995-10,76567,
1995-11,78322,
1995-12,79724,
1996-01,84542,
1996-02,85803,
1996-03,87531,
1996-04,89425,
1996-05,90853,
1996-06,91592,
1996-07,91134,
1996-08,93323,
1996-09,96017,
1996-10,97876,
1996-11,101400,
1996-12,102725,
1997-01,108632,
1997-02,113918,
1997-03,116673,
1997-04,119081,
1997-05,122339,
1997-06,128905,
1997-07,138970,
1997-08,133953,
1997-09,138773,
1997-10,134422,
1997-11,138669,
1997-12,143585,
1998-01,150281,
1998-02,157293,
1998-03,166234,
1998-04,166896,
1998-05,174515,
1998-06,179967,
1998-07,183643,
1998-08,172659,
1998-09,166800,
1998-10,171569,
1998-11,182279,
1998-12,184848,
1999-01,192747,
1999-02,191854,
1999-03,195798,
1999-04,206212,
1999-05,203115,
1999-06,209419,
1999-07,205758,
1999-08,211522,
1999-09,208676,
1999-10,216239,
1999-11,227925,
1999-12,242378,
2000-01,240231,
2000-02,251702,
2000-03,256670,
2000-04,262576,
2000-05,260010,
2000-06,259144,
2000-07,263390,
2000-08,270859,
2000-09,266560,
2000-10,269824,
2000-11,258842,
2000-12,260157,
2001-01,267028,
2001-02,254436,
2001-03,250872,
2001-04,259490,
2001-05,260044,
2001-06,255490,
2001-07,253653,
2001-08,245632,
2001-09,231260,
2001-10,241065,
2001-11,247684,
2001-12,251515,
2002-01,251980,
2002-02,252098,
2002-03,259506,
2002-04,258359,
2002-05,255514,
2002-06,246281,
2002-07,237334,
2002-08,239552,
2002-09,231135,
2002-10,237591,
2002-11,242104,
2002-12,235872,
2003-01,234265,
2003-02,231676,
2003-03,231239,
2003-04,237757,
2003-05,242411,
2003-06,246152,
2003-07,246628,
2003-08,249479,
2003-09,250681,
2003-10,255278,
2003-11,256906,
2003-12,258545,
2004-01,263082,
2004-02,264169,
2004-03,262839,
2004-04,258106,
2004-05,252441,
2004-06,254698,
2004-07,250932,
2004-08,250773,
2004-09,249847,
2004-10,250617,
2004-11,251968,
2004-12,251562,
2005-01,256481,
2005-02,258897,
2005-03,260354,
2005-04,259380,
2005-05,263976,
2005-06,270762,
2005-07,274154,
2005-08,272291,
2005-09,275066,
2005-10,228017,
2005-11,231346,
2005-12,233718,
2006-01,237246,
2006-02,241300,
2006-03,241009,
2006-04,240040,
2006-05,236543,
2006-06,235022,
2006-07,237849,
2006-08,241008,
2006-09,245361,
2006-10,248174,
2006-11,247602,
2006-12,247603,
2007-01,247850,
2007-02,247019,
2007-03,247625,
2007-04,251484,
2007-05,253373,
2007-06,253830,
2007-07,253263,
2007-08,254454,
2007-09,254528,
2007-10,258702,
2007-11,249063,
2007-12,253627,
2008-01,246977,
2008-02,248369,
2008-03,247472,
2008-04,250635,
2008-05,250852,
2008-06,245570,
2008-07,247286,
2008-08,252110,
2008-09,247640,
2008-10,237660,
2008-11,237275,
2008-12,236277,
2009-01,235130,
2009-02,233993,
2009-03,233852,
2009-04,237740,
2009-05,240159,
2009-06,243906,
2009-07,250598,
2009-08,253685,
2009-09,236443,
2009-10,234791,
2009-11,238996,
2009-12,241676,
2010-01,245408,
2010-02,247687,
2010-03,253508,
2010-04,256081,
2010-05,256662,
2010-06,257106,
2010-07,259542,
2010-08,267600,
2010-09,270116,
2010-10,272707,
2010-11,269852,
2010-12,269927,
2011-01,270620,
2011-02,273029,
2011-03,272727,
2011-04,276520,
2011-05,279233,
2011-06,277987,
2011-07,281453,
2011-08,280182,
2011-09,276443,
2011-10,280954,
2011-11,278005,
2011-12,285793,
2012-01,286877,
2012-02,300067,
2012-03,303965,
2012-04,304562,
2012-05,309181,
2012-06,309541,
2012-07,326585,
2012-08,331501,
2012-09,333119,
2012-10,338675,
2012-11,343509,
2012-12,346684,
2013-01,347187,
2013-02,351916,
2013-03,359253,
2013-04,367541,
2013-05,366987,
2013-06,359072,
2013-07,365089,
2013-08,362979,
2013-09,369121,
2013-10,375970,
2013-11,379551,
2013-12,378229,
2014-01,382182,
2014-02,388954,
2014-03,391401,
2014-04,396476,
2014-05,405530,
2014-06,407577,
2014-07,415069,
2014-08,425861,
2014-09,425510,
2014-10,429989,
2014-11,438408,
