"",BBK01.QUK855,BBK01.QUK855_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / United Kingdom / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:40,
2002-03,206.886,
2002-04,252.828,
2002-05,267.272,
2002-06,217.000,
2002-07,224.931,
2002-08,239.786,
2002-09,246.225,
2002-10,251.828,
2002-11,260.094,
2002-12,210.371,
2003-01,217.403,
2003-02,226.988,
2003-03,221.619,
2003-04,250.388,
2003-05,248.651,
2003-06,237.908,
2003-07,193.198,
2003-08,179.585,
2003-09,191.713,
2003-10,187.263,
2003-11,193.983,
2003-12,178.746,
2004-01,210.118,
2004-02,216.067,
2004-03,237.847,
2004-04,250.861,
2004-05,245.389,
2004-06,236.439,
2004-07,244.882,
2004-08,254.299,
2004-09,253.596,
2004-10,245.987,
2004-11,258.659,
2004-12,250.159,
2005-01,272.213,
2005-02,267.860,
2005-03,245.750,
2005-04,290.012,
2005-05,286.272,
2005-06,260.026,
2005-07,263.667,
2005-08,272.723,
2005-09,267.329,
2005-10,272.814,
2005-11,267.999,
2005-12,239.941,
2006-01,266.922,
2006-02,266.181,
2006-03,289.990,
2006-04,318.732,
2006-05,313.051,
2006-06,307.969,
2006-07,273.499,
2006-08,271.825,
2006-09,279.424,
2006-10,288.616,
2006-11,279.525,
2006-12,241.937,
2007-01,292.833,
2007-02,362.588,
2007-03,318.914,
2007-04,323.191,
2007-05,325.015,
2007-06,321.154,
2007-07,341.744,
2007-08,293.515,
2007-09,276.195,
2007-10,258.619,
2007-11,298.015,
2007-12,276.196,
2008-01,276.849,
2008-02,277.257,
2008-03,294.819,
2008-04,285.261,
2008-05,289.276,
2008-06,238.558,
2008-07,243.962,
2008-08,244.530,
2008-09,249.132,
2008-10,238.071,
2008-11,225.826,
2008-12,174.744,
2009-01,191.335,
2009-02,180.009,
2009-03,167.943,
2009-04,178.600,
2009-05,171.310,
2009-06,168.821,
2009-07,179.635,
2009-08,156.827,
2009-09,156.028,
2009-10,170.040,
2009-11,170.413,
2009-12,162.512,
2010-01,188.935,
2010-02,163.518,
2010-03,163.132,
2010-04,200.598,
2010-05,165.164,
2010-06,151.436,
2010-07,158.802,
2010-08,163.591,
2010-09,160.638,
2010-10,200.872,
2010-11,201.475,
2010-12,165.545,
2011-01,174.547,
2011-02,189.514,
2011-03,173.366,
2011-04,165.486,
2011-05,164.954,
2011-06,162.659,
2011-07,166.545,
2011-08,172.805,
2011-09,165.440,
2011-10,167.110,
2011-11,150.417,
2011-12,135.770,
2012-01,154.760,
2012-02,159.408,
2012-03,155.813,
2012-04,162.470,
2012-05,181.317,
2012-06,162.997,
2012-07,166.356,
2012-08,165.542,
2012-09,168.014,
2012-10,161.903,
2012-11,165.454,
2012-12,132.805,
2013-01,158.889,
2013-02,161.521,
2013-03,156.385,
2013-04,166.269,
2013-05,169.119,
2013-06,153.807,
2013-07,152.504,
2013-08,157.896,
2013-09,165.008,
2013-10,164.469,
2013-11,164.856,
2013-12,139.656,
2014-01,164.458,
2014-02,174.045,
2014-03,166.409,
2014-04,172.192,
2014-05,166.700,
2014-06,161.006,
2014-07,173.158,
2014-08,156.852,
2014-09,169.125,
2014-10,154.486,
