"",BBK01.OXA8G6,BBK01.OXA8G6_FLAGS
"",Long-term loans (including bills of exchange) to domestic other financial intermediaries  - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:58,
1999-01,11.988,
1999-02,11.994,
1999-03,11.904,
1999-04,12.221,
1999-05,12.837,
1999-06,12.450,
1999-07,13.118,
1999-08,12.875,
1999-09,8.262,
1999-10,9.355,
1999-11,8.802,
1999-12,7.330,
2000-01,7.344,
2000-02,7.409,
2000-03,7.209,
2000-04,7.342,
2000-05,7.552,
2000-06,6.657,
2000-07,6.910,
2000-08,6.846,
2000-09,6.695,
2000-10,6.830,
2000-11,6.947,
2000-12,7.232,
2001-01,7.539,
2001-02,7.578,
2001-03,7.605,
2001-04,7.571,
2001-05,7.745,
2001-06,7.910,
2001-07,7.906,
2001-08,8.140,
2001-09,8.357,
2001-10,9.082,
2001-11,9.090,
2001-12,9.498,
2002-01,9.345,
2002-02,9.264,
2002-03,9.329,
2002-04,9.478,
2002-05,9.486,
2002-06,10.108,
2002-07,10.292,
2002-08,10.319,
2002-09,10.450,
2002-10,10.706,
2002-11,11.098,
2002-12,10.999,
2003-01,11.239,
2003-02,11.158,
2003-03,11.247,
2003-04,11.476,
2003-05,11.362,
2003-06,11.578,
2003-07,11.611,
2003-08,11.767,
2003-09,12.409,
2003-10,12.888,
2003-11,13.226,
2003-12,13.425,
2004-01,13.830,
2004-02,14.052,
2004-03,14.201,
2004-04,14.345,
2004-05,14.122,
2004-06,13.952,
2004-07,14.265,
2004-08,14.411,
2004-09,17.651,
2004-10,17.602,
2004-11,18.024,
2004-12,18.055,
2005-01,18.148,
2005-02,18.071,
2005-03,18.391,
2005-04,18.597,
2005-05,18.532,
2005-06,19.011,
2005-07,19.886,
2005-08,20.451,
2005-09,20.355,
2005-10,20.505,
2005-11,20.887,
2005-12,22.015,
2006-01,22.337,
2006-02,23.477,
2006-03,22.955,
2006-04,23.045,
2006-05,22.834,
2006-06,22.752,
2006-07,22.742,
2006-08,22.356,
2006-09,22.708,
2006-10,20.379,
2006-11,20.821,
2006-12,21.204,
2007-01,21.650,
2007-02,21.412,
2007-03,21.232,
2007-04,21.194,
2007-05,21.333,
2007-06,21.596,
2007-07,22.879,
2007-08,22.539,
2007-09,22.440,
2007-10,23.158,
2007-11,23.166,
2007-12,23.472,
2008-01,23.344,
2008-02,23.396,
2008-03,23.686,
2008-04,23.631,
2008-05,23.909,
2008-06,24.013,
2008-07,25.512,
2008-08,26.204,
2008-09,25.955,
2008-10,26.443,
2008-11,26.510,
2008-12,28.425,
2009-01,28.595,
2009-02,28.015,
2009-03,28.529,
2009-04,31.393,
2009-05,31.459,
2009-06,32.570,
2009-07,34.767,
2009-08,35.284,
2009-09,35.262,
2009-10,35.174,
2009-11,35.218,
2009-12,38.201,
2010-01,39.013,
2010-02,39.318,
2010-03,39.492,
2010-04,39.526,
2010-05,40.050,
2010-06,39.311,
2010-07,39.295,
2010-08,39.576,
2010-09,41.242,
2010-10,41.135,
2010-11,41.090,
2010-12,40.965,
2011-01,41.053,
2011-02,41.141,
2011-03,40.287,
2011-04,39.975,
2011-05,40.012,
2011-06,40.029,
2011-07,40.318,
2011-08,40.610,
2011-09,40.719,
2011-10,40.871,
2011-11,41.442,
2011-12,41.122,
2012-01,41.061,
2012-02,41.305,
2012-03,41.000,
2012-04,40.889,
2012-05,40.953,
2012-06,40.933,
2012-07,40.870,
2012-08,41.092,
2012-09,41.254,
2012-10,40.656,
2012-11,40.631,
2012-12,38.147,
2013-01,37.862,
2013-02,38.135,
2013-03,37.714,
2013-04,37.621,
2013-05,38.234,
2013-06,38.545,
2013-07,38.319,
2013-08,38.073,
2013-09,37.605,
2013-10,37.597,
2013-11,37.535,
2013-12,38.376,
2014-01,38.180,
2014-02,37.878,
2014-03,39.105,
2014-04,39.063,
2014-05,39.656,
2014-06,38.512,
2014-07,39.399,
2014-08,40.284,
2014-09,40.289,
2014-10,40.503,
2014-11,40.905,
2014-12,53.810,Provisional value
