"",BBK01.OUG364,BBK01.OUG364_FLAGS
"",Loans to foreign non-banks for over one year and up to and including five years / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:21,
1999-01,6.398,
1999-02,6.021,
1999-03,6.180,
1999-04,6.318,
1999-05,6.768,
1999-06,6.724,
1999-07,6.591,
1999-08,7.320,
1999-09,7.416,
1999-10,7.150,
1999-11,7.615,
1999-12,8.155,
2000-01,8.271,
2000-02,7.895,
2000-03,8.406,
2000-04,8.947,
2000-05,9.394,
2000-06,9.619,
2000-07,9.966,
2000-08,11.879,
2000-09,11.668,
2000-10,12.127,
2000-11,12.421,
2000-12,11.604,
2001-01,11.956,
2001-02,12.324,
2001-03,12.995,
2001-04,13.603,
2001-05,14.492,
2001-06,14.435,
2001-07,14.477,
2001-08,14.473,
2001-09,14.471,
2001-10,14.879,
2001-11,15.234,
2001-12,16.015,
2002-01,16.385,
2002-02,16.881,
2002-03,16.992,
2002-04,16.612,
2002-05,16.566,
2002-06,16.073,
2002-07,15.921,
2002-08,15.959,
2002-09,16.150,
2002-10,16.226,
2002-11,16.392,
2002-12,15.792,
2003-01,15.476,
2003-02,15.830,
2003-03,15.629,
2003-04,15.396,
2003-05,14.831,
2003-06,15.050,
2003-07,15.442,
2003-08,15.782,
2003-09,14.942,
2003-10,14.861,
2003-11,14.146,
2003-12,13.457,
2004-01,13.426,
2004-02,13.261,
2004-03,13.386,
2004-04,13.593,
2004-05,13.425,
2004-06,13.197,
2004-07,13.010,
2004-08,12.875,
2004-09,12.508,
2004-10,11.859,
2004-11,11.515,
2004-12,10.767,
2005-01,10.867,
2005-02,10.929,
2005-03,11.157,
2005-04,11.365,
2005-05,11.412,
2005-06,11.574,
2005-07,11.686,
2005-08,11.930,
2005-09,12.399,
2005-10,12.664,
2005-11,13.646,
2005-12,13.656,
2006-01,13.808,
2006-02,14.775,
2006-03,14.983,
2006-04,15.376,
2006-05,15.210,
2006-06,16.597,
2006-07,16.604,
2006-08,16.817,
2006-09,17.322,
2006-10,18.276,
2006-11,18.267,
2006-12,18.158,
2007-01,17.983,
2007-02,18.076,
2007-03,18.216,
2007-04,18.525,
2007-05,19.776,
2007-06,20.715,
2007-07,21.113,
2007-08,22.587,
2007-09,22.550,
2007-10,23.170,
2007-11,24.325,
2007-12,26.779,
2008-01,27.235,
2008-02,27.518,
2008-03,28.309,
2008-04,29.964,
2008-05,30.708,
2008-06,36.640,
2008-07,37.524,
2008-08,40.066,
2008-09,42.477,
2008-10,46.176,
2008-11,47.212,
2008-12,45.235,
2009-01,46.935,
2009-02,46.828,
2009-03,45.655,
2009-04,46.146,
2009-05,45.182,
2009-06,44.811,
2009-07,45.009,
2009-08,43.628,
2009-09,43.089,
2009-10,42.271,
2009-11,41.405,
2009-12,40.408,
2010-01,41.106,
2010-02,40.808,
2010-03,40.068,
2010-04,41.099,
2010-05,41.707,
2010-06,39.225,
2010-07,37.428,
2010-08,36.590,
2010-09,35.814,
2010-10,35.591,
2010-11,35.997,
2010-12,35.089,
2011-01,34.163,
2011-02,33.016,
2011-03,31.471,
2011-04,30.093,
2011-05,31.011,
2011-06,30.182,
2011-07,30.123,
2011-08,29.251,
2011-09,30.003,
2011-10,29.335,
2011-11,28.641,
2011-12,28.441,
2012-01,28.751,
2012-02,28.704,
2012-03,28.549,
2012-04,28.248,
2012-05,28.921,
2012-06,28.584,
2012-07,28.216,
2012-08,27.558,
2012-09,26.902,
2012-10,26.627,
2012-11,26.238,
2012-12,26.031,
2013-01,25.280,
2013-02,25.352,
2013-03,25.811,
2013-04,25.541,
2013-05,25.018,
2013-06,24.997,
2013-07,24.276,
2013-08,24.041,
2013-09,23.510,
2013-10,23.209,
2013-11,22.870,
2013-12,22.694,
2014-01,23.571,
2014-02,23.933,
2014-03,23.822,
2014-04,23.985,
2014-05,24.073,
2014-06,26.358,
2014-07,28.352,
2014-08,29.347,
2014-09,30.040,
2014-10,30.007,
2014-11,31.245,
2014-12,31.361,Provisional value
