"",BBK01.OUC077,BBK01.OUC077_FLAGS
"","Securities portfolios / Shares, mutual fund shares and other securities / Big banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:08,
1965-01,1.001,
1965-02,1.006,
1965-03,1.022,
1965-04,1.061,
1965-05,1.216,
1965-06,1.335,
1965-07,1.254,
1965-08,1.124,
1965-09,1.115,
1965-10,1.140,
1965-11,1.156,
1965-12,1.235,
1966-01,1.324,
1966-02,1.245,
1966-03,1.255,
1966-04,1.250,
1966-05,1.282,
1966-06,1.329,
1966-07,1.325,
1966-08,1.317,
1966-09,1.335,
1966-10,1.319,
1966-11,1.323,
1966-12,1.345,
1967-01,1.326,
1967-02,1.290,
1967-03,1.260,
1967-04,1.253,
1967-05,1.254,
1967-06,1.260,
1967-07,1.258,
1967-08,1.251,
1967-09,1.244,
1967-10,1.219,
1967-11,1.273,
1967-12,1.267,
1968-01,1.485,
1968-02,1.445,
1968-03,1.407,
1968-04,1.414,
1968-05,1.436,
1968-06,1.454,
1968-07,1.443,
1968-08,1.524,
1968-09,1.593,
1968-10,1.629,
1968-11,1.650,
1968-12,1.542,
1969-01,1.544,
1969-02,1.571,
1969-03,1.654,
1969-04,1.508,
1969-05,1.434,
1969-06,1.484,
1969-07,1.546,
1969-08,1.493,
1969-09,1.507,
1969-10,1.563,
1969-11,1.542,
1969-12,1.508,
1970-01,1.560,
1970-02,1.567,
1970-03,1.567,
1970-04,1.559,
1970-05,1.595,
1970-06,1.598,
1970-07,1.650,
1970-08,1.624,
1970-09,1.624,
1970-10,1.627,
1970-11,1.744,
1970-12,1.621,
1971-01,1.561,
1971-02,1.539,
1971-03,1.590,
1971-04,1.528,
1971-05,1.594,
1971-06,1.621,
1971-07,1.614,
1971-08,1.654,
1971-09,1.575,
1971-10,1.591,
1971-11,1.589,
1971-12,1.515,
1972-01,1.529,
1972-02,1.539,
1972-03,1.519,
1972-04,1.551,
1972-05,1.553,
1972-06,1.609,
1972-07,1.601,
1972-08,1.628,
1972-09,1.665,
1972-10,1.657,
1972-11,1.664,
1972-12,1.616,
1973-01,1.610,
1973-02,1.521,
1973-03,1.687,
1973-04,1.673,
1973-05,1.641,
1973-06,1.659,
1973-07,1.665,
1973-08,1.661,
1973-09,1.637,
1973-10,1.634,
1973-11,1.662,
1973-12,1.672,
1974-01,1.655,
1974-02,1.655,
1974-03,1.523,
1974-04,1.510,
1974-05,1.508,
1974-06,1.511,
1974-07,1.501,
1974-08,1.538,
1974-09,1.495,
1974-10,1.505,
1974-11,1.493,
1974-12,1.518,
1975-01,1.564,
1975-02,1.582,
1975-03,1.634,
1975-04,1.689,
1975-05,1.641,
1975-06,1.628,
1975-07,1.562,
1975-08,1.593,
1975-09,1.639,
1975-10,1.599,
1975-11,1.603,
1975-12,1.642,
1976-01,1.760,
1976-02,1.781,
1976-03,1.813,
1976-04,1.840,
1976-05,1.911,
1976-06,1.949,
1976-07,1.903,
1976-08,1.911,
1976-09,1.910,
1976-10,1.995,
1976-11,1.993,
1976-12,2.045,
1977-01,2.072,
1977-02,2.047,
1977-03,1.936,
1977-04,2.052,
1977-05,2.058,
1977-06,2.040,
1977-07,2.109,
1977-08,2.101,
1977-09,2.088,
1977-10,2.070,
1977-11,2.114,
1977-12,2.189,
1978-01,2.068,
1978-02,2.046,
1978-03,2.025,
1978-04,2.037,
1978-05,2.032,
1978-06,2.034,
1978-07,2.024,
1978-08,2.064,
1978-09,2.120,
1978-10,2.145,
1978-11,2.112,
1978-12,2.156,
1979-01,2.170,
1979-02,2.261,
1979-03,2.303,
1979-04,2.245,
1979-05,2.258,
1979-06,2.311,
1979-07,2.283,
1979-08,2.242,
1979-09,2.284,
1979-10,2.326,
1979-11,2.244,
1979-12,2.215,
1980-01,2.352,
1980-02,2.303,
1980-03,2.300,
1980-04,2.378,
1980-05,2.476,
1980-06,2.434,
1980-07,2.484,
