"",BBK01.CEF701,BBK01.CEF701_FLAGS
"",Other accounts receivable                                              debtor: Total           creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:32:59,
1999-01,619.1,
1999-04,621.3,
1999-07,634.8,
1999-10,691.1,
2000-01,681.9,
2000-04,709.9,
2000-07,709.8,
2000-10,717.6,
2001-01,736.4,
2001-04,712.2,
2001-07,711.4,
2001-10,719.7,
2002-01,707.6,
2002-04,703.3,
2002-07,702.8,
2002-10,713.8,
2003-01,732.5,
2003-04,725.5,
2003-07,706.1,
2003-10,717.9,
2004-01,716.7,
2004-04,707.5,
2004-07,702.2,
2004-10,716.1,
2005-01,702.6,
2005-04,707.5,
2005-07,723.1,
2005-10,735.0,
2006-01,748.1,
2006-04,754.2,
2006-07,763.3,
2006-10,783.3,
2007-01,812.4,
2007-04,829.4,
2007-07,865.0,
2007-10,882.6,
2008-01,905.7,
2008-04,926.7,
2008-07,964.0,
2008-10,977.5,
2009-01,973.3,
2009-04,893.3,
2009-07,887.3,
2009-10,890.9,
2010-01,880.2,
2010-04,936.3,
2010-07,919.6,
2010-10,740.2,
2011-01,767.7,
2011-04,773.8,
2011-07,745.3,
2011-10,790.4,
2012-01,798.2,
2012-04,801.7,
2012-07,818.1,
2012-10,829.1,
2013-01,861.8,
2013-04,839.8,
2013-07,850.1,
2013-10,861.0,
2014-01,839.5,
2014-04,822.8,
2014-07,832.5,
