"",BBK01.QUX253,BBK01.QUX253_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / International organisations / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:23:06,
2001-12,0.083,
2002-01,0.099,
2002-02,0.082,
2002-03,0.127,
2002-04,0.093,
2002-05,0.068,
2002-06,0.080,
2002-07,0.094,
2002-08,0.075,
2002-09,0.086,
2002-10,0.117,
2002-11,0.097,
2002-12,0.157,
2003-01,0.137,
2003-02,0.160,
2003-03,0.138,
2003-04,0.152,
2003-05,0.112,
2003-06,0.095,
2003-07,0.100,
2003-08,0.106,
2003-09,0.129,
2003-10,0.128,
2003-11,0.140,
2003-12,0.142,
2004-01,0.249,
2004-02,0.182,
2004-03,0.182,
2004-04,0.183,
2004-05,0.227,
2004-06,0.159,
2004-07,0.221,
2004-08,0.132,
2004-09,0.244,
2004-10,0.276,
2004-11,0.132,
2004-12,0.203,
2005-01,0.285,
2005-02,0.283,
2005-03,0.318,
2005-04,0.305,
2005-05,0.308,
2005-06,0.272,
2005-07,0.328,
2005-08,0.268,
2005-09,0.234,
2005-10,0.241,
2005-11,0.234,
2005-12,0.211,
2006-01,0.378,
2006-02,0.343,
2006-03,0.398,
2006-04,0.324,
2006-05,0.314,
2006-06,0.342,
2006-07,0.280,
2006-08,0.233,
2006-09,0.194,
2006-10,0.257,
2006-11,0.290,
2006-12,0.323,
2007-01,0.193,
2007-02,0.171,
2007-03,0.160,
2007-04,0.150,
2007-05,0.127,
2007-06,0.141,
2007-07,0.154,
2007-08,0.239,
2007-09,0.249,
2007-10,0.167,
2007-11,0.150,
2007-12,0.125,
2008-01,0.197,
2008-02,0.198,
2008-03,0.113,
2008-04,0.152,
2008-05,0.169,
2008-06,0.228,
2008-07,0.180,
2008-08,0.168,
2008-09,0.146,
2008-10,0.181,
2008-11,0.182,
2008-12,0.180,
2009-01,0.247,
2009-02,0.324,
2009-03,0.286,
2009-04,0.263,
2009-05,0.280,
2009-06,0.218,
2009-07,0.208,
2009-08,0.226,
2009-09,0.278,
2009-10,0.291,
2009-11,0.216,
2009-12,0.168,
2010-01,0.215,
2010-02,0.212,
2010-03,0.176,
2010-04,0.152,
2010-05,0.135,
2010-06,0.110,
2010-07,0.112,
2010-08,0.101,
2010-09,0.097,
2010-10,0.108,
2010-11,0.158,
2010-12,0.147,
2011-01,0.167,
2011-02,0.164,
2011-03,0.178,
2011-04,0.126,
2011-05,0.180,
2011-06,0.106,
2011-07,0.167,
2011-08,0.187,
2011-09,0.176,
2011-10,0.175,
2011-11,0.130,
2011-12,0.184,
2012-01,0.256,
2012-02,0.226,
2012-03,0.216,
2012-04,0.188,
2012-05,0.150,
2012-06,0.204,
2012-07,0.194,
2012-08,0.174,
2012-09,0.117,
2012-10,0.107,
2012-11,0.162,
2012-12,0.155,
2013-01,0.160,
2013-02,0.070,
2013-03,0.078,
2013-04,0.033,
2013-05,0.015,
2013-06,0.015,
2013-07,-,Nothing exists
2013-08,0.088,
2013-09,0.138,
2013-10,0.145,
2013-11,0.182,
2013-12,0.160,
2014-01,0.198,
2014-02,0.219,
2014-03,0.229,
2014-04,0.206,
2014-05,0.232,
2014-06,0.195,
2014-07,0.222,
2014-08,0.216,
2014-09,0.208,
2014-10,0.228,
2014-11,0.218,
