"",BBK01.QUV814,BBK01.QUV814_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Bermuda / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:19:34,
2001-12,3.421,
2002-01,3.357,
2002-02,3.402,
2002-03,3.153,
2002-04,3.039,
2002-05,2.963,
2002-06,2.838,
2002-07,2.921,
2002-08,2.919,
2002-09,2.847,
2002-10,2.831,
2002-11,2.814,
2002-12,2.609,
2003-01,2.453,
2003-02,2.499,
2003-03,2.440,
2003-04,2.359,
2003-05,2.226,
2003-06,1.809,
2003-07,1.781,
2003-08,1.860,
2003-09,1.756,
2003-10,1.743,
2003-11,1.664,
2003-12,1.768,
2004-01,1.779,
2004-02,1.783,
2004-03,1.774,
2004-04,1.871,
2004-05,1.781,
2004-06,1.897,
2004-07,1.992,
2004-08,2.008,
2004-09,1.985,
2004-10,1.940,
2004-11,1.880,
2004-12,1.814,
2005-01,1.857,
2005-02,1.852,
2005-03,1.854,
2005-04,1.842,
2005-05,1.882,
2005-06,2.054,
2005-07,2.012,
2005-08,1.907,
2005-09,1.974,
2005-10,1.926,
2005-11,1.905,
2005-12,1.891,
2006-01,1.860,
2006-02,1.838,
2006-03,1.773,
2006-04,1.683,
2006-05,1.572,
2006-06,1.546,
2006-07,1.510,
2006-08,1.487,
2006-09,1.473,
2006-10,1.424,
2006-11,1.482,
2006-12,1.588,
2007-01,1.556,
2007-02,2.018,
2007-03,2.030,
2007-04,1.997,
2007-05,2.015,
2007-06,2.012,
2007-07,1.775,
2007-08,1.780,
2007-09,1.735,
2007-10,1.673,
2007-11,1.691,
2007-12,1.828,
2008-01,1.675,
2008-02,1.723,
2008-03,1.719,
2008-04,1.797,
2008-05,1.811,
2008-06,1.916,
2008-07,2.161,
2008-08,2.307,
2008-09,2.578,
2008-10,2.881,
2008-11,2.931,
2008-12,2.540,
2009-01,2.750,
2009-02,2.975,
2009-03,2.844,
2009-04,2.971,
2009-05,2.868,
2009-06,2.872,
2009-07,2.841,
2009-08,2.789,
2009-09,2.751,
2009-10,2.691,
2009-11,2.530,
2009-12,2.677,
2010-01,2.808,
2010-02,2.848,
2010-03,2.922,
2010-04,2.870,
2010-05,3.098,
2010-06,3.060,
2010-07,2.874,
2010-08,2.860,
2010-09,2.595,
2010-10,2.505,
2010-11,2.577,
2010-12,2.512,
2011-01,2.383,
2011-02,2.347,
2011-03,2.203,
2011-04,2.089,
2011-05,2.145,
2011-06,2.099,
2011-07,2.206,
2011-08,2.202,
2011-09,2.317,
2011-10,2.300,
2011-11,2.264,
2011-12,2.316,
2012-01,2.282,
2012-02,2.245,
2012-03,2.201,
2012-04,2.089,
2012-05,2.219,
2012-06,2.118,
2012-07,2.220,
2012-08,2.140,
2012-09,2.075,
2012-10,2.085,
2012-11,2.132,
2012-12,2.126,
2013-01,1.920,
2013-02,1.986,
2013-03,2.006,
2013-04,2.148,
2013-05,1.960,
2013-06,2.019,
2013-07,2.027,
2013-08,1.971,
2013-09,2.015,
2013-10,2.011,
2013-11,1.929,
2013-12,1.864,
2014-01,2.100,
2014-02,2.130,
2014-03,2.137,
2014-04,2.169,
2014-05,2.134,
2014-06,2.153,
2014-07,2.264,
2014-08,2.357,
2014-09,2.271,
2014-10,2.282,
2014-11,2.332,
2014-12,2.170,
