"",BBFN1.M.DE.N.1.A.W1.S1P.H0.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W1.S1P.H0.T.N000.Z01.BGA.X001.D_FLAGS
"",Claims of enterprises on non-residents arising from trade credits / Total / All countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:08:21,
1974-12,26.807,
1975-01,26.833,
1975-02,26.783,
1975-03,27.256,
1975-04,27.033,
1975-05,27.220,
1975-06,27.323,
1975-07,26.303,
1975-08,26.119,
1975-09,26.659,
1975-10,27.098,
1975-11,27.577,
1975-12,27.586,
1976-01,27.657,
1976-02,28.079,
1976-03,28.674,
1976-04,29.358,
1976-05,29.907,
1976-06,30.558,
1976-07,30.355,
1976-08,30.107,
1976-09,31.303,
1976-10,32.077,
1976-11,32.398,
1976-12,32.989,
1977-01,33.135,
1977-02,34.040,
1977-03,35.051,
1977-04,35.614,
1977-05,36.021,
1977-06,36.384,
1977-07,35.674,
1977-08,35.233,
1977-09,36.009,
1977-10,36.682,
1977-11,36.914,
1977-12,36.146,
1978-01,36.085,
1978-02,36.850,
1978-03,37.008,
1978-04,37.134,
1978-05,37.236,
1978-06,38.126,
1978-07,37.316,
1978-08,37.245,
1978-09,38.834,
1978-10,39.502,
1978-11,39.556,
1978-12,39.190,
1979-01,39.125,
1979-02,39.863,
1979-03,41.068,
1979-04,41.240,
1979-05,42.267,
1979-06,42.761,
1979-07,42.249,
1979-08,41.920,
1979-09,42.944,
1979-10,44.159,
1979-11,44.705,
1979-12,43.534,
1980-01,44.311,
1980-02,45.478,
1980-03,46.774,
1980-04,46.986,
1980-05,47.370,
1980-06,47.624,
1980-07,46.676,
1980-08,46.053,
1980-09,47.097,
1980-10,47.392,
1980-11,48.823,
1980-12,47.893,
1981-01,47.601,
1981-02,49.100,
1981-03,50.344,
1981-04,51.451,
1981-05,51.707,
1981-06,52.390,
1981-07,52.257,
1981-08,52.112,
1981-09,53.654,
1981-10,54.667,
1981-11,55.244,
1981-12,54.054,
1982-01,54.389,
1982-02,55.860,
1982-03,56.720,
1982-04,57.297,
1982-05,58.077,
1982-06,57.563,
1982-07,56.634,
1982-08,55.590,
1982-09,56.779,
1982-10,57.479,
1982-11,57.739,
1982-12,55.251,
1983-01,54.973,
1983-02,55.871,
1983-03,56.036,
1983-04,56.583,
1983-05,56.782,
1983-06,57.258,
1983-07,56.217,
1983-08,55.468,
1983-09,57.606,
1983-10,58.109,
1983-11,59.330,
1983-12,58.401,
1984-01,58.814,
1984-02,60.094,
1984-03,60.865,
1984-04,60.918,
1984-05,61.428,
1984-06,60.333,
1984-07,59.957,
1984-08,59.593,
1984-09,61.334,
1984-10,62.663,
1984-11,63.843,
1984-12,62.340,
1985-01,61.594,
1985-02,62.698,
1985-03,63.639,
1985-04,64.435,
1985-05,64.640,
1985-06,64.816,
1985-07,63.408,
1985-08,61.388,
1985-09,62.756,
1985-10,64.498,
1985-11,65.030,
1985-12,63.096,
1986-01,61.854,
1986-02,62.568,
1986-03,63.438,
1986-04,64.011,
1986-05,63.405,
1986-06,64.051,
1986-07,62.372,
1986-08,60.574,
1986-09,62.022,
1986-10,62.355,
1986-11,63.117,
1986-12,61.169,
1987-01,59.168,
1987-02,59.792,
1987-03,60.728,
1987-04,61.146,
1987-05,61.726,
1987-06,61.433,
1987-07,59.841,
1987-08,58.785,
1987-09,61.083,
1987-10,62.265,
1987-11,62.529,
1987-12,60.482,
1988-01,60.277,
1988-02,61.679,
1988-03,63.320,
1988-04,64.234,
1988-05,64.065,
1988-06,65.469,
1988-07,64.867,
1988-08,63.937,
1988-09,66.284,
1988-10,67.954,
1988-11,68.461,
1988-12,67.607,
1989-01,67.454,
1989-02,68.834,
1989-03,69.774,
1989-04,71.017,
1989-05,71.147,
1989-06,72.706,
1989-07,71.367,
1989-08,70.192,
1989-09,72.663,
1989-10,73.676,
1989-11,74.850,
1989-12,72.536,
1990-01,72.044,
1990-02,73.027,
1990-03,74.569,
1990-04,74.799,
1990-05,75.167,
1990-06,75.176,
1990-07,75.446,
1990-08,74.710,
1990-09,76.506,
1990-10,78.025,
1990-11,77.642,
1990-12,74.927,
1991-01,74.931,
1991-02,75.490,
1991-03,76.865,
1991-04,77.793,
1991-05,76.812,
1991-06,78.653,
1991-07,77.232,
1991-08,75.902,
1991-09,78.034,
1991-10,78.502,
1991-11,78.761,
1991-12,75.657,
1992-01,75.419,
1992-02,76.641,
1992-03,78.607,
1992-04,79.449,
1992-05,78.810,
1992-06,79.383,
1992-07,78.382,
1992-08,76.420,
1992-09,78.405,
1992-10,78.889,
1992-11,78.116,
1992-12,75.747,
1993-01,73.520,
1993-02,75.423,
1993-03,77.409,
1993-04,77.254,
1993-05,76.486,
1993-06,77.464,
1993-07,75.236,
1993-08,74.306,
1993-09,76.377,
1993-10,76.807,
1993-11,76.682,
1993-12,75.723,
1994-01,75.343,
1994-02,77.179,
1994-03,78.937,
1994-04,79.388,
1994-05,80.132,
1994-06,80.150,
1994-07,79.524,
1994-08,78.256,
1994-09,80.270,
1994-10,81.270,
1994-11,83.406,
1994-12,82.651,
1995-01,82.868,
1995-02,82.644,
1995-03,85.083,
1995-04,85.188,
1995-05,86.006,
1995-06,87.286,
1995-07,86.117,
1995-08,84.933,
1995-09,86.024,
1995-10,84.940,
1995-11,86.804,
1995-12,82.576,
1996-01,81.351,
1996-02,82.455,
1996-03,84.701,
1996-04,84.743,
1996-05,85.165,
1996-06,86.264,
1996-07,85.564,
1996-08,83.254,
1996-09,85.648,
1996-10,86.947,
1996-11,89.002,
1996-12,87.693,
1997-01,87.150,
1997-02,88.387,
1997-03,91.252,
1997-04,92.854,
1997-05,92.125,
1997-06,93.987,
1997-07,93.319,
1997-08,91.242,
1997-09,94.668,
1997-10,97.166,
1997-11,98.256,
1997-12,95.952,
1998-01,95.502,
1998-02,98.927,
1998-03,100.600,
1998-04,101.610,
1998-05,101.609,
1998-06,100.893,
1998-07,100.479,
1998-08,97.462,
1998-09,99.793,
1998-10,101.049,
