"",BBK01.OEAH01V,BBK01.OEAH01V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:46,
2002-01,59.160,
2002-04,57.726,
2002-07,57.972,
2002-10,62.734,
2003-01,57.825,
2003-04,57.522,
2003-07,58.017,
2003-10,59.361,
2004-01,58.671,
2004-04,59.126,
2004-07,59.527,
2004-10,60.386,
2005-01,61.170,
2005-04,61.903,
2005-07,63.304,
2005-10,62.839,
2006-01,61.906,
2006-04,62.020,
2006-07,62.086,
2006-10,63.516,
2007-01,63.536,
2007-04,63.750,
2007-07,63.855,
2007-10,66.241,
2008-01,66.165,
2008-04,60.454,
2008-07,62.000,
2008-10,64.226,
2009-01,65.454,
2009-04,64.278,
2009-07,64.374,
2009-10,66.105,
2010-01,66.236,
2010-04,66.255,
2010-07,66.159,
2010-10,67.065,
2011-01,66.528,
2011-04,66.555,
2011-07,68.348,
2011-10,70.229,
2012-01,70.545,
2012-04,71.832,
2012-07,71.267,
2012-10,72.026,
2013-01,71.702,
2013-04,72.188,
2013-07,72.977,
2013-10,73.928,
2014-01,74.083,
2014-04,75.378,
2014-07,76.343,
