"",BBK01.OEAH26N,BBK01.OEAH26N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:21,
2002-01,123.400,
2002-04,121.693,
2002-07,121.112,
2002-10,126.716,
2003-01,128.908,
2003-04,129.291,
2003-07,130.459,
2003-10,133.587,
2004-01,133.970,
2004-04,133.821,
2004-07,134.090,
2004-10,100.918,
2005-01,108.463,
2005-04,108.246,
2005-07,107.839,
2005-10,108.295,
2006-01,107.976,
2006-04,106.490,
2006-07,103.790,
2006-10,102.080,
2007-01,99.115,
2007-04,96.621,
2007-07,94.086,
2007-10,93.890,
2008-01,92.419,
2008-04,91.083,
2008-07,88.896,
2008-10,90.396,
2009-01,93.273,
2009-04,95.925,
2009-07,99.254,
2009-10,103.533,
2010-01,106.627,
2010-04,108.198,
2010-07,109.653,
2010-10,112.552,
2011-01,113.505,
2011-04,112.090,
2011-07,110.496,
2011-10,111.286,
2012-01,111.439,
2012-04,111.044,
2012-07,111.406,
2012-10,112.708,
2013-01,112.583,
2013-04,112.683,
2013-07,112.774,
2013-10,113.916,
2014-01,113.704,
2014-04,112.915,
2014-07,112.779,
