"",BBK01.OEAH03O,BBK01.OEAH03O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:48,
2002-01,-0.832,
2002-04,1.691,
2002-07,2.162,
2002-10,1.210,
2003-01,4.923,
2003-04,5.017,
2003-07,6.411,
2003-10,8.833,
2004-01,10.232,
2004-04,10.269,
2004-07,11.725,
2004-10,12.912,
2005-01,29.961,
2005-04,29.618,
2005-07,30.524,
2005-10,30.766,
2006-01,31.267,
2006-04,31.654,
2006-07,33.850,
2006-10,34.559,
2007-01,34.255,
2007-04,35.041,
2007-07,35.582,
2007-10,37.936,
2008-01,39.228,
2008-04,39.516,
2008-07,35.806,
2008-10,37.754,
2009-01,36.452,
2009-04,34.778,
2009-07,33.558,
2009-10,33.252,
2010-01,31.738,
2010-04,30.966,
2010-07,30.462,
2010-10,30.389,
2011-01,29.690,
2011-04,30.015,
2011-07,30.419,
2011-10,30.667,
2012-01,29.818,
2012-04,29.378,
2012-07,29.346,
2012-10,29.382,
2013-01,27.314,
2013-04,26.702,
2013-07,25.866,
2013-10,26.426,
2014-01,25.455,
2014-04,25.226,
2014-07,24.928,
