"",BBK01.OUH323,BBK01.OUH323_FLAGS
"",Time deposits of foreign non-banks / for more than two years / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:38,
1999-01,0.021,
1999-02,0.022,
1999-03,0.022,
1999-04,0.022,
1999-05,0.022,
1999-06,0.027,
1999-07,0.029,
1999-08,0.031,
1999-09,0.031,
1999-10,0.029,
1999-11,0.030,
1999-12,0.041,
2000-01,0.042,
2000-02,0.044,
2000-03,0.044,
2000-04,0.038,
2000-05,0.037,
2000-06,0.043,
2000-07,0.061,
2000-08,0.059,
2000-09,0.064,
2000-10,0.061,
2000-11,0.067,
2000-12,0.078,
2001-01,0.075,
2001-02,0.078,
2001-03,0.121,
2001-04,0.131,
2001-05,0.129,
2001-06,0.132,
2001-07,0.150,
2001-08,0.152,
2001-09,0.148,
2001-10,0.188,
2001-11,0.235,
2001-12,0.257,
2002-01,0.251,
2002-02,0.254,
2002-03,0.257,
2002-04,0.256,
2002-05,0.254,
2002-06,0.253,
2002-07,0.255,
2002-08,0.255,
2002-09,0.252,
2002-10,0.252,
2002-11,0.248,
2002-12,0.243,
2003-01,0.244,
2003-02,0.254,
2003-03,0.249,
2003-04,0.240,
2003-05,0.242,
2003-06,0.235,
2003-07,0.239,
2003-08,0.243,
2003-09,0.243,
2003-10,0.234,
2003-11,0.222,
2003-12,0.227,
2004-01,0.217,
2004-02,0.217,
2004-03,0.221,
2004-04,0.245,
2004-05,0.282,
2004-06,0.286,
2004-07,0.280,
2004-08,0.272,
2004-09,0.291,
2004-10,0.301,
2004-11,0.293,
2004-12,0.290,
2005-01,0.287,
2005-02,0.280,
2005-03,0.280,
2005-04,0.269,
2005-05,0.271,
2005-06,0.305,
2005-07,0.341,
2005-08,0.340,
2005-09,0.367,
2005-10,0.369,
2005-11,0.358,
2005-12,0.352,
2006-01,0.351,
2006-02,0.336,
2006-03,0.340,
2006-04,0.335,
2006-05,0.332,
2006-06,0.332,
2006-07,0.332,
2006-08,0.347,
2006-09,0.347,
2006-10,0.345,
2006-11,0.351,
2006-12,0.334,
2007-01,0.339,
2007-02,0.334,
2007-03,0.340,
2007-04,0.326,
2007-05,0.298,
2007-06,0.305,
2007-07,0.290,
2007-08,0.296,
2007-09,0.294,
2007-10,0.285,
2007-11,0.287,
2007-12,0.285,
2008-01,0.285,
2008-02,0.280,
2008-03,0.283,
2008-04,0.283,
2008-05,0.284,
2008-06,0.284,
2008-07,0.286,
2008-08,0.276,
2008-09,0.261,
2008-10,0.259,
2008-11,0.270,
2008-12,0.278,
2009-01,0.275,
2009-02,0.278,
2009-03,0.279,
2009-04,0.288,
2009-05,0.281,
2009-06,0.274,
2009-07,0.276,
2009-08,0.273,
2009-09,0.261,
2009-10,0.261,
2009-11,0.270,
2009-12,0.275,
2010-01,0.262,
2010-02,0.248,
2010-03,0.239,
2010-04,0.242,
2010-05,0.232,
2010-06,0.187,
2010-07,0.118,
2010-08,0.114,
2010-09,0.113,
2010-10,0.108,
2010-11,0.091,
2010-12,0.092,
2011-01,0.091,
2011-02,0.087,
2011-03,0.185,
2011-04,0.242,
2011-05,0.243,
2011-06,0.243,
2011-07,0.243,
2011-08,0.244,
2011-09,0.242,
2011-10,0.243,
2011-11,0.240,
2011-12,0.236,
2012-01,0.235,
2012-02,0.237,
2012-03,0.236,
2012-04,0.225,
2012-05,0.228,
2012-06,0.227,
2012-07,0.218,
2012-08,0.217,
2012-09,0.218,
2012-10,0.207,
2012-11,0.177,
2012-12,0.173,
2013-01,0.166,
2013-02,0.167,
2013-03,0.166,
2013-04,0.168,
2013-05,0.148,
2013-06,0.149,
2013-07,0.143,
2013-08,0.142,
2013-09,0.143,
2013-10,0.122,
2013-11,0.103,
2013-12,0.104,
2014-01,0.083,
2014-02,0.082,
2014-03,0.083,
2014-04,0.084,
2014-05,0.073,
2014-06,0.074,
2014-07,0.072,
2014-08,0.063,
2014-09,0.063,
2014-10,0.062,
2014-11,0.071,
2014-12,0.072,Provisional value
