"",BBK01.OUZ447,BBK01.OUZ447_FLAGS
"","Fiduciary liabilities, All categories of banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:22,
1999-01,79.281,
1999-02,84.225,
1999-03,84.732,
1999-04,84.907,
1999-05,84.613,
1999-06,84.903,
1999-07,84.392,
1999-08,83.597,
1999-09,83.231,
1999-10,83.738,
1999-11,84.434,
1999-12,84.936,
2000-01,85.211,
2000-02,85.344,
2000-03,85.074,
2000-04,85.537,
2000-05,85.857,
2000-06,86.022,
2000-07,87.256,
2000-08,86.323,
2000-09,86.540,
2000-10,86.504,
2000-11,85.838,
2000-12,85.359,
2001-01,85.007,
2001-02,85.350,
2001-03,85.584,
2001-04,85.517,
2001-05,84.613,
2001-06,84.468,
2001-07,84.040,
2001-08,83.830,
2001-09,83.186,
2001-10,82.930,
2001-11,82.872,
2001-12,82.469,
2002-01,81.697,
2002-02,81.641,
2002-03,81.408,
2002-04,81.484,
2002-05,80.868,
2002-06,79.337,
2002-07,80.044,
2002-08,80.080,
2002-09,80.313,
2002-10,80.973,
2002-11,81.858,
2002-12,82.590,
2003-01,83.248,
2003-02,81.884,
2003-03,81.758,
2003-04,81.313,
2003-05,80.898,
2003-06,81.117,
2003-07,80.982,
2003-08,82.430,
2003-09,81.438,
2003-10,76.848,
2003-11,77.091,
2003-12,79.272,
2004-01,80.587,
2004-02,80.335,
2004-03,76.233,
2004-04,75.606,
2004-05,74.559,
2004-06,76.575,
2004-07,78.277,
2004-08,78.043,
2004-09,78.850,
2004-10,81.990,
2004-11,82.310,
2004-12,82.518,
2005-01,82.861,
2005-02,83.555,
2005-03,83.313,
2005-04,83.095,
2005-05,82.829,
2005-06,80.676,
2005-07,80.085,
2005-08,81.651,
2005-09,80.017,
2005-10,80.327,
2005-11,78.206,
2005-12,78.245,
2006-01,74.294,
2006-02,73.138,
2006-03,70.649,
2006-04,71.097,
2006-05,70.084,
2006-06,69.530,
2006-07,68.968,
2006-08,69.318,
2006-09,69.844,
2006-10,69.584,
2006-11,68.767,
2006-12,67.808,
2007-01,68.967,
2007-02,68.270,
2007-03,67.064,
2007-04,67.600,
2007-05,66.621,
2007-06,66.341,
2007-07,64.935,
2007-08,64.519,
2007-09,64.216,
2007-10,64.242,
2007-11,63.753,
2007-12,64.058,
2008-01,85.431,
2008-02,85.155,
2008-03,83.741,
2008-04,83.331,
2008-05,83.101,
2008-06,82.362,
2008-07,82.177,
2008-08,82.517,
2008-09,82.305,
2008-10,83.143,
2008-11,83.410,
2008-12,81.825,
2009-01,81.388,
2009-02,81.311,
2009-03,79.205,
2009-04,78.300,
2009-05,77.076,
2009-06,76.743,
2009-07,76.216,
2009-08,86.919,
2009-09,86.275,
2009-10,85.877,
2009-11,85.599,
2009-12,86.950,
2010-01,86.713,
2010-02,87.014,
2010-03,86.769,
2010-04,86.753,
2010-05,87.807,
2010-06,86.906,
2010-07,85.498,
2010-08,85.867,
2010-09,86.510,
2010-10,86.391,
2010-11,86.623,
2010-12,61.154,
2011-01,60.914,
2011-02,60.958,
2011-03,59.519,
2011-04,59.278,
2011-05,59.245,
2011-06,58.995,
2011-07,58.958,
2011-08,59.110,
2011-09,58.471,
2011-10,58.260,
2011-11,58.556,
2011-12,80.739,
2012-01,79.480,
2012-02,78.946,
2012-03,78.404,
2012-04,79.061,
2012-05,79.941,
2012-06,79.286,
2012-07,79.568,
2012-08,79.584,
2012-09,79.069,
2012-10,79.045,
2012-11,149.316,
2012-12,148.780,
2013-01,139.585,
2013-02,145.373,
2013-03,145.647,
2013-04,145.743,
2013-05,136.102,
2013-06,128.645,
2013-07,123.645,
2013-08,116.999,
2013-09,115.102,
2013-10,105.691,
2013-11,101.934,
2013-12,94.076,
2014-01,94.921,
2014-02,73.398,
2014-03,71.877,
2014-04,69.318,
2014-05,69.225,
2014-06,65.149,
2014-07,63.112,
2014-08,64.095,
2014-09,63.737,
2014-10,63.564,
2014-11,63.608,
