"",BBK01.OUU400,BBK01.OUU400_FLAGS
"",Balances and loans to banks (MFIs) / short-term / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:03,
1999-01,6.476,
1999-02,5.693,
1999-03,5.984,
1999-04,5.665,
1999-05,5.174,
1999-06,4.486,
1999-07,4.323,
1999-08,4.084,
1999-09,4.497,
1999-10,5.197,
1999-11,5.352,
1999-12,5.585,
2000-01,5.040,
2000-02,4.935,
2000-03,5.021,
2000-04,4.175,
2000-05,3.755,
2000-06,4.214,
2000-07,4.198,
2000-08,4.386,
2000-09,4.564,
2000-10,4.134,
2000-11,4.272,
2000-12,5.541,
2001-01,4.812,
2001-02,5.080,
2001-03,5.942,
2001-04,4.850,
2001-05,4.559,
2001-06,4.936,
2001-07,4.734,
2001-08,4.740,
2001-09,5.083,
2001-10,4.695,
2001-11,4.752,
2001-12,6.129,
2002-01,6.296,
2002-02,5.996,
2002-03,7.619,
2002-04,6.988,
2002-05,6.059,
2002-06,6.192,
2002-07,6.321,
2002-08,6.269,
2002-09,6.773,
2002-10,5.974,
2002-11,6.556,
2002-12,7.391,
2003-01,6.705,
2003-02,7.009,
2003-03,8.100,
2003-04,7.211,
2003-05,7.386,
2003-06,7.321,
2003-07,5.723,
2003-08,5.749,
2003-09,7.009,
2003-10,6.000,
2003-11,6.546,
2003-12,8.423,
2004-01,8.524,
2004-02,8.283,
2004-03,8.021,
2004-04,6.206,
2004-05,5.802,
2004-06,6.101,
2004-07,6.837,
2004-08,6.615,
2004-09,8.145,
2004-10,6.705,
2004-11,7.448,
2004-12,6.680,
2005-01,8.174,
2005-02,7.596,
2005-03,9.062,
2005-04,8.192,
2005-05,6.747,
2005-06,6.268,
2005-07,5.687,
2005-08,5.804,
2005-09,6.081,
2005-10,6.654,
2005-11,6.532,
2005-12,6.987,
2006-01,6.355,
2006-02,6.014,
2006-03,5.656,
2006-04,5.480,
2006-05,5.312,
2006-06,5.173,
2006-07,5.703,
2006-08,5.326,
2006-09,4.505,
2006-10,4.218,
2006-11,5.163,
2006-12,4.468,
2007-01,4.563,
2007-02,4.698,
2007-03,6.927,
2007-04,4.782,
2007-05,4.600,
2007-06,5.296,
2007-07,3.164,
2007-08,3.861,
2007-09,4.248,
2007-10,5.089,
2007-11,4.934,
2007-12,4.886,
2008-01,6.634,
2008-02,6.380,
2008-03,6.742,
2008-04,5.825,
2008-05,6.803,
2008-06,5.950,
2008-07,6.255,
2008-08,5.265,
2008-09,5.113,
2008-10,5.013,
2008-11,6.221,
2008-12,5.587,
2009-01,6.048,
2009-02,5.806,
2009-03,6.847,
2009-04,4.187,
2009-05,4.179,
2009-06,4.935,
2009-07,3.626,
2009-08,4.146,
2009-09,4.219,
2009-10,4.211,
2009-11,4.135,
2009-12,4.200,
2010-01,5.223,
2010-02,5.568,
2010-03,3.881,
2010-04,3.623,
2010-05,3.599,
2010-06,3.420,
2010-07,3.105,
2010-08,3.632,
2010-09,5.041,
2010-10,6.147,
2010-11,5.507,
2010-12,5.660,
2011-01,5.450,
2011-02,7.515,
2011-03,4.115,
2011-04,4.023,
2011-05,3.581,
2011-06,3.661,
2011-07,3.866,
2011-08,3.821,
2011-09,4.954,
2011-10,4.746,
2011-11,4.436,
2011-12,3.255,
2012-01,3.609,
2012-02,3.674,
2012-03,3.311,
2012-04,3.530,
2012-05,3.570,
2012-06,3.362,
2012-07,2.824,
2012-08,2.729,
2012-09,2.763,
2012-10,2.998,
2012-11,3.035,
2012-12,2.927,
2013-01,2.781,
2013-02,2.977,
2013-03,3.221,
2013-04,3.426,
2013-05,3.376,
2013-06,3.258,
2013-07,3.174,
2013-08,3.133,
2013-09,2.857,
2013-10,2.752,
2013-11,2.726,
2013-12,2.935,
2014-01,2.836,
2014-02,3.063,
2014-03,3.378,
2014-04,3.559,
2014-05,3.397,
2014-06,3.278,
2014-07,3.278,
2014-08,3.198,
2014-09,3.249,
2014-10,3.267,
2014-11,3.579,
2014-12,4.113,Provisional value
