"",BBFN1.M.DE.N.1.A.W03100.S1P.H0.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W03100.S1P.H0.T.N000.Z01.BGA.X001.D_FLAGS
"",Claims of enterprises on non-residents arising from trade credits / Total / Emerging economies and developing countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:07:58,
1995-01,24.028,
1995-02,23.835,
1995-03,24.345,
1995-04,24.490,
1995-05,24.846,
1995-06,25.243,
1995-07,25.821,
1995-08,25.742,
1995-09,25.782,
1995-10,25.345,
1995-11,26.119,
1995-12,26.092,
1996-01,25.468,
1996-02,25.875,
1996-03,26.522,
1996-04,27.040,
1996-05,27.340,
1996-06,27.889,
1996-07,28.006,
1996-08,27.709,
1996-09,28.024,
1996-10,28.658,
1996-11,29.173,
1996-12,28.870,
1997-01,28.253,
1997-02,28.672,
1997-03,29.286,
1997-04,29.623,
1997-05,30.120,
1997-06,30.366,
1997-07,30.618,
1997-08,30.749,
1997-09,30.910,
1997-10,31.347,
1997-11,31.371,
1997-12,31.793,
1998-01,30.842,
1998-02,32.276,
1998-03,31.771,
1998-04,31.808,
1998-05,32.031,
1998-06,31.420,
1998-07,31.700,
1998-08,31.221,
1998-09,31.166,
1998-10,31.196,
1998-11,31.277,
1998-12,30.602,
1999-01,29.516,
1999-02,29.767,
1999-03,30.465,
1999-04,28.596,
1999-05,30.597,
1999-06,31.503,
1999-07,31.445,
1999-08,31.608,
1999-09,31.844,
1999-10,32.909,
1999-11,33.411,
1999-12,32.995,
2000-01,33.237,
2000-02,32.887,
2000-03,34.044,
2000-04,34.411,
2000-05,35.004,
2000-06,35.409,
2000-07,36.130,
2000-08,36.244,
2000-09,37.097,
2000-10,37.614,
2000-11,38.060,
2000-12,37.434,
2001-01,36.647,
2001-02,37.033,
2001-03,37.448,
2001-04,37.922,
2001-05,37.437,
2001-06,39.425,
2001-07,37.538,
2001-08,37.801,
2001-09,39.333,
2001-10,39.027,
2001-11,39.231,
2001-12,37.293,
2002-01,35.010,
2002-02,35.581,
2002-03,35.486,
2002-04,36.277,
2002-05,36.997,
2002-06,37.310,
2002-07,37.088,
2002-08,36.283,
2002-09,37.015,
2002-10,36.895,
2002-11,38.242,
2002-12,37.237,
2003-01,36.014,
2003-02,36.026,
2003-03,35.790,
2003-04,36.151,
2003-05,35.807,
2003-06,35.464,
2003-07,35.767,
2003-08,36.154,
2003-09,35.819,
2003-10,36.106,
2003-11,36.673,
2003-12,35.735,
2004-01,34.472,
2004-02,34.475,
2004-03,35.541,
2004-04,35.677,
2004-05,29.533,
2004-06,29.773,
2004-07,29.950,
2004-08,29.653,
2004-09,29.891,
2004-10,30.435,
2004-11,30.358,
2004-12,29.469,
2005-01,28.508,
2005-02,28.872,
2005-03,29.924,
2005-04,30.377,
2005-05,30.964,
2005-06,31.742,
2005-07,31.793,
2005-08,31.596,
2005-09,32.400,
2005-10,32.563,
2005-11,33.160,
2005-12,32.879,
2006-01,32.656,
2006-02,32.819,
2006-03,33.705,
2006-04,33.916,
2006-05,34.494,
2006-06,35.123,
2006-07,34.844,
2006-08,34.736,
2006-09,35.191,
2006-10,35.327,
2006-11,35.740,
2006-12,35.609,
2007-01,33.935,
2007-02,35.120,
2007-03,35.888,
2007-04,36.061,
2007-05,36.266,
2007-06,37.123,
2007-07,37.878,
2007-08,37.919,
2007-09,38.977,
2007-10,39.084,
2007-11,39.798,
2007-12,39.222,
2008-01,38.380,
2008-02,38.898,
2008-03,39.989,
2008-04,41.775,
2008-05,41.585,
2008-06,42.860,
2008-07,43.858,
2008-08,43.891,
2008-09,43.404,
2008-10,44.576,
2008-11,45.005,
2008-12,42.919,
2009-01,40.688,
2009-02,39.927,
2009-03,38.987,
2009-04,38.569,
2009-05,38.751,
2009-06,38.895,
2009-07,39.380,
2009-08,39.630,
2009-09,40.373,
2009-10,40.675,
2009-11,41.262,
2009-12,40.688,
2010-01,40.144,
2010-02,41.404,
2010-03,43.483,
2010-04,44.887,
2010-05,46.130,
2010-06,47.444,
2010-07,47.155,
2010-08,46.736,
2010-09,47.366,
2010-10,48.590,
2010-11,48.978,
2010-12,48.486,
2011-01,47.838,
2011-02,49.400,
2011-03,50.859,
2011-04,51.583,
2011-05,51.946,
2011-06,51.465,
2011-07,52.410,
2011-08,52.419,
2011-09,53.461,
2011-10,54.313,
2011-11,54.945,
2011-12,53.882,
2012-01,53.618,
2012-02,54.366,
2012-03,56.195,
2012-04,56.405,
2012-05,57.236,
2012-06,60.606,
2012-07,60.631,
2012-08,58.206,
2012-09,58.710,
2012-10,57.763,
2012-11,58.496,
2012-12,56.289,
2013-01,55.012,
2013-02,55.310,
2013-03,56.692,
2013-04,57.363,
2013-05,56.994,
2013-06,58.767,
2013-07,56.939,
2013-08,57.443,
2013-09,58.078,
2013-10,57.764,
2013-11,59.374,
2013-12,57.403,
2014-01,55.862,
2014-02,56.486,
2014-03,56.776,
2014-04,57.829,
2014-05,57.650,
2014-06,59.353,
2014-07,60.107,
2014-08,59.951,
2014-09,61.132,
2014-10,61.676,
2014-11,61.499,
2014-12,60.251,
"","General: All countries that are not regarded as industrial countries. Up to December 2010 including Niederl. Antillen; from January 2011 including Bonaire,St.Eustatius, Saba; Curacao; St.Martin (Dutch part)",
