"",BBK01.TXI317,BBK01.TXI317_FLAGS
"",LIABILITIES TO NON-EURO-AREA RESIDENTS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:42,
1980-01,43492,
1980-02,43878,
1980-03,45754,
1980-04,46029,
1980-05,45829,
1980-06,46229,
1980-07,45440,
1980-08,46563,
1980-09,47094,
1980-10,48394,
1980-11,51396,
1980-12,54364,
1981-01,54012,
1981-02,56004,
1981-03,57142,
1981-04,53624,
1981-05,54774,
1981-06,54816,
1981-07,54609,
1981-08,53512,
1981-09,53237,
1981-10,52700,
1981-11,53056,
1981-12,55609,
1982-01,53848,
1982-02,53703,
1982-03,54433,
1982-04,54127,
1982-05,54435,
1982-06,55680,
1982-07,54778,
1982-08,55248,
1982-09,55900,
1982-10,55883,
1982-11,56950,
1982-12,58188,
1983-01,55868,
1983-02,55767,
1983-03,56101,
1983-04,54265,
1983-05,55383,
1983-06,56859,
1983-07,56494,
1983-08,56405,
1983-09,56445,
1983-10,56060,
1983-11,56440,
1983-12,57440,
1984-01,55092,
1984-02,54564,
1984-03,55263,
1984-04,56497,
1984-05,56949,
1984-06,57589,
1984-07,58637,
1984-08,58846,
1984-09,61715,
1984-10,61994,
1984-11,62192,
1984-12,66342,
1985-01,64478,
1985-02,66641,
1985-03,64687,
1985-04,64612,
1985-05,63558,
1985-06,65190,
1985-07,63001,
1985-08,63801,
1985-09,63886,
1985-10,64488,
1985-11,66064,
1985-12,68609,
1986-01,66151,
1986-02,65402,
1986-03,68133,
1986-04,68439,
1986-05,69657,
1986-06,70017,
1986-07,68684,
1986-08,69096,
1986-09,73790,
1986-10,74680,
1986-11,73262,
1986-12,74372,
1987-01,73694,
1987-02,72887,
1987-03,73528,
1987-04,74493,
1987-05,74308,
1987-06,75766,
1987-07,75675,
1987-08,76460,
1987-09,79209,
1987-10,80650,
1987-11,77512,
1987-12,76350,
1988-01,75922,
1988-02,76286,
1988-03,77533,
1988-04,76418,
1988-05,77976,
1988-06,80226,
1988-07,85389,
1988-08,88992,
1988-09,89128,
