"",BBK01.QUW988,BBK01.QUW988_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / British Virgin Islands / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:20:32,
2001-12,0.367,
2002-01,0.356,
2002-02,0.355,
2002-03,0.341,
2002-04,0.384,
2002-05,0.351,
2002-06,0.353,
2002-07,0.430,
2002-08,0.400,
2002-09,0.327,
2002-10,0.309,
2002-11,0.110,
2002-12,0.122,
2003-01,0.164,
2003-02,0.162,
2003-03,0.143,
2003-04,0.118,
2003-05,0.174,
2003-06,0.203,
2003-07,0.211,
2003-08,0.016,
2003-09,0.015,
2003-10,0.011,
2003-11,0.236,
2003-12,0.224,
2004-01,0.196,
2004-02,0.197,
2004-03,0.169,
2004-04,0.182,
2004-05,0.349,
2004-06,0.353,
2004-07,0.124,
2004-08,0.200,
2004-09,0.188,
2004-10,0.238,
2004-11,0.318,
2004-12,0.327,
2005-01,0.256,
2005-02,0.265,
2005-03,0.241,
2005-04,0.245,
2005-05,0.387,
2005-06,0.342,
2005-07,0.448,
2005-08,0.356,
2005-09,0.352,
2005-10,0.336,
2005-11,0.555,
2005-12,0.609,
2006-01,0.802,
2006-02,0.606,
2006-03,0.455,
2006-04,0.493,
2006-05,0.386,
2006-06,0.324,
2006-07,0.406,
2006-08,0.522,
2006-09,0.456,
2006-10,0.419,
2006-11,0.090,
2006-12,0.099,
2007-01,0.095,
2007-02,0.091,
2007-03,0.085,
2007-04,0.089,
2007-05,0.089,
2007-06,0.086,
2007-07,0.072,
2007-08,0.069,
2007-09,0.164,
2007-10,0.181,
2007-11,0.167,
2007-12,0.188,
2008-01,0.190,
2008-02,0.186,
2008-03,0.186,
2008-04,0.186,
2008-05,0.187,
2008-06,0.188,
2008-07,0.187,
2008-08,0.187,
2008-09,0.185,
2008-10,0.153,
2008-11,0.140,
2008-12,0.140,
2009-01,0.139,
2009-02,0.136,
2009-03,0.132,
2009-04,0.132,
2009-05,0.131,
2009-06,0.135,
2009-07,0.132,
2009-08,0.129,
2009-09,0.137,
2009-10,0.131,
2009-11,0.115,
2009-12,0.108,
2010-01,0.109,
2010-02,0.111,
2010-03,0.103,
2010-04,0.106,
2010-05,0.116,
2010-06,0.113,
2010-07,0.109,
2010-08,0.112,
2010-09,0.099,
2010-10,0.100,
2010-11,0.092,
2010-12,0.100,
2011-01,0.092,
2011-02,0.092,
2011-03,0.093,
2011-04,0.093,
2011-05,0.097,
2011-06,0.097,
2011-07,0.097,
2011-08,0.094,
2011-09,0.083,
2011-10,0.088,
2011-11,0.083,
2011-12,0.083,
2012-01,0.083,
2012-02,0.083,
2012-03,0.097,
2012-04,0.096,
2012-05,0.094,
2012-06,0.084,
2012-07,0.084,
2012-08,0.089,
2012-09,0.086,
2012-10,0.079,
2012-11,0.085,
2012-12,0.075,
2013-01,0.072,
2013-02,0.078,
2013-03,0.076,
2013-04,0.084,
2013-05,0.090,
2013-06,0.086,
2013-07,0.101,
2013-08,0.097,
2013-09,0.105,
2013-10,0.110,
2013-11,0.103,
2013-12,0.151,
2014-01,0.147,
2014-02,0.180,
2014-03,0.172,
2014-04,0.162,
2014-05,0.146,
2014-06,0.129,
2014-07,0.150,
2014-08,0.092,
2014-09,0.065,
2014-10,0.113,
2014-11,0.073,
