"",BBK01.BU1271,BBK01.BU1271_FLAGS
"",Debt of the German Unity Fund - bonds,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:36:04,
1990-07,2512.4,
1990-08,2650.2,
1990-09,3975.5,
1990-10,4071.7,
1990-11,4087.6,
1990-12,4191.7,
1991-01,4312.5,
1991-02,6998.4,
1991-03,7584.8,
1991-04,7903.3,
1991-05,8019.6,
1991-06,8272.7,
1991-07,8719.6,
1991-08,11920.6,
1991-09,12695.7,
1991-10,12898.4,
1991-11,13029.6,
1991-12,13140.5,
1992-01,17594.2,
1992-02,17777.7,
1992-03,17852.4,
1992-04,17811.2,
1992-05,17959.5,
1992-06,18622.4,
1992-07,19357.3,
1992-08,19739.7,
1992-09,21126.7,
1992-10,21242.1,
1992-11,21462.9,
1992-12,21664.1,
1993-01,21813.9,
1993-02,22308.2,
1993-03,22251.2,
1993-04,22243.0,
1993-05,22357.0,
1993-06,22462.1,
1993-07,22348.3,
1993-08,22458.4,
1993-09,22466.2,
1993-10,22434.6,
1993-11,22426.6,
1993-12,22396.7,
1994-01,22411.7,
1994-02,22358.2,
1994-03,22332.6,
1994-04,22280.1,
1994-05,22280.9,
1994-06,22311.4,
1994-07,22292.6,
1994-08,22332.6,
1994-09,22402.5,
1994-10,22379.0,
1994-11,22466.8,
1994-12,22424.6,
1995-01,22513.8,
1995-02,22595.9,
1995-03,22676.5,
1995-04,22665.6,
1995-05,22678.6,
1995-06,22662.4,
1995-07,22623.4,
1995-08,22684.3,
1995-09,22634.1,
1995-10,22662.8,
1995-11,22707.2,
1995-12,22700.5,
1996-01,22698.3,
1996-02,22709.7,
1996-03,22761.8,
1996-04,22701.1,
1996-05,22652.7,
1996-06,22627.2,
1996-07,22637.1,
1996-08,22592.1,
1996-09,22589.4,
1996-10,22618.5,
1996-11,22691.7,
1996-12,22656.2,
1997-01,22659.7,
1997-02,22686.9,
1997-03,22647.0,
1997-04,22643.8,
1997-05,22630.3,
1997-06,22665.7,
1997-07,22639.0,
1997-08,22653.4,
1997-09,22646.7,
1997-10,22635.8,
1997-11,22653.1,
1997-12,22646.8,
1998-01,22579.3,
1998-02,22583.3,
1998-03,24611.2,
1998-04,24502.2,
1998-05,24559.9,
1998-06,24536.1,
1998-07,24683.4,
1998-08,24720.5,
1998-09,24664.7,
1998-10,24602.2,
1998-11,24440.1,
1998-12,24467.8,
1999-01,26082.8,
1999-02,26189.9,
1999-03,26638.1,
1999-04,26622.4,
1999-05,26535.9,
1999-06,26381.0,
1999-07,27649.5,
1999-08,27685.5,
1999-09,27708.2,
1999-10,28151.8,
1999-11,28890.5,
1999-12,28845.8,
2000-01,29029.6,
2000-02,29139.4,
2000-03,29165.4,
2000-04,29159.0,
2000-05,29167.2,
2000-06,29125.7,
2000-07,29164.2,
2000-08,29166.5,
2000-09,29114.1,
2000-10,29619.5,
2000-11,29585.6,
2000-12,29593.2,
2001-01,29560.9,
2001-02,24644.0,
2001-03,24657.9,
