"",BBK01.QX5996,BBK01.QX5996_FLAGS
"",Banks in Germany: Short-term liabilities to foreign banks / All countries / Euro,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:05:59,
1982-12,13.204,
1983-01,13.417,
1983-02,13.646,
1983-03,14.169,
1983-04,13.446,
1983-05,14.143,
1983-06,14.638,
1983-07,14.905,
1983-08,14.546,
1983-09,14.433,
1983-10,13.211,
1983-11,13.454,
1983-12,13.803,
1984-01,12.976,
1984-02,13.165,
1984-03,13.231,
1984-04,14.067,
1984-05,13.987,
1984-06,14.627,
1984-07,15.812,
1984-08,15.111,
1984-09,17.020,
1984-10,17.256,
1984-11,16.737,
1984-12,17.602,
1985-01,18.219,
1985-02,19.675,
1985-03,17.324,
1985-04,17.714,
1985-05,16.343,
1985-06,16.971,
1985-07,16.609,
1985-08,17.383,
1985-09,17.857,
1985-10,17.548,
1985-11,17.985,
1985-12,18.664,
1986-01,18.416,
1986-02,17.960,
1986-03,20.362,
1986-04,19.328,
1986-05,18.865,
1986-06,18.314,
1986-07,17.071,
1986-08,16.257,
1986-09,17.590,
1986-10,17.361,
1986-11,18.008,
1986-12,17.455,
1987-01,19.742,
1987-02,17.896,
1987-03,18.258,
1987-04,19.816,
1987-05,17.721,
1987-06,19.512,
1987-07,18.847,
1987-08,19.302,
1987-09,19.203,
1987-10,23.530,
1987-11,21.067,
1987-12,18.707,
1988-01,20.556,
1988-02,20.089,
1988-03,21.128,
1988-04,18.936,
1988-05,20.704,
1988-06,21.268,
1988-07,22.511,
1988-08,22.434,
1988-09,20.275,
1988-10,22.038,
1988-11,21.747,
1988-12,21.420,
1989-01,24.177,
1989-02,24.256,
1989-03,24.341,
1989-04,24.008,
1989-05,28.992,
1989-06,25.495,
1989-07,24.108,
1989-08,23.100,
1989-09,25.074,
1989-10,26.031,
1989-11,26.440,
1989-12,25.630,
1990-01,26.812,
1990-02,30.033,
1990-03,29.008,
1990-04,29.544,
1990-05,27.778,
1990-06,28.026,
1990-07,29.455,
1990-08,28.768,
1990-09,30.684,
1990-10,29.419,
1990-11,28.909,
1990-12,30.639,
1991-01,31.658,
1991-02,32.960,
1991-03,37.906,
1991-04,34.630,
1991-05,34.219,
1991-06,34.310,
1991-07,34.489,
1991-08,34.274,
1991-09,32.657,
1991-10,34.425,
1991-11,33.644,
1991-12,33.651,
1992-01,34.329,
1992-02,34.912,
1992-03,34.230,
1992-04,34.701,
1992-05,33.686,
1992-06,34.453,
1992-07,30.550,
1992-08,32.420,
1992-09,43.284,
1992-10,40.877,
1992-11,42.062,
1992-12,41.049,
1993-01,40.623,
1993-02,43.714,
1993-03,40.951,
1993-04,41.047,
1993-05,41.240,
1993-06,42.179,
1993-07,39.389,
1993-08,41.639,
1993-09,41.941,
1993-10,44.505,
1993-11,42.137,
1993-12,43.339,
1994-01,47.073,
1994-02,45.025,
1994-03,45.339,
1994-04,47.379,
1994-05,49.956,
1994-06,46.568,
1994-07,49.570,
1994-08,52.636,
1994-09,52.933,
1994-10,55.440,
1994-11,54.851,
1994-12,58.041,
1995-01,59.791,
1995-02,67.434,
1995-03,63.461,
1995-04,64.341,
1995-05,67.211,
1995-06,62.865,
1995-07,58.924,
1995-08,61.636,
1995-09,62.652,
1995-10,61.206,
1995-11,61.183,
1995-12,63.624,
1996-01,65.164,
1996-02,67.804,
1996-03,72.050,
1996-04,74.358,
1996-05,76.815,
1996-06,75.254,
1996-07,68.748,
1996-08,67.578,
1996-09,67.501,
1996-10,69.785,
1996-11,76.619,
1996-12,73.883,
1997-01,81.109,
1997-02,85.309,
1997-03,93.151,
1997-04,98.835,
1997-05,101.238,
1997-06,105.200,
1997-07,104.615,
1997-08,108.123,
1997-09,108.646,
1997-10,117.322,
1997-11,116.129,
1997-12,113.708,
1998-01,118.931,
1998-02,120.679,
1998-03,128.655,
1998-04,133.053,
1998-05,146.175,
1998-06,142.584,
1998-07,133.015,
1998-08,137.112,
1998-09,134.498,
1998-10,144.143,
1998-11,156.040,
1998-12,137.450,
1999-01,254.833,
1999-02,225.765,
1999-03,234.477,
1999-04,236.184,
1999-05,232.660,
1999-06,218.467,
1999-07,213.335,
1999-08,222.973,
1999-09,226.307,
1999-10,236.138,
1999-11,251.400,
1999-12,225.444,
2000-01,244.479,
2000-02,252.109,
2000-03,256.961,
2000-04,261.368,
2000-05,274.971,
2000-06,252.384,
2000-07,246.220,
2000-08,262.992,
2000-09,257.295,
2000-10,254.380,
2000-11,258.495,
2000-12,274.366,
2001-01,287.929,
2001-02,307.751,
2001-03,347.824,
2001-04,353.207,
2001-05,340.657,
2001-06,314.899,
2001-07,295.136,
2001-08,303.929,
2001-09,285.712,
2001-10,293.706,
2001-11,298.485,
2001-12,274.499,
2002-01,284.798,
2002-02,272.073,
2002-03,281.215,
2002-04,307.994,
2002-05,320.138,
2002-06,287.976,
2002-07,294.463,
2002-08,293.647,
2002-09,309.077,
2002-10,321.564,
2002-11,334.144,
2002-12,317.302,
2003-01,326.876,
2003-02,328.346,
2003-03,337.784,
2003-04,351.318,
2003-05,346.164,
2003-06,332.292,
2003-07,326.945,
2003-08,318.958,
2003-09,333.076,
2003-10,322.308,
2003-11,315.075,
2003-12,325.348,
2004-01,338.075,
2004-02,335.374,
2004-03,359.988,
2004-04,361.346,
2004-05,340.241,
2004-06,320.187,
2004-07,322.252,
2004-08,319.856,
2004-09,336.545,
2004-10,334.321,
2004-11,347.407,
2004-12,340.985,
2005-01,357.245,
2005-02,362.881,
2005-03,378.525,
2005-04,428.461,
2005-05,417.450,
2005-06,365.260,
2005-07,361.600,
2005-08,362.678,
2005-09,360.767,
2005-10,389.315,
2005-11,389.462,
2005-12,355.683,
2006-01,368.335,
2006-02,382.144,
2006-03,389.265,
2006-04,409.611,
2006-05,417.980,
2006-06,391.755,
2006-07,353.145,
2006-08,358.265,
2006-09,375.500,
2006-10,370.966,
2006-11,381.570,
2006-12,369.845,
2007-01,375.989,
2007-02,389.726,
2007-03,400.196,
2007-04,431.453,
2007-05,427.156,
2007-06,392.812,
2007-07,399.319,
2007-08,409.116,
2007-09,438.110,
2007-10,446.683,
2007-11,435.577,
2007-12,409.079,
2008-01,446.491,
2008-02,446.262,
2008-03,452.696,
2008-04,482.393,
2008-05,465.175,
2008-06,410.744,
2008-07,408.379,
2008-08,395.560,
2008-09,441.677,
2008-10,414.779,
2008-11,401.486,
2008-12,392.900,
2009-01,402.061,
2009-02,413.869,
2009-03,397.422,
2009-04,408.524,
2009-05,385.039,
2009-06,394.334,
2009-07,369.489,
2009-08,362.458,
2009-09,357.704,
2009-10,359.686,
2009-11,361.827,
2009-12,368.241,
2010-01,399.447,
2010-02,398.040,
2010-03,415.003,
2010-04,461.712,
2010-05,525.573,
2010-06,473.569,
2010-07,486.941,
2010-08,497.460,
2010-09,459.561,
2010-10,457.282,
2010-11,455.002,
2010-12,455.581,
2011-01,455.168,
2011-02,455.477,
2011-03,423.583,
2011-04,454.162,
2011-05,438.103,
2011-06,397.905,
2011-07,393.400,
2011-08,437.009,
2011-09,471.574,
2011-10,480.289,
2011-11,492.214,
2011-12,412.079,
2012-01,552.944,
2012-02,559.804,
2012-03,615.032,
2012-04,635.731,
2012-05,618.215,
2012-06,586.806,
2012-07,588.578,
2012-08,606.479,
2012-09,549.447,
2012-10,550.291,
2012-11,521.356,
2012-12,445.393,
2013-01,449.752,
2013-02,442.376,
2013-03,430.031,
2013-04,443.790,
2013-05,410.032,
2013-06,405.179,
2013-07,400.300,
2013-08,382.943,
2013-09,365.253,
2013-10,361.445,
2013-11,358.714,
2013-12,304.704,
2014-01,344.564,
2014-02,325.787,
2014-03,321.277,
2014-04,331.958,
2014-05,321.177,
2014-06,315.675,
2014-07,342.851,
2014-08,347.701,
2014-09,347.466,
2014-10,347.179,
2014-11,372.156,
2014-12,363.259,
