"",BBDE1.M.DE.Y.AEA1.N2C210000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C210000.F.C.I10.A_FLAGS
"",Orders received / At constant prices / Germany / 21 Manufacture of basic pharmaceutical products and pharmaceutical preparations / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:04,
1991-01,63.1,
1991-02,61.7,
1991-03,57.3,
1991-04,58.9,
1991-05,61.9,
1991-06,57.2,
1991-07,66.4,
1991-08,62.8,
1991-09,58.5,
1991-10,65.4,
1991-11,64.3,
1991-12,60.0,
1992-01,67.2,
1992-02,65.7,
1992-03,59.9,
1992-04,62.3,
1992-05,62.5,
1992-06,63.5,
1992-07,60.2,
1992-08,64.9,
1992-09,59.2,
1992-10,61.0,
1992-11,62.2,
1992-12,61.2,
1993-01,61.0,
1993-02,55.6,
1993-03,57.4,
1993-04,57.5,
1993-05,59.7,
1993-06,54.7,
1993-07,59.2,
1993-08,64.1,
1993-09,56.9,
1993-10,59.8,
1993-11,64.9,
1993-12,60.6,
1994-01,62.0,
1994-02,62.1,
1994-03,66.0,
1994-04,61.2,
1994-05,60.3,
1994-06,62.2,
1994-07,62.8,
1994-08,62.3,
1994-09,67.2,
1994-10,64.7,
1994-11,61.9,
1994-12,66.5,
1995-01,70.0,
1995-02,65.5,
1995-03,68.6,
1995-04,71.7,
1995-05,70.0,
1995-06,70.2,
1995-07,71.3,
1995-08,70.5,
1995-09,73.5,
1995-10,71.0,
1995-11,67.6,
1995-12,74.9,
1996-01,72.7,
1996-02,68.0,
1996-03,71.6,
1996-04,68.7,
1996-05,73.6,
1996-06,71.4,
1996-07,70.8,
1996-08,71.0,
1996-09,73.1,
1996-10,71.4,
1996-11,67.3,
1996-12,76.1,
1997-01,68.2,
1997-02,71.8,
1997-03,73.7,
1997-04,75.3,
1997-05,75.8,
1997-06,76.9,
1997-07,70.5,
1997-08,69.0,
1997-09,76.2,
1997-10,74.4,
1997-11,69.5,
1997-12,84.7,
1998-01,74.4,
1998-02,70.3,
1998-03,74.9,
1998-04,70.8,
1998-05,70.4,
1998-06,74.9,
1998-07,69.8,
1998-08,70.8,
1998-09,73.8,
1998-10,70.1,
1998-11,67.2,
1998-12,70.4,
1999-01,73.6,
1999-02,73.4,
1999-03,72.1,
1999-04,80.6,
1999-05,79.9,
1999-06,66.9,
1999-07,77.1,
1999-08,78.1,
1999-09,72.1,
1999-10,73.0,
1999-11,80.0,
1999-12,70.8,
2000-01,71.5,
2000-02,72.9,
2000-03,75.2,
2000-04,73.8,
2000-05,72.5,
2000-06,74.6,
2000-07,75.2,
2000-08,75.2,
2000-09,81.6,
2000-10,77.8,
2000-11,77.0,
2000-12,83.5,
2001-01,80.8,
2001-02,75.7,
2001-03,77.2,
2001-04,78.9,
2001-05,77.4,
2001-06,81.7,
2001-07,81.0,
2001-08,80.1,
2001-09,75.2,
2001-10,79.6,
2001-11,76.5,
2001-12,78.3,
2002-01,86.8,
2002-02,78.2,
2002-03,87.0,
2002-04,84.4,
2002-05,79.4,
2002-06,79.7,
2002-07,84.6,
2002-08,83.2,
2002-09,86.6,
2002-10,78.8,
2002-11,87.4,
2002-12,78.9,
2003-01,80.4,
2003-02,82.9,
2003-03,78.9,
2003-04,79.7,
2003-05,83.9,
2003-06,80.6,
2003-07,81.8,
2003-08,82.7,
2003-09,79.8,
2003-10,88.6,
2003-11,79.9,
2003-12,86.8,
2004-01,80.8,
2004-02,83.3,
2004-03,82.6,
2004-04,89.9,
2004-05,87.5,
2004-06,82.0,
2004-07,89.5,
2004-08,86.2,
2004-09,85.4,
2004-10,88.0,
2004-11,90.1,
2004-12,89.9,
2005-01,96.6,
2005-02,99.1,
2005-03,99.4,
2005-04,95.8,
2005-05,98.6,
2005-06,98.7,
2005-07,101.6,
2005-08,102.2,
2005-09,102.6,
2005-10,103.7,
2005-11,100.0,
2005-12,102.7,
2006-01,101.4,
2006-02,100.5,
2006-03,99.6,
2006-04,103.3,
2006-05,100.1,
2006-06,97.7,
2006-07,107.1,
2006-08,103.4,
2006-09,106.4,
2006-10,107.0,
2006-11,110.9,
2006-12,104.9,
2007-01,105.5,
2007-02,111.6,
2007-03,110.0,
2007-04,109.3,
2007-05,113.0,
2007-06,115.1,
2007-07,110.0,
2007-08,116.7,
2007-09,117.9,
2007-10,115.1,
2007-11,116.3,
2007-12,112.9,
2008-01,112.6,
2008-02,113.4,
2008-03,111.9,
2008-04,109.2,
2008-05,107.9,
2008-06,109.4,
2008-07,106.3,
2008-08,114.9,
2008-09,112.5,
2008-10,110.7,
2008-11,106.2,
2008-12,106.3,
2009-01,101.9,
2009-02,100.9,
2009-03,97.5,
2009-04,97.2,
2009-05,101.3,
2009-06,97.8,
2009-07,96.9,
2009-08,97.7,
2009-09,100.4,
2009-10,101.2,
2009-11,103.6,
2009-12,97.9,
2010-01,104.2,
2010-02,94.9,
2010-03,101.2,
2010-04,96.6,
2010-05,99.8,
2010-06,101.3,
2010-07,98.6,
2010-08,101.6,
2010-09,101.0,
2010-10,99.4,
2010-11,97.6,
2010-12,98.6,
2011-01,98.0,
2011-02,105.3,
2011-03,101.1,
