"",BBK01.PQ9092,BBK01.PQ9092_FLAGS
"",Lending to letting of movables / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:33:52,
1989-01,-,Nothing exists
1989-04,.,No value available
1989-07,0.026,
1989-10,0.031,
1990-01,0.031,
1990-04,0.035,
1990-07,0.038,
1990-10,0.040,
1991-01,0.042,
1991-04,0.041,
1991-07,0.033,
1991-10,0.043,
1992-01,0.040,
1992-04,0.044,
1992-07,0.072,
1992-10,0.058,
1993-01,0.071,
1993-04,0.074,
1993-07,0.063,
1993-10,0.072,
1994-01,0.065,
1994-04,0.070,
1994-07,0.075,
1994-10,0.092,
1995-01,0.090,
1995-04,0.096,
1995-07,0.087,
1995-10,0.080,
1996-01,0.084,
1996-04,0.079,
1996-07,0.084,
1996-10,0.080,
1997-01,0.088,
1997-04,0.096,
1997-07,0.094,
1997-10,0.095,
1998-01,0.089,
1998-04,0.079,
1998-07,0.093,
1998-10,0.086,
1999-01,2.067,
1999-04,2.010,
1999-07,0.059,
1999-10,0.057,
2000-01,0.059,
2000-04,0.061,
2000-07,0.063,
2000-10,0.084,
2001-01,0.087,
2001-04,0.086,
2001-07,0.090,
2001-10,0.089,
2002-01,0.088,
2002-04,0.090,
2002-07,0.109,
2002-10,0.108,
2003-01,0.123,
2003-04,0.147,
2003-07,0.171,
2003-10,0.300,
2004-01,0.293,
2004-04,0.099,
2004-07,0.096,
2004-10,0.104,
2005-01,0.088,
2005-04,0.086,
2005-07,0.086,
2005-10,0.087,
2006-01,0.184,
2006-04,0.181,
2006-07,0.153,
2006-10,0.120,
2007-01,0.114,
2007-04,0.114,
2007-07,0.113,
2007-10,0.036,
2008-01,0.038,
2008-04,0.036,
2008-07,0.036,
2008-10,0.434,
2009-01,0.366,
2009-04,0.034,
2009-07,0.032,
2009-10,0.027,
2010-01,0.027,
2010-04,0.023,
2010-07,0.023,
2010-10,0.023,
2011-01,0.022,
2011-04,0.022,
2011-07,0.022,
2011-10,0.019,
2012-01,0.018,
2012-04,0.018,
2012-07,0.017,
2012-10,0.015,
2013-01,0.016,
2013-04,0.014,
2013-07,0.014,
2013-10,0.012,
2014-01,0.012,
2014-04,0.012,
2014-07,0.012,
2014-10,0.014,
