"",BBK01.RU5743,BBK01.RU5743_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Argentina / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:19:12,
1982-06,0.290,
1982-07,0.357,
1982-08,0.370,
1982-09,0.448,
1982-10,0.497,
1982-11,0.479,
1982-12,0.454,
1983-01,0.371,
1983-02,0.402,
1983-03,0.422,
1983-04,0.440,
1983-05,0.406,
1983-06,0.405,
1983-07,0.415,
1983-08,0.440,
1983-09,0.422,
1983-10,0.404,
1983-11,0.422,
1983-12,0.431,
1984-01,0.431,
1984-02,0.401,
1984-03,0.344,
1984-04,0.343,
1984-05,0.320,
1984-06,0.320,
1984-07,0.323,
1984-08,0.293,
1984-09,0.351,
1984-10,0.329,
1984-11,0.310,
1984-12,0.316,
1985-01,0.312,
1985-02,0.407,
1985-03,0.321,
1985-04,0.338,
1985-05,0.330,
1985-06,0.320,
1985-07,0.307,
1985-08,0.306,
1985-09,0.297,
1985-10,0.326,
1985-11,0.306,
1985-12,0.302,
1986-01,0.291,
1986-02,0.346,
1986-03,0.290,
1986-04,0.282,
1986-05,0.289,
1986-06,0.280,
1986-07,0.270,
1986-08,0.268,
1986-09,0.260,
1986-10,0.283,
1986-11,0.260,
1986-12,0.261,
1987-01,0.259,
1987-02,0.269,
1987-03,0.268,
1987-04,0.283,
1987-05,0.273,
1987-06,0.274,
1987-07,0.275,
1987-08,0.272,
1987-09,0.265,
1987-10,0.276,
1987-11,0.295,
1987-12,0.309,
1988-01,0.304,
1988-02,0.277,
1988-03,0.298,
1988-04,0.288,
1988-05,0.284,
1988-06,0.297,
1988-07,0.312,
1988-08,0.303,
1988-09,0.299,
1988-10,0.296,
1988-11,0.281,
1988-12,0.239,
1989-01,0.250,
1989-02,0.246,
1989-03,0.240,
1989-04,0.266,
1989-05,0.266,
1989-06,0.282,
1989-07,0.291,
1989-08,0.305,
1989-09,0.317,
1989-10,0.314,
1989-11,0.326,
1989-12,0.333,
1990-01,0.324,
1990-02,0.329,
1990-03,0.349,
1990-04,0.361,
1990-05,0.368,
1990-06,0.375,
1990-07,0.373,
1990-08,0.370,
1990-09,0.370,
1990-10,0.375,
1990-11,0.379,
1990-12,0.379,
1991-01,0.383,
1991-02,0.402,
1991-03,0.444,
1991-04,0.438,
1991-05,0.444,
1991-06,0.480,
1991-07,0.460,
1991-08,0.473,
1991-09,0.446,
1991-10,0.450,
1991-11,0.431,
1991-12,0.421,
1992-01,0.412,
1992-02,0.421,
1992-03,0.422,
1992-04,0.429,
1992-05,0.424,
1992-06,0.426,
1992-07,0.416,
1992-08,0.419,
1992-09,0.439,
1992-10,0.446,
1992-11,0.462,
1992-12,0.450,
1993-01,0.440,
1993-02,0.433,
1993-03,0.434,
1993-04,0.429,
1993-05,0.453,
1993-06,0.441,
1993-07,0.426,
1993-08,0.408,
1993-09,0.438,
1993-10,0.520,
1993-11,0.531,
1993-12,0.523,
1994-01,0.515,
1994-02,0.519,
1994-03,0.670,
1994-04,0.562,
1994-05,0.580,
1994-06,0.524,
1994-07,0.439,
1994-08,0.407,
1994-09,0.385,
1994-10,0.393,
1994-11,0.400,
1994-12,0.394,
1995-01,0.388,
1995-02,0.366,
1995-03,0.395,
1995-04,0.422,
1995-05,0.395,
1995-06,0.401,
1995-07,0.398,
1995-08,1.577,
1995-09,1.445,
1995-10,2.014,
1995-11,1.592,
1995-12,0.473,
1996-01,0.419,
1996-02,0.426,
1996-03,0.403,
1996-04,0.416,
1996-05,0.409,
1996-06,0.402,
1996-07,0.389,
1996-08,0.398,
1996-09,0.406,
1996-10,0.402,
1996-11,0.409,
1996-12,0.402,
1997-01,0.418,
1997-02,0.422,
1997-03,0.417,
1997-04,0.425,
1997-05,0.423,
1997-06,0.421,
1997-07,0.439,
1997-08,0.450,
1997-09,0.436,
1997-10,0.437,
1997-11,0.455,
1997-12,0.450,
1998-01,0.449,
1998-02,0.448,
1998-03,0.470,
1998-04,0.444,
1998-05,0.452,
1998-06,0.459,
1998-07,0.437,
1998-08,0.438,
1998-09,0.422,
1998-10,0.424,
1998-11,0.425,
1998-12,0.434,
1999-01,0.441,
1999-02,0.536,
1999-03,0.458,
1999-04,0.451,
1999-05,0.581,
1999-06,0.458,
1999-07,0.462,
1999-08,0.473,
1999-09,0.466,
1999-10,0.489,
1999-11,0.485,
1999-12,0.494,
2000-01,0.494,
2000-02,0.839,
2000-03,0.494,
2000-04,0.787,
2000-05,0.493,
2000-06,0.477,
2000-07,0.495,
2000-08,0.528,
2000-09,0.841,
2000-10,0.521,
2000-11,0.883,
2000-12,0.937,
2001-01,0.810,
2001-02,1.165,
2001-03,0.948,
2001-04,0.546,
2001-05,0.546,
2001-06,0.852,
2001-07,0.859,
2001-08,1.085,
2001-09,1.165,
2001-10,0.487,
2001-11,0.569,
2001-12,0.569,
2002-01,0.561,
2002-02,0.581,
2002-03,0.616,
2002-04,0.611,
2002-05,0.583,
2002-06,0.585,
2002-07,0.608,
2002-08,0.598,
2002-09,0.586,
2002-10,0.581,
2002-11,0.572,
2002-12,0.640,
2003-01,0.561,
2003-02,0.556,
2003-03,0.561,
2003-04,0.560,
2003-05,0.550,
2003-06,0.557,
