"",BBK01.OEAH21M,BBK01.OEAH21M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:45,
2002-01,37.826,
2002-04,37.935,
2002-07,37.862,
2002-10,39.761,
2003-01,41.334,
2003-04,41.625,
2003-07,43.042,
2003-10,40.726,
2004-01,41.820,
2004-04,44.409,
2004-07,45.846,
2004-10,47.454,
2005-01,49.182,
2005-04,50.276,
2005-07,51.100,
2005-10,51.107,
2006-01,51.681,
2006-04,52.375,
2006-07,52.725,
2006-10,52.641,
2007-01,53.481,
2007-04,53.996,
2007-07,54.497,
2007-10,55.262,
2008-01,55.740,
2008-04,56.145,
2008-07,55.577,
2008-10,58.370,
2009-01,59.171,
2009-04,60.531,
2009-07,60.361,
2009-10,60.673,
2010-01,60.554,
2010-04,60.072,
2010-07,59.414,
2010-10,60.809,
2011-01,60.931,
2011-04,60.470,
2011-07,60.405,
2011-10,60.907,
2012-01,60.149,
2012-04,61.276,
2012-07,60.778,
2012-10,61.513,
2013-01,60.649,
2013-04,61.964,
2013-07,60.964,
2013-10,59.856,
2014-01,58.872,
2014-04,60.155,
2014-07,59.001,
