"",BBK01.CEB3N0,BBK01.CEB3N0_FLAGS
"",Securities other than shares debtor: Rest of the world                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:17:56,
1991-01,146.6,
1991-04,154.2,
1991-07,153.0,
1991-10,150.8,
1992-01,157.1,
1992-04,159.3,
1992-07,154.6,
1992-10,173.0,
1993-01,185.2,
1993-04,175.2,
1993-07,178.6,
1993-10,185.1,
1994-01,181.0,
1994-04,169.6,
1994-07,171.1,
1994-10,172.1,
1995-01,172.2,
1995-04,181.4,
1995-07,187.2,
1995-10,202.3,
1996-01,202.6,
1996-04,208.9,
1996-07,213.6,
1996-10,224.7,
1997-01,233.6,
1997-04,257.0,
1997-07,272.8,
1997-10,282.8,
1998-01,300.0,
1998-04,329.3,
1998-07,340.0,
1998-10,374.6,
1999-01,402.9,
1999-04,415.3,
1999-07,416.3,
1999-10,429.4,
2000-01,457.0,
2000-04,466.0,
2000-07,488.9,
2000-10,504.5,
2001-01,585.6,
2001-04,572.7,
2001-07,602.7,
2001-10,605.2,
2002-01,607.6,
2002-04,608.9,
2002-07,651.9,
2002-10,669.8,
2003-01,687.4,
2003-04,716.8,
2003-07,695.8,
2003-10,669.1,
2004-01,716.8,
2004-04,723.8,
2004-07,756.5,
2004-10,776.5,
2005-01,829.7,
2005-04,910.5,
2005-07,917.1,
2005-10,936.8,
2006-01,1011.6,
2006-04,1037.8,
2006-07,1076.1,
2006-10,1111.0,
2007-01,1171.2,
2007-04,1200.5,
2007-07,1198.5,
2007-10,1212.2,
2008-01,1257.7,
2008-04,1287.0,
2008-07,1286.9,
2008-10,1280.7,
2009-01,1274.3,
2009-04,1299.1,
2009-07,1344.8,
2009-10,1360.5,
2010-01,1402.7,
2010-04,1423.5,
2010-07,1442.3,
2010-10,1457.0,
2011-01,1439.6,
2011-04,1449.7,
2011-07,1468.6,
2011-10,1465.1,
2012-01,1531.8,
2012-04,1563.2,
2012-07,1596.5,
2012-10,1633.8,
2013-01,1641.3,
2013-04,1634.3,
2013-07,1626.7,
2013-10,1649.6,
2014-01,1714.4,
