"",BBK01.TSD303O,BBK01.TSD303O_FLAGS
"","Monetary aggregate M3 (from January 2002, excluding currency in circulation; from June 2010, excluding repos with central counterparties) / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:02,
1999-01,1279.2,
1999-02,1284.4,
1999-03,1295.0,
1999-04,1308.8,
1999-05,1324.8,
1999-06,1334.0,
1999-07,1335.0,
1999-08,1339.8,
1999-09,1348.2,
1999-10,1355.0,
1999-11,1373.9,
1999-12,1363.9,
2000-01,1371.0,
2000-02,1374.9,
2000-03,1374.7,
2000-04,1376.4,
2000-05,1370.1,
2000-06,1362.6,
2000-07,1356.9,
2000-08,1353.8,
2000-09,1349.2,
2000-10,1349.6,
2000-11,1350.2,
2000-12,1348.7,
2001-01,1358.1,
2001-02,1371.5,
2001-03,1381.2,
2001-04,1390.0,
2001-05,1395.5,
2001-06,1409.6,
2001-07,1414.3,
2001-08,1424.4,
2001-09,1440.2,
2001-10,1446.5,
2001-11,1443.4,
2001-12,1433.6,
2002-01,1365.4,
2002-02,1362.6,
2002-03,1367.8,
2002-04,1369.7,
2002-05,1382.0,
2002-06,1391.6,
2002-07,1397.0,
2002-08,1399.0,
2002-09,1407.0,
2002-10,1421.1,
2002-11,1431.8,
2002-12,1453.6,
2003-01,1445.0,
2003-02,1468.8,
2003-03,1468.7,
2003-04,1474.6,
2003-05,1482.4,
2003-06,1491.9,
2003-07,1484.9,
2003-08,1486.5,
2003-09,1482.9,
2003-10,1488.9,
2003-11,1499.4,
2003-12,1501.8,
2004-01,1500.0,
2004-02,1503.0,
2004-03,1507.8,
2004-04,1506.0,
2004-05,1508.2,
2004-06,1504.9,
2004-07,1509.6,
2004-08,1512.0,
2004-09,1515.3,
2004-10,1516.6,
2004-11,1518.1,
2004-12,1514.6,
2005-01,1533.3,
2005-02,1543.1,
2005-03,1536.3,
2005-04,1545.7,
2005-05,1553.3,
2005-06,1562.9,
2005-07,1572.1,
2005-08,1580.8,
2005-09,1580.2,
2005-10,1590.3,
2005-11,1587.2,
2005-12,1589.6,
2006-01,1599.2,
2006-02,1599.7,
2006-03,1617.6,
2006-04,1632.0,
2006-05,1626.7,
2006-06,1642.7,
2006-07,1637.3,
2006-08,1643.0,
2006-09,1647.4,
2006-10,1641.6,
2006-11,1649.4,
2006-12,1667.8,
2007-01,1681.5,
2007-02,1687.2,
2007-03,1705.5,
2007-04,1709.9,
2007-05,1718.3,
2007-06,1743.7,
2007-07,1759.5,
2007-08,1768.6,
2007-09,1787.6,
2007-10,1785.0,
2007-11,1818.2,
2007-12,1847.4,
2008-01,1873.1,
2008-02,1890.4,
2008-03,1900.7,
2008-04,1913.5,
2008-05,1923.8,
2008-06,1931.8,
2008-07,1944.0,
2008-08,1951.5,
2008-09,1963.1,
2008-10,2008.1,
2008-11,2026.8,
2008-12,2022.6,
2009-01,2048.0,
2009-02,2057.1,
2009-03,2039.6,
2009-04,2057.1,
2009-05,2042.5,
2009-06,2024.4,
2009-07,2012.9,
2009-08,1993.6,
2009-09,1994.4,
2009-10,1993.2,
2009-11,1983.6,
2009-12,1989.1,
2010-01,1999.8,
2010-02,2007.9,
2010-03,2000.7,
2010-04,2033.7,
2010-05,2042.9,
2010-06,1961.8,
2010-07,1958.8,
2010-08,1964.8,
2010-09,1970.7,
2010-10,1967.9,
2010-11,1978.5,
2010-12,1983.5,
2011-01,2004.8,
2011-02,1997.6,
2011-03,2010.8,
2011-04,2023.2,
2011-05,2028.8,
2011-06,2041.6,
2011-07,2051.4,
2011-08,2067.6,
2011-09,2082.6,
2011-10,2076.9,
2011-11,2091.1,
2011-12,2099.1,
2012-01,2115.4,
2012-02,2125.0,
2012-03,2138.6,
2012-04,2146.0,
2012-05,2161.6,
2012-06,2190.9,
2012-07,2219.8,
2012-08,2220.9,
2012-09,2229.7,
2012-10,2267.8,
2012-11,2269.9,
2012-12,2246.3,
2013-01,2248.4,
2013-02,2250.2,
2013-03,2251.7,
2013-04,2275.1,
2013-05,2275.0,
2013-06,2272.8,
2013-07,2283.4,
2013-08,2287.8,
2013-09,2291.5,
2013-10,2310.8,
2013-11,2299.5,
2013-12,2303.6,
2014-01,2318.4,
2014-02,2337.1,
2014-03,2337.0,
2014-04,2358.4,
2014-05,2373.4,
2014-06,2375.5,
2014-07,2383.7,
2014-08,2398.4,
2014-09,2398.9,
2014-10,2402.6,
2014-11,2415.8,
2014-12,2410.8,Provisional value
2015-01,2455.0,
