"",BBK01.QU4455,BBK01.QU4455_FLAGS
"",Foreign branches: Long-term liabilities to non-residents / Luxembourg / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:45:21,
1980-12,0.621,
1981-01,.,No value available
1981-02,.,No value available
1981-03,.,No value available
1981-04,.,No value available
1981-05,.,No value available
1981-06,.,No value available
1981-07,.,No value available
1981-08,.,No value available
1981-09,.,No value available
1981-10,.,No value available
1981-11,.,No value available
1981-12,0.422,
1982-01,.,No value available
1982-02,.,No value available
1982-03,.,No value available
1982-04,.,No value available
1982-05,.,No value available
1982-06,0.639,
1982-07,0.529,
1982-08,0.522,
1982-09,0.533,
1982-10,0.419,
1982-11,0.384,
1982-12,0.413,
1983-01,0.448,
1983-02,0.278,
1983-03,0.270,
1983-04,0.275,
1983-05,0.384,
1983-06,0.303,
1983-07,0.343,
1983-08,0.204,
1983-09,0.171,
1983-10,0.188,
1983-11,0.198,
1983-12,0.210,
1984-01,0.237,
1984-02,0.233,
1984-03,0.224,
1984-04,0.236,
1984-05,0.237,
1984-06,0.235,
1984-07,0.250,
1984-08,0.239,
1984-09,0.240,
1984-10,0.248,
1984-11,0.248,
1984-12,0.245,
1985-01,0.195,
1985-02,0.232,
1985-03,0.223,
1985-04,0.219,
1985-05,0.228,
1985-06,0.216,
1985-07,0.213,
1985-08,0.204,
1985-09,0.179,
1985-10,0.175,
1985-11,0.174,
1985-12,0.168,
1986-01,0.183,
1986-02,0.178,
1986-03,0.300,
1986-04,0.310,
1986-05,0.322,
1986-06,0.303,
1986-07,0.333,
1986-08,0.289,
1986-09,0.288,
1986-10,0.284,
1986-11,0.273,
1986-12,0.274,
1987-01,0.245,
1987-02,0.258,
1987-03,0.234,
1987-04,0.244,
1987-05,0.248,
1987-06,0.223,
1987-07,0.224,
1987-08,0.211,
1987-09,0.214,
1987-10,0.234,
1987-11,0.231,
1987-12,0.219,
1988-01,0.265,
1988-02,0.283,
1988-03,0.278,
1988-04,0.321,
1988-05,0.543,
1988-06,0.565,
1988-07,0.613,
1988-08,0.600,
1988-09,0.634,
1988-10,0.594,
1988-11,0.582,
1988-12,1.078,
1989-01,1.199,
1989-02,1.163,
1989-03,1.121,
1989-04,1.216,
1989-05,1.270,
1989-06,1.318,
1989-07,1.406,
1989-08,1.456,
1989-09,1.399,
1989-10,1.299,
1989-11,1.328,
1989-12,1.292,
1990-01,1.305,
1990-02,1.326,
1990-03,1.332,
1990-04,1.324,
1990-05,1.303,
1990-06,1.302,
1990-07,1.269,
1990-08,1.248,
1990-09,1.256,
1990-10,1.204,
1990-11,1.216,
1990-12,1.192,
