"",BBK01.PC3429,BBK01.PC3429_FLAGS
"",Housing loans to domestic employees and other individuals / Medium-term / Building and loan asscociations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:20,
1999-01,9.788,
1999-04,9.540,
1999-07,9.473,
1999-10,9.233,
2000-01,8.366,
2000-04,8.202,
2000-07,8.170,
2000-10,7.788,
2001-01,7.504,
2001-04,7.567,
2001-07,7.454,
2001-10,7.451,
2002-01,7.356,
2002-04,7.378,
2002-07,7.461,
2002-10,7.664,
2003-01,7.710,
2003-04,8.142,
2003-07,8.422,
2003-10,8.581,
2004-01,8.564,
2004-04,8.651,
2004-07,8.627,
2004-10,8.688,
2005-01,8.615,
2005-04,8.714,
2005-07,8.731,
2005-10,8.703,
2006-01,8.488,
2006-04,8.676,
2006-07,8.654,
2006-10,8.591,
2007-01,8.415,
2007-04,8.178,
2007-07,8.060,
2007-10,7.888,
2008-01,7.650,
2008-04,7.576,
2008-07,7.410,
2008-10,7.184,
2009-01,6.931,
2009-04,7.097,
2009-07,7.420,
2009-10,7.581,
2010-01,7.556,
2010-04,7.763,
2010-07,7.875,
2010-10,8.068,
2011-01,8.114,
2011-04,8.212,
2011-07,8.284,
2011-10,8.321,
2012-01,8.428,
2012-04,8.583,
2012-07,8.667,
2012-10,8.689,
2013-01,8.525,
2013-04,8.513,
2013-07,8.529,
2013-10,8.434,
2014-01,8.356,
2014-04,8.273,
2014-07,8.282,
2014-10,8.227,
