"",BBK01.TUD407,BBK01.TUD407_FLAGS
"",Lending to banks (MFIs) in the euro area / in other member states / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:53,
1979-12,16186,
1980-01,16073,
1980-02,16284,
1980-03,17228,
1980-04,17550,
1980-05,17475,
1980-06,17382,
1980-07,17252,
1980-08,17571,
1980-09,17579,
1980-10,18409,
1980-11,19111,
1980-12,18891,
1981-01,18986,
1981-02,19059,
1981-03,19506,
1981-04,19268,
1981-05,20077,
1981-06,20145,
1981-07,20506,
1981-08,20688,
1981-09,20313,
1981-10,20768,
1981-11,21284,
1981-12,21799,
1982-01,21196,
1982-02,21528,
1982-03,21577,
1982-04,21226,
1982-05,21414,
1982-06,21571,
1982-07,21424,
1982-08,21541,
1982-09,21814,
1982-10,21982,
1982-11,22289,
1982-12,22317,
1983-01,21722,
1983-02,21587,
1983-03,21250,
1983-04,21344,
1983-05,21581,
1983-06,22296,
1983-07,21891,
1983-08,21815,
1983-09,22224,
1983-10,22478,
1983-11,22942,
1983-12,23489,
1984-01,23128,
1984-02,23189,
1984-03,23155,
1984-04,23009,
1984-05,23385,
1984-06,23572,
1984-07,23585,
1984-08,23665,
1984-09,24875,
1984-10,25296,
1984-11,25853,
1984-12,27136,
1985-01,26934,
1985-02,28321,
1985-03,27694,
1985-04,27566,
1985-05,27402,
1985-06,28651,
1985-07,28015,
1985-08,28215,
1985-09,28326,
1985-10,28902,
1985-11,29584,
1985-12,31684,
1986-01,31434,
1986-02,32600,
1986-03,33007,
1986-04,32954,
1986-05,34075,
1986-06,34720,
1986-07,34206,
1986-08,35249,
1986-09,37005,
1986-10,37304,
1986-11,38880,
1986-12,39673,
1987-01,39330,
1987-02,39925,
1987-03,41097,
1987-04,41261,
1987-05,42324,
1987-06,43385,
1987-07,42923,
1987-08,43060,
1987-09,43144,
1987-10,42850,
1987-11,42312,
1987-12,42114,
1988-01,41589,
1988-02,42035,
1988-03,41860,
1988-04,41352,
1988-05,41966,
1988-06,43768,
1988-07,44527,
1988-08,45436,
1988-09,46386,
1988-10,46580,
1988-11,46965,
1988-12,46883,
1989-01,46098,
1989-02,45746,
1989-03,46541,
1989-04,47394,
1989-05,49258,
1989-06,50498,
1989-07,50562,
1989-08,51503,
1989-09,52317,
1989-10,52687,
1989-11,56153,
1989-12,57259,
1990-01,57375,
1990-02,58251,
1990-03,58313,
1990-04,58932,
1990-05,59742,
1990-06,63580,
1990-07,64243,
1990-08,64505,
1990-09,65804,
1990-10,64732,
1990-11,66325,
1990-12,68032,
1991-01,66848,
1991-02,69171,
1991-03,69579,
1991-04,67797,
1991-05,67219,
1991-06,68676,
1991-07,66931,
1991-08,67573,
1991-09,67463,
1991-10,67941,
1991-11,69621,
1991-12,70042,
1992-01,70079,
1992-02,70220,
1992-03,70305,
1992-04,70261,
1992-05,69642,
1992-06,68606,
1992-07,68300,
1992-08,68486,
1992-09,68744,
1992-10,72020,
1992-11,73382,
1992-12,72188,
1993-01,71591,
1993-02,74432,
