"",BBK01.QU6037,BBK01.QU6037_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / All countries / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:13:39,
1984-12,62.996,
1985-01,61.270,
1985-02,64.502,
1985-03,64.671,
1985-04,63.198,
1985-05,65.194,
1985-06,70.555,
1985-07,66.230,
1985-08,63.361,
1985-09,62.148,
1985-10,62.042,
1985-11,60.593,
1985-12,62.076,
1986-01,60.555,
1986-02,57.112,
1986-03,61.358,
1986-04,60.439,
1986-05,63.163,
1986-06,61.061,
1986-07,60.055,
1986-08,59.501,
1986-09,59.592,
1986-10,61.893,
1986-11,61.558,
1986-12,66.872,
1987-01,66.352,
1987-02,66.827,
1987-03,68.299,
1987-04,68.958,
1987-05,70.300,
1987-06,70.960,
1987-07,72.117,
1987-08,70.797,
1987-09,73.701,
1987-10,74.014,
1987-11,72.970,
1987-12,70.122,
1988-01,73.608,
1988-02,74.581,
1988-03,74.102,
1988-04,74.174,
1988-05,76.255,
1988-06,80.463,
1988-07,82.832,
1988-08,83.461,
1988-09,83.233,
1988-10,81.746,
1988-11,82.021,
1988-12,83.937,
1989-01,90.816,
1989-02,90.250,
1989-03,92.825,
1989-04,94.440,
1989-05,99.345,
1989-06,97.871,
1989-07,95.798,
1989-08,97.110,
1989-09,95.844,
1989-10,96.404,
1989-11,97.386,
1989-12,96.205,
1990-01,100.103,
1990-02,99.300,
1990-03,99.248,
1990-04,99.558,
1990-05,107.962,
1990-06,107.983,
1990-07,104.557,
1990-08,105.646,
1990-09,106.326,
1990-10,105.341,
1990-11,106.808,
1990-12,105.204,
1991-01,108.613,
1991-02,108.839,
1991-03,113.646,
1991-04,112.567,
1991-05,114.247,
1991-06,115.225,
1991-07,111.533,
1991-08,111.604,
1991-09,112.386,
1991-10,114.406,
1991-11,112.936,
1991-12,111.975,
1992-01,116.722,
1992-02,118.766,
1992-03,119.138,
1992-04,121.249,
1992-05,122.078,
1992-06,119.944,
1992-07,118.720,
1992-08,118.645,
1992-09,122.147,
1992-10,127.869,
1992-11,127.089,
1992-12,125.429,
1993-01,131.702,
1993-02,132.354,
1993-03,136.246,
1993-04,137.214,
1993-05,137.866,
1993-06,148.829,
1993-07,153.049,
1993-08,150.908,
1993-09,153.460,
1993-10,155.159,
1993-11,159.783,
1993-12,158.298,
1994-01,162.438,
1994-02,159.387,
1994-03,160.490,
1994-04,161.316,
1994-05,161.419,
1994-06,161.852,
1994-07,156.290,
1994-08,160.304,
1994-09,161.849,
1994-10,160.400,
1994-11,163.155,
1994-12,162.882,
1995-01,161.000,
1995-02,163.338,
1995-03,162.915,
1995-04,158.580,
1995-05,165.065,
1995-06,164.479,
1995-07,162.720,
1995-08,166.686,
1995-09,169.462,
1995-10,170.923,
1995-11,174.684,
