"",BBK01.OEAH57G,BBK01.OEAH57G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:26,
2002-01,237.787,
2002-04,238.050,
2002-07,237.255,
2002-10,246.238,
2003-01,249.502,
2003-04,250.915,
2003-07,251.064,
2003-10,257.698,
2004-01,259.653,
2004-04,260.655,
2004-07,260.157,
2004-10,265.375,
2005-01,217.236,
2005-04,218.192,
2005-07,217.650,
2005-10,221.503,
2006-01,222.425,
2006-04,222.560,
2006-07,221.116,
2006-10,223.729,
2007-01,224.776,
2007-04,225.596,
2007-07,225.361,
2007-10,231.754,
2008-01,231.209,
2008-04,231.932,
2008-07,230.607,
2008-10,242.575,
2009-01,248.921,
2009-04,253.034,
2009-07,251.174,
2009-10,256.017,
2010-01,259.855,
2010-04,261.771,
2010-07,261.597,
2010-10,267.716,
2011-01,271.862,
2011-04,273.999,
2011-07,274.848,
2011-10,279.983,
2012-01,281.081,
2012-04,282.618,
2012-07,283.209,
2012-10,287.166,
2013-01,288.429,
2013-04,289.889,
2013-07,288.605,
2013-10,293.681,
2014-01,294.116,
2014-04,296.626,
2014-07,297.741,
