"",BBK01.TUD431,BBK01.TUD431_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / in the home country / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:18,
1979-12,574496,
1980-01,564649,
1980-02,567867,
1980-03,566079,
1980-04,566074,
1980-05,571389,
1980-06,571524,
1980-07,573071,
1980-08,576893,
1980-09,575774,
1980-10,579742,
1980-11,593606,
1980-12,612615,
1981-01,604373,
1981-02,606945,
1981-03,601967,
1981-04,605144,
1981-05,610115,
1981-06,609624,
1981-07,609244,
1981-08,614168,
1981-09,611963,
1981-10,614618,
1981-11,625300,
1981-12,644674,
1982-01,638334,
1982-02,640521,
1982-03,637788,
1982-04,640435,
1982-05,646093,
1982-06,645759,
1982-07,643461,
1982-08,646228,
1982-09,645466,
1982-10,649878,
1982-11,657988,
1982-12,680948,
1983-01,675600,
1983-02,679688,
1983-03,676034,
1983-04,679447,
1983-05,684314,
1983-06,683711,
1983-07,684830,
1983-08,687848,
1983-09,685934,
1983-10,692517,
1983-11,701025,
1983-12,719884,
1984-01,711543,
1984-02,714456,
1984-03,710365,
1984-04,716183,
1984-05,719625,
1984-06,718524,
1984-07,719434,
1984-08,722184,
1984-09,723092,
1984-10,728483,
1984-11,738033,
1984-12,760932,
1985-01,752855,
1985-02,757033,
1985-03,753447,
1985-04,757285,
1985-05,761378,
1985-06,763477,
1985-07,764556,
1985-08,768366,
1985-09,768962,
1985-10,773790,
1985-11,783848,
1985-12,827092,
1986-01,821217,
1986-02,825209,
1986-03,822935,
1986-04,825935,
1986-05,831066,
1986-06,835636,
1986-07,837589,
1986-08,844439,
1986-09,845701,
1986-10,852667,
1986-11,867939,
1986-12,888134,
1987-01,884564,
1987-02,888585,
1987-03,885855,
1987-04,888654,
1987-05,897282,
1987-06,897671,
1987-07,897844,
1987-08,905821,
1987-09,902556,
1987-10,909227,
1987-11,925055,
1987-12,943490,
1988-01,938793,
1988-02,944292,
1988-03,935920,
1988-04,942279,
1988-05,950343,
1988-06,949972,
1988-07,949065,
1988-08,955000,
1988-09,954554,
1988-10,962048,
1988-11,976340,
1988-12,992347,
1989-01,983884,
1989-02,986412,
1989-03,979961,
1989-04,983002,
1989-05,987160,
1989-06,987429,
1989-07,992237,
1989-08,995645,
1989-09,995901,
1989-10,1002388,
1989-11,1017338,
1989-12,1047507,
1990-01,1037370,
1990-02,1042740,
1990-03,1035322,
1990-04,1041189,
1990-05,1045350,
1990-06,1136766,
1990-07,1135029,
1990-08,1142505,
1990-09,1148302,
1990-10,1151994,
1990-11,1166602,
1990-12,1202793,
1991-01,1186231,
1991-02,1192820,
1991-03,1186528,
1991-04,1188348,
1991-05,1193783,
1991-06,1196225,
1991-07,1192385,
1991-08,1198917,
1991-09,1201986,
1991-10,1206471,
1991-11,1227396,
1991-12,1269301,
1992-01,1256737,
1992-02,1262790,
1992-03,1261723,
1992-04,1265073,
1992-05,1272667,
1992-06,1276037,
1992-07,1277331,
1992-08,1287242,
1992-09,1297580,
1992-10,1296818,
1992-11,1316557,
1992-12,1321868,
1993-01,1308281,
1993-02,1315189,
1993-03,1315785,
1993-04,1320375,
1993-05,1330164,
1993-06,1334519,
1993-07,1338353,
1993-08,1347449,
1993-09,1348885,
1993-10,1359231,
1993-11,1386825,
1993-12,1437028,
1994-01,1428900,
1994-02,1432559,
1994-03,1428239,
1994-04,1436186,
1994-05,1441574,
1994-06,1441187,
1994-07,1439486,
1994-08,1443473,
1994-09,1439136,
1994-10,1444119,
1994-11,1457293,
1994-12,1479894,
1995-01,1460256,
1995-02,1463463,
1995-03,1457721,
1995-04,1460932,
1995-05,1471795,
1995-06,1471075,
1995-07,1475887,
1995-08,1483993,
1995-09,1486243,
1995-10,1492492,
1995-11,1515902,
1995-12,1553750,
1996-01,1546548,
1996-02,1559069,
1996-03,1557335,
1996-04,1561647,
1996-05,1567102,
1996-06,1570567,
1996-07,1572532,
1996-08,1579697,
1996-09,1585779,
1996-10,1592456,
1996-11,1613006,
1996-12,1668881,
1997-01,1648676,
1997-02,1651487,
1997-03,1649622,
1997-04,1650714,
1997-05,1658343,
1997-06,1657624,
1997-07,1657479,
1997-08,1662226,
1997-09,1659753,
1997-10,1665283,
1997-11,1688932,
1997-12,1726238,
1998-01,1710183,
1998-02,1716347,
1998-03,1713524,
1998-04,1717945,
1998-05,1722845,
1998-06,1723025,
1998-07,1720418,
1998-08,1732388,
1998-09,1730290,
1998-10,1739593,
1998-11,1764222,
1998-12,1816232,
1999-01,1786565,
1999-02,1790344,
1999-03,1786077,
1999-04,1786540,
1999-05,1796465,
1999-06,1796593,
1999-07,1795592,
1999-08,1798892,
1999-09,1802521,
1999-10,1808125,
1999-11,1834009,
1999-12,1854712,
2000-01,1848840,
2000-02,1855143,
2000-03,1844197,
2000-04,1844714,
2000-05,1842805,
2000-06,1833848,
2000-07,1827886,
2000-08,1824451,
2000-09,1822562,
2000-10,1824017,
2000-11,1845981,
2000-12,1873632,
2001-01,1860869,
2001-02,1872672,
2001-03,1874372,
2001-04,1878005,
2001-05,1883942,
2001-06,1893282,
2001-07,1888392,
2001-08,1893205,
2001-09,1911986,
2001-10,1914465,
2001-11,1938646,
2001-12,1979714,
2002-01,1957116,
2002-02,1955200,
2002-03,1953964,
2002-04,1948250,
2002-05,1957821,
2002-06,1970158,
2002-07,1964869,
2002-08,1962015,
2002-09,1967637,
2002-10,1979558,
2002-11,2008841,
2002-12,2034930,
2003-01,2024814,
2003-02,2036699,
2003-03,2040694,
2003-04,2044317,
2003-05,2053778,
2003-06,2059370,
2003-07,2051442,
2003-08,2061514,
2003-09,2057356,
2003-10,2057349,
2003-11,2082386,
2003-12,2086881,
2004-01,2082619,
2004-02,2085620,
2004-03,2088702,
2004-04,2097249,
2004-05,2105311,
2004-06,2101385,
2004-07,2102991,
2004-08,2105680,
2004-09,2113551,
2004-10,2118061,
2004-11,2140218,
2004-12,2148478,
2005-01,2155251,
2005-02,2160314,
2005-03,2159687,
2005-04,2170332,
2005-05,2177017,
2005-06,2179823,
2005-07,2185930,
2005-08,2188241,
2005-09,2192577,
2005-10,2196767,
2005-11,2213390,
2005-12,2225383,
2006-01,2226954,
2006-02,2232982,
2006-03,2241435,
2006-04,2257467,
2006-05,2269415,
2006-06,2276786,
2006-07,2273982,
2006-08,2278591,
2006-09,2283982,
2006-10,2280558,
2006-11,2310892,
2006-12,2341602,
2007-01,2341089,
2007-02,2345045,
2007-03,2350781,
2007-04,2366605,
2007-05,2376284,
2007-06,2394482,
2007-07,2400988,
2007-08,2418341,
2007-09,2441445,
2007-10,2438709,
2007-11,2474923,
2007-12,2518311,
2008-01,2514070,
2008-02,2525931,
2008-03,2524509,
2008-04,2535464,
2008-05,2550480,
2008-06,2551515,
2008-07,2557034,
2008-08,2569172,
2008-09,2573576,
2008-10,2620455,
2008-11,2645520,
2008-12,2687296,
2009-01,2701243,
2009-02,2714567,
2009-03,2699148,
2009-04,2716778,
2009-05,2711347,
2009-06,2716627,
2009-07,2706468,
2009-08,2707626,
2009-09,2706219,
2009-10,2709579,
2009-11,2724463,
2009-12,2731333,
2010-01,2736714,
2010-02,2736738,
2010-03,2724996,
2010-04,2736967,
2010-05,2749140,
2010-06,2750121,
2010-07,2744360,
2010-08,2755210,
2010-09,2757970,
2010-10,2759804,
2010-11,2802133,
2010-12,2817593,
2011-01,2823559,
2011-02,2817296,
2011-03,2820716,
2011-04,2830875,
2011-05,2841762,
2011-06,2844942,
2011-07,2853762,
2011-08,2873556,
2011-09,2884040,
2011-10,2888457,
2011-11,2912102,
2011-12,2915111,
2012-01,2912358,
2012-02,2915598,
2012-03,2924103,
2012-04,2938910,
2012-05,2955610,
2012-06,2975037,
2012-07,2974079,
2012-08,2985377,
2012-09,2991051,
2012-10,2993847,
2012-11,3006614,
2012-12,2985191,
2013-01,2983114,
2013-02,2977906,
2013-03,2979655,
2013-04,2984043,
2013-05,2998030,
2013-06,2997908,
2013-07,2994488,
2013-08,3006775,
2013-09,3005504,
2013-10,3011306,
2013-11,3030228,
2013-12,3031536,
2014-01,3034152,
2014-02,3042691,
2014-03,3035519,
2014-04,3043023,
2014-05,3061408,
2014-06,3053756,
2014-07,3061650,
2014-08,3079807,
2014-09,3079550,
2014-10,3085568,
2014-11,3105308,
2014-12,3103807,
2015-01,3112683,
