"",BBK01.CEF001,BBK01.CEF001_FLAGS
"",Total financial assets  debtor: Total                    creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:33:00,
1999-01,2435.9,
1999-04,2407.6,
1999-07,2358.7,
1999-10,2622.5,
2000-01,2660.8,
2000-04,2658.0,
2000-07,2671.0,
2000-10,2806.5,
2001-01,2722.0,
2001-04,2735.0,
2001-07,2624.6,
2001-10,2908.5,
2002-01,2962.3,
2002-04,2847.6,
2002-07,2532.1,
2002-10,2445.1,
2003-01,2395.3,
2003-04,2489.2,
2003-07,2485.9,
2003-10,2557.0,
2004-01,2504.1,
2004-04,2543.9,
2004-07,2530.7,
2004-10,2562.6,
2005-01,2548.5,
2005-04,2621.3,
2005-07,2687.1,
2005-10,2737.6,
2006-01,2594.5,
2006-04,2595.2,
2006-07,2696.6,
2006-10,2833.9,
2007-01,2918.6,
2007-04,2977.4,
2007-07,3028.4,
2007-10,3073.3,
2008-01,3136.0,
2008-04,3175.7,
2008-07,3187.9,
2008-10,3053.7,
2009-01,2995.5,
2009-04,3047.8,
2009-07,3104.3,
2009-10,3102.8,
2010-01,3157.6,
2010-04,3209.6,
2010-07,3196.5,
2010-10,3115.4,
2011-01,3128.3,
2011-04,3149.6,
2011-07,2964.2,
2011-10,3105.2,
2012-01,3202.9,
2012-04,3167.8,
2012-07,3255.8,
2012-10,3354.9,
2013-01,3392.6,
2013-04,3313.9,
2013-07,3432.7,
2013-10,3529.8,
2014-01,3487.0,
2014-04,3478.2,
2014-07,3576.6,
