"",BBK01.OEAH07H,BBK01.OEAH07H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:45,
2002-01,104.427,
2002-04,102.275,
2002-07,101.918,
2002-10,104.749,
2003-01,104.508,
2003-04,104.492,
2003-07,103.314,
2003-10,108.149,
2004-01,107.077,
2004-04,107.762,
2004-07,106.476,
2004-10,106.056,
2005-01,109.505,
2005-04,108.677,
2005-07,108.062,
2005-10,107.307,
2006-01,106.083,
2006-04,105.155,
2006-07,104.999,
2006-10,106.160,
2007-01,107.293,
2007-04,107.159,
2007-07,107.126,
2007-10,106.133,
2008-01,113.503,
2008-04,114.150,
2008-07,113.253,
2008-10,125.039,
2009-01,126.128,
2009-04,121.014,
2009-07,129.348,
2009-10,128.142,
2010-01,125.971,
2010-04,124.693,
2010-07,123.398,
2010-10,135.141,
2011-01,128.171,
2011-04,125.950,
2011-07,128.889,
2011-10,128.129,
2012-01,125.632,
2012-04,124.518,
2012-07,124.316,
2012-10,122.352,
2013-01,121.046,
2013-04,120.164,
2013-07,113.289,
2013-10,112.040,
2014-01,111.938,
2014-04,109.690,
2014-07,108.723,
