"",BBK01.OUB404,BBK01.OUB404_FLAGS
"",Balances and loans to foreign banks (MFIs) / short-term / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:48,
1999-01,251.843,
1999-02,212.775,
1999-03,208.876,
1999-04,210.291,
1999-05,192.670,
1999-06,195.641,
1999-07,200.386,
1999-08,197.395,
1999-09,182.988,
1999-10,187.470,
1999-11,197.931,
1999-12,172.947,
2000-01,186.902,
2000-02,195.797,
2000-03,192.745,
2000-04,196.208,
2000-05,204.119,
2000-06,195.390,
2000-07,188.625,
2000-08,202.137,
2000-09,204.839,
2000-10,213.126,
2000-11,226.588,
2000-12,220.447,
2001-01,215.436,
2001-02,229.023,
2001-03,238.336,
2001-04,248.735,
2001-05,244.414,
2001-06,243.340,
2001-07,228.143,
2001-08,239.686,
2001-09,253.526,
2001-10,250.645,
2001-11,262.113,
2001-12,264.985,
2002-01,251.440,
2002-02,235.298,
2002-03,241.492,
2002-04,253.111,
2002-05,264.339,
2002-06,258.271,
2002-07,266.080,
2002-08,271.395,
2002-09,293.315,
2002-10,288.575,
2002-11,320.371,
2002-12,325.063,
2003-01,314.198,
2003-02,300.845,
2003-03,310.946,
2003-04,321.423,
2003-05,336.448,
2003-06,352.700,
2003-07,348.719,
2003-08,351.332,
2003-09,339.774,
2003-10,334.503,
2003-11,335.149,
2003-12,353.265,
2004-01,356.213,
2004-02,341.962,
2004-03,348.036,
2004-04,365.498,
2004-05,374.783,
2004-06,358.202,
2004-07,352.571,
2004-08,352.936,
2004-09,365.511,
2004-10,377.186,
2004-11,387.034,
2004-12,393.925,
2005-01,402.269,
2005-02,415.646,
2005-03,413.701,
2005-04,437.290,
2005-05,436.285,
2005-06,420.331,
2005-07,426.728,
2005-08,409.157,
2005-09,416.632,
2005-10,429.380,
2005-11,432.935,
2005-12,408.215,
2006-01,427.858,
2006-02,437.566,
2006-03,451.044,
2006-04,447.912,
2006-05,448.400,
2006-06,464.506,
2006-07,435.830,
2006-08,433.912,
2006-09,436.620,
2006-10,428.204,
2006-11,441.681,
2006-12,468.686,
2007-01,466.278,
2007-02,473.496,
2007-03,475.862,
2007-04,494.383,
2007-05,495.461,
2007-06,502.513,
2007-07,510.228,
2007-08,501.094,
2007-09,518.892,
2007-10,508.878,
2007-11,501.425,
2007-12,511.054,
2008-01,514.095,
2008-02,513.227,
2008-03,509.522,
2008-04,548.013,
2008-05,531.152,
2008-06,500.772,
2008-07,497.256,
2008-08,491.042,
2008-09,527.969,
2008-10,533.479,
2008-11,481.024,
2008-12,463.390,
2009-01,433.059,
2009-02,427.870,
2009-03,392.065,
2009-04,429.115,
2009-05,422.908,
2009-06,398.258,
2009-07,382.126,
2009-08,383.957,
2009-09,358.274,
2009-10,386.615,
2009-11,389.509,
2009-12,396.817,
2010-01,396.342,
2010-02,385.113,
2010-03,382.191,
2010-04,423.604,
2010-05,434.022,
2010-06,396.234,
2010-07,421.263,
2010-08,432.812,
2010-09,409.876,
2010-10,431.275,
2010-11,451.120,
2010-12,439.720,
2011-01,455.302,
2011-02,457.143,
2011-03,423.357,
2011-04,470.556,
2011-05,467.018,
2011-06,433.244,
2011-07,433.081,
2011-08,459.111,
2011-09,449.803,
2011-10,435.403,
2011-11,438.816,
2011-12,415.930,
2012-01,441.990,
2012-02,447.194,
2012-03,425.410,
2012-04,437.276,
2012-05,431.497,
2012-06,405.468,
2012-07,423.734,
2012-08,426.277,
2012-09,431.571,
2012-10,436.259,
2012-11,422.973,
2012-12,428.007,
2013-01,417.394,
2013-02,438.406,
2013-03,419.035,
2013-04,429.295,
2013-05,429.172,
2013-06,438.706,
2013-07,420.459,
2013-08,422.232,
2013-09,411.243,
2013-10,437.522,
2013-11,449.511,
2013-12,430.503,
2014-01,456.472,
2014-02,451.238,
2014-03,433.246,
2014-04,448.160,
2014-05,462.981,
2014-06,471.818,
2014-07,513.305,
2014-08,499.244,
2014-09,482.782,
2014-10,512.055,
2014-11,541.430,
2014-12,512.488,Provisional value
