"",BBK01.QUW673,BBK01.QUW673_FLAGS
"","Foreign branches: Liabilities to non-residents, total / Other European countries / US dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:48:03,
2001-12,32.045,
2002-01,33.759,
2002-02,30.150,
2002-03,29.853,
2002-04,24.396,
2002-05,21.114,
2002-06,21.681,
2002-07,20.214,
2002-08,19.892,
2002-09,19.372,
2002-10,19.415,
2002-11,19.179,
2002-12,18.333,
2003-01,19.144,
2003-02,19.696,
2003-03,18.924,
2003-04,19.930,
2003-05,18.951,
2003-06,19.488,
2003-07,19.687,
2003-08,24.026,
2003-09,22.492,
2003-10,24.021,
2003-11,24.154,
2003-12,22.116,
2004-01,23.187,
2004-02,23.227,
2004-03,23.698,
2004-04,25.151,
2004-05,26.351,
2004-06,25.012,
2004-07,25.017,
2004-08,26.662,
2004-09,24.806,
2004-10,31.221,
2004-11,32.882,
2004-12,31.926,
2005-01,32.588,
2005-02,30.301,
2005-03,30.351,
2005-04,28.719,
2005-05,28.650,
2005-06,32.274,
2005-07,33.781,
2005-08,33.470,
2005-09,34.089,
2005-10,35.006,
2005-11,38.376,
2005-12,43.402,
2006-01,39.337,
2006-02,42.399,
2006-03,39.500,
2006-04,41.816,
2006-05,41.778,
2006-06,41.756,
2006-07,41.788,
2006-08,37.863,
2006-09,37.531,
2006-10,36.251,
2006-11,37.857,
2006-12,38.967,
2007-01,34.682,
2007-02,34.983,
2007-03,40.499,
2007-04,37.778,
2007-05,41.771,
2007-06,30.003,
2007-07,39.030,
2007-08,40.433,
2007-09,37.000,
2007-10,38.139,
2007-11,31.681,
2007-12,33.835,
2008-01,31.868,
2008-02,27.763,
2008-03,23.471,
2008-04,29.799,
2008-05,28.396,
2008-06,27.178,
2008-07,28.359,
2008-08,40.034,
2008-09,28.739,
2008-10,29.766,
2008-11,31.006,
2008-12,17.303,
2009-01,26.743,
2009-02,22.660,
2009-03,18.582,
2009-04,17.607,
2009-05,16.789,
2009-06,18.697,
2009-07,15.217,
2009-08,13.210,
2009-09,11.983,
2009-10,10.455,
2009-11,7.880,
2009-12,6.843,
2010-01,6.521,
2010-02,6.466,
2010-03,6.628,
2010-04,9.252,
2010-05,8.735,
2010-06,9.916,
2010-07,9.961,
2010-08,11.603,
2010-09,11.526,
2010-10,8.431,
2010-11,9.046,
2010-12,8.715,
2011-01,8.442,
2011-02,7.149,
2011-03,8.274,
2011-04,8.137,
2011-05,8.379,
2011-06,8.900,
2011-07,9.497,
2011-08,9.472,
2011-09,9.268,
2011-10,9.360,
2011-11,10.653,
2011-12,10.859,
2012-01,12.440,
2012-02,10.956,
2012-03,9.915,
2012-04,10.861,
2012-05,11.208,
2012-06,11.015,
2012-07,10.907,
2012-08,11.475,
2012-09,10.738,
2012-10,11.445,
2012-11,12.142,
2012-12,10.507,
2013-01,12.023,
2013-02,12.782,
2013-03,13.400,
2013-04,14.344,
2013-05,15.388,
2013-06,14.755,
2013-07,15.665,
2013-08,15.985,
2013-09,11.144,
2013-10,11.068,
2013-11,11.255,
2013-12,12.738,
2014-01,11.970,
2014-02,12.518,
2014-03,11.490,
2014-04,10.799,
2014-05,10.670,
2014-06,12.909,
2014-07,12.596,
2014-08,12.871,
2014-09,10.348,
2014-10,11.105,
2014-11,11.772,
