"",BBK01.PC3430,BBK01.PC3430_FLAGS
"",Housing loans to domestic employees and other individuals / Short-term / Building and loan asscociations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:29,
1999-01,71.881,
1999-04,72.310,
1999-07,73.190,
1999-10,74.440,
2000-01,75.670,
2000-04,76.831,
2000-07,78.118,
2000-10,79.662,
2001-01,80.387,
2001-04,81.059,
2001-07,82.082,
2001-10,82.603,
2002-01,82.909,
2002-04,83.743,
2002-07,84.661,
2002-10,85.511,
2003-01,85.806,
2003-04,86.547,
2003-07,87.535,
2003-10,87.075,
2004-01,87.371,
2004-04,87.308,
2004-07,85.759,
2004-10,85.876,
2005-01,83.782,
2005-04,83.502,
2005-07,83.255,
2005-10,82.898,
2006-01,82.634,
2006-04,82.358,
2006-07,82.940,
2006-10,83.353,
2007-01,83.554,
2007-04,84.056,
2007-07,84.677,
2007-10,85.118,
2008-01,85.449,
2008-04,86.339,
2008-07,87.528,
2008-10,88.313,
2009-01,88.555,
2009-04,88.905,
2009-07,89.510,
2009-10,89.779,
2010-01,89.555,
2010-04,89.277,
2010-07,89.362,
2010-10,89.129,
2011-01,89.102,
2011-04,89.559,
2011-07,90.279,
2011-10,90.628,
2012-01,90.656,
2012-04,90.756,
2012-07,91.101,
2012-10,91.160,
2013-01,91.045,
2013-04,91.001,
2013-07,91.760,
2013-10,92.218,
2014-01,92.684,
2014-04,93.333,
2014-07,93.989,
2014-10,94.561,
