"",BBK01.PQD350,BBK01.PQD350_FLAGS
"",Lending to domestic enterprises and resident individuals / Total / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:37,
1958-10,5.700,
1959-01,-,Nothing exists
1959-04,5.861,
1959-07,-,Nothing exists
1959-10,6.700,
1960-01,-,Nothing exists
1960-04,7.099,
1960-07,-,Nothing exists
1960-10,7.772,
1961-01,-,Nothing exists
1961-04,8.360,
1961-07,-,Nothing exists
1961-10,9.142,
1962-01,-,Nothing exists
1962-04,9.751,
1962-07,-,Nothing exists
1962-10,10.270,
1963-01,-,Nothing exists
1963-04,10.709,
1963-07,-,Nothing exists
1963-10,11.479,
1964-01,-,Nothing exists
1964-04,11.958,
1964-07,-,Nothing exists
1964-10,12.685,
1965-01,12.827,
1965-04,13.266,
1965-07,13.625,
1965-10,13.779,
1966-01,13.942,
1966-04,14.375,
1966-07,14.544,
1966-10,14.672,
1967-01,14.333,
1967-04,14.547,
1967-07,14.938,
1967-10,15.538,
1968-01,15.224,
1968-04,15.789,
1968-07,16.465,
1968-10,16.851,
1969-01,17.012,
1969-04,17.770,
1969-07,18.381,
1969-10,20.550,
1970-01,20.639,
1970-04,21.643,
1970-07,22.408,
1970-10,23.888,
1971-01,24.003,
1971-04,24.900,
1971-07,26.221,
1971-10,28.090,
1972-01,28.824,
1972-04,30.248,
1972-07,31.621,
1972-10,33.967,
1973-01,34.124,
1973-04,35.312,
1973-07,35.534,
1973-10,36.493,
1974-01,36.531,
1974-04,37.213,
1974-07,37.382,
1974-10,38.046,
1975-01,37.408,
1975-04,36.927,
1975-07,37.101,
1975-10,39.029,
1976-01,38.354,
1976-04,39.635,
1976-07,41.465,
1976-10,43.029,
1977-01,42.768,
1977-04,43.655,
1977-07,45.102,
1977-10,48.421,
1978-01,47.261,
1978-04,48.605,
1978-07,50.425,
1978-10,52.215,
1979-01,52.313,
1979-04,55.162,
1979-07,56.162,
1979-10,58.213,
1980-01,56.902,
1980-04,58.109,
1980-07,58.144,
1980-10,61.854,
1981-01,62.035,
1981-04,62.688,
1981-07,62.913,
1981-10,64.769,
1982-01,63.996,
1982-04,65.728,
1982-07,66.653,
1982-10,68.928,
1983-01,67.759,
1983-04,69.678,
1983-07,71.167,
1983-10,73.029,
1984-01,72.574,
1984-04,73.994,
1984-07,75.064,
1984-10,77.548,
1985-01,77.152,
1985-04,79.000,
1985-07,78.811,
1985-10,82.264,
1986-01,81.839,
1986-04,83.196,
1986-07,83.794,
1986-10,102.681,
1987-01,102.381,
1987-04,102.900,
1987-07,104.339,
1987-10,106.453,
1988-01,106.905,
1988-04,107.882,
1988-07,109.211,
1988-10,113.145,
1989-01,114.581,
1989-04,118.088,
1989-07,120.625,
1989-10,125.334,
1990-01,130.425,
1990-04,207.202,
1990-07,215.534,
1990-10,221.411,
1991-01,220.924,
1991-04,225.939,
1991-07,224.990,
1991-10,224.910,
1992-01,227.291,
1992-04,234.531,
1992-07,235.784,
1992-10,231.037,
1993-01,193.435,
1993-04,198.943,
1993-07,202.774,
1993-10,211.959,
1994-01,215.981,
1994-04,220.578,
1994-07,227.816,
1994-10,234.807,
1995-01,235.450,
1995-04,243.410,
1995-07,242.013,
1995-10,248.509,
1996-01,254.498,
1996-04,258.753,
1996-07,261.561,
1996-10,272.385,
1997-01,273.702,
1997-04,275.282,
1997-07,278.625,
1997-10,284.231,
1998-01,280.478,
1998-04,284.719,
1998-07,287.097,
1998-10,292.572,
1999-01,160.450,
1999-04,162.691,
1999-07,204.622,
1999-10,208.701,
2000-01,210.211,
2000-04,228.459,
2000-07,231.381,
2000-10,236.620,
2001-01,236.808,
2001-04,239.924,
2001-07,240.054,
2001-10,244.709,
2002-01,245.059,
2002-04,251.055,
2002-07,253.312,
2002-10,257.348,
2003-01,260.004,
2003-04,263.975,
2003-07,262.836,
2003-10,263.938,
2004-01,264.957,
2004-04,269.775,
2004-07,275.907,
2004-10,233.735,
2005-01,235.777,
2005-04,238.857,
2005-07,226.809,
2005-10,232.315,
2006-01,237.957,
2006-04,243.006,
2006-07,244.251,
2006-10,248.430,
2007-01,254.903,
2007-04,262.808,
2007-07,263.413,
2007-10,274.711,
2008-01,283.224,
2008-04,287.800,
2008-07,294.650,
2008-10,307.981,
2009-01,323.564,
2009-04,323.235,
2009-07,318.215,
2009-10,316.350,
2010-01,308.701,
2010-04,315.740,
2010-07,314.314,
2010-10,317.507,
2011-01,325.901,
2011-04,326.378,
2011-07,345.232,
2011-10,342.783,
2012-01,344.931,
2012-04,347.653,
2012-07,349.749,
2012-10,355.694,
2013-01,358.719,
2013-04,361.701,
2013-07,357.463,
2013-10,360.086,
2014-01,362.278,
2014-04,364.235,
2014-07,368.176,
2014-10,370.263,
