"",BBK01.OEAF02V,BBK01.OEAF02V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:10:30,
2002-01,17.378,
2002-04,17.631,
2002-07,17.759,
2002-10,17.993,
2003-01,17.858,
2003-04,16.761,
2003-07,16.890,
2003-10,16.858,
2004-01,16.487,
2004-04,16.584,
2004-07,16.662,
2004-10,16.660,
2005-01,17.652,
2005-04,17.640,
2005-07,18.030,
2005-10,17.994,
2006-01,17.901,
2006-04,18.022,
2006-07,18.069,
2006-10,18.030,
2007-01,17.740,
2007-04,17.552,
2007-07,17.466,
2007-10,17.212,
2008-01,16.818,
2008-04,16.331,
2008-07,16.296,
2008-10,16.498,
2009-01,16.397,
2009-04,17.461,
2009-07,17.357,
2009-10,17.614,
2010-01,17.024,
2010-04,17.384,
2010-07,16.998,
2010-10,16.605,
2011-01,16.606,
2011-04,16.603,
2011-07,16.826,
2011-10,16.698,
2012-01,16.671,
2012-04,17.005,
2012-07,16.987,
2012-10,16.993,
2013-01,17.015,
2013-04,17.127,
2013-07,17.316,
2013-10,17.480,
2014-01,17.488,
2014-04,17.739,
2014-07,17.886,
