"",BBK01.OUD178,BBK01.OUD178_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than one year / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:17:17,
1968-12,1.959,
1969-01,1.947,
1969-02,1.898,
1969-03,1.828,
1969-04,1.797,
1969-05,1.812,
1969-06,1.783,
1969-07,1.779,
1969-08,1.786,
1969-09,1.752,
1969-10,1.729,
1969-11,1.796,
1969-12,1.785,
1970-01,1.813,
1970-02,1.768,
1970-03,1.748,
1970-04,1.694,
1970-05,1.592,
1970-06,1.551,
1970-07,1.544,
1970-08,1.658,
1970-09,1.625,
1970-10,1.629,
1970-11,1.667,
1970-12,1.724,
1971-01,1.702,
1971-02,1.695,
1971-03,1.704,
1971-04,1.702,
1971-05,1.705,
1971-06,1.713,
1971-07,1.726,
1971-08,1.714,
1971-09,1.701,
1971-10,1.718,
1971-11,1.721,
1971-12,1.762,
1972-01,1.757,
1972-02,1.782,
1972-03,1.798,
1972-04,1.796,
1972-05,1.814,
1972-06,1.830,
1972-07,1.816,
1972-08,1.831,
1972-09,1.822,
1972-10,1.807,
1972-11,1.829,
1972-12,1.883,
1973-01,1.863,
1973-02,1.804,
1973-03,1.814,
1973-04,1.790,
1973-05,1.813,
1973-06,1.805,
1973-07,1.802,
1973-08,1.845,
1973-09,1.863,
1973-10,1.898,
1973-11,1.957,
1973-12,1.980,
1974-01,1.959,
1974-02,1.956,
1974-03,2.001,
1974-04,2.028,
1974-05,2.053,
1974-06,2.057,
1974-07,2.056,
1974-08,2.066,
1974-09,2.063,
1974-10,2.070,
1974-11,2.045,
1974-12,1.867,
1975-01,1.836,
1975-02,1.875,
1975-03,1.909,
1975-04,1.986,
1975-05,1.972,
1975-06,1.991,
1975-07,1.997,
1975-08,2.030,
1975-09,2.031,
1975-10,2.037,
1975-11,2.035,
1975-12,2.085,
1976-01,2.120,
1976-02,2.209,
1976-03,2.278,
1976-04,2.322,
1976-05,2.333,
1976-06,2.337,
1976-07,2.357,
1976-08,2.382,
1976-09,2.387,
1976-10,2.417,
1976-11,2.428,
1976-12,2.440,
1977-01,2.470,
1977-02,2.551,
1977-03,2.583,
1977-04,2.669,
1977-05,2.682,
1977-06,2.688,
1977-07,2.700,
1977-08,2.766,
1977-09,2.825,
1977-10,2.913,
1977-11,2.997,
1977-12,3.112,
1978-01,3.217,
1978-02,3.325,
1978-03,3.395,
1978-04,3.478,
1978-05,3.547,
1978-06,3.634,
1978-07,3.775,
1978-08,3.820,
1978-09,3.869,
1978-10,4.045,
1978-11,4.061,
1978-12,4.141,
1979-01,4.099,
1979-02,4.136,
1979-03,4.194,
1979-04,4.244,
1979-05,4.316,
1979-06,4.364,
1979-07,4.422,
1979-08,4.454,
1979-09,4.498,
1979-10,4.514,
1979-11,4.575,
1979-12,4.550,
1980-01,4.547,
1980-02,4.563,
1980-03,4.541,
1980-04,4.570,
1980-05,4.599,
1980-06,4.587,
1980-07,4.642,
1980-08,4.683,
1980-09,4.697,
1980-10,4.709,
1980-11,4.717,
1980-12,4.776,
1981-01,4.816,
1981-02,4.871,
1981-03,4.883,
1981-04,4.925,
1981-05,4.929,
1981-06,4.951,
1981-07,4.987,
1981-08,5.003,
1981-09,4.993,
1981-10,5.022,
1981-11,5.103,
1981-12,5.164,
1982-01,5.100,
1982-02,5.160,
1982-03,5.172,
1982-04,5.216,
1982-05,5.233,
1982-06,5.277,
1982-07,5.222,
1982-08,5.266,
1982-09,5.308,
1982-10,5.328,
1982-11,5.336,
1982-12,5.344,
1983-01,5.468,
1983-02,5.540,
1983-03,5.784,
1983-04,5.906,
1983-05,6.024,
1983-06,6.072,
1983-07,6.201,
1983-08,6.287,
1983-09,6.272,
1983-10,6.308,
1983-11,6.383,
1983-12,6.429,
1984-01,6.571,
1984-02,6.626,
1984-03,6.725,
1984-04,6.847,
1984-05,6.859,
1984-06,6.895,
1984-07,7.007,
1984-08,7.057,
1984-09,7.122,
1984-10,7.255,
1984-11,7.339,
1984-12,7.444,
