"",BBK01.PC3823,BBK01.PC3823_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:40,
1985-10,0.330,
1986-01,0.292,
1986-04,0.260,
1986-07,0.248,
1986-10,0.214,
1987-01,0.219,
1987-04,0.203,
1987-07,0.207,
1987-10,0.192,
1988-01,0.204,
1988-04,0.237,
1988-07,0.253,
1988-10,0.227,
1989-01,0.187,
1989-04,0.212,
1989-07,0.199,
1989-10,0.190,
1990-01,0.239,
1990-04,0.252,
1990-07,0.242,
1990-10,0.250,
1991-01,0.317,
1991-04,0.420,
1991-07,0.384,
1991-10,0.311,
1992-01,0.494,
1992-04,0.538,
1992-07,0.561,
1992-10,1.271,
1993-01,1.181,
1993-04,1.257,
1993-07,1.389,
1993-10,1.496,
1994-01,1.343,
1994-04,1.365,
1994-07,2.255,
1994-10,2.340,
1995-01,2.338,
1995-04,2.301,
1995-07,2.380,
1995-10,2.479,
1996-01,2.531,
1996-04,2.563,
1996-07,2.623,
1996-10,2.787,
1997-01,2.719,
1997-04,2.820,
1997-07,2.820,
1997-10,2.849,
1998-01,2.825,
1998-04,2.820,
1998-07,2.737,
1998-10,2.809,
1999-01,2.658,
1999-04,2.746,
1999-07,2.874,
1999-10,3.018,
2000-01,3.034,
2000-04,3.069,
2000-07,3.006,
2000-10,3.165,
2001-01,3.360,
2001-04,3.301,
2001-07,3.321,
2001-10,3.426,
2002-01,3.619,
2002-04,6.379,
2002-07,6.237,
2002-10,6.139,
2003-01,6.110,
2003-04,6.032,
2003-07,6.183,
2003-10,6.290,
2004-01,6.159,
2004-04,6.172,
2004-07,6.095,
2004-10,6.609,
2005-01,6.834,
2005-04,6.853,
2005-07,7.001,
2005-10,30.715,
2006-01,30.439,
2006-04,29.886,
2006-07,29.577,
2006-10,28.680,
2007-01,28.044,
2007-04,25.950,
2007-07,25.495,
2007-10,25.952,
2008-01,24.922,
2008-04,25.610,
2008-07,25.218,
2008-10,24.642,
2009-01,23.995,
2009-04,22.610,
2009-07,22.264,
2009-10,21.996,
2010-01,20.856,
2010-04,20.643,
2010-07,20.449,
2010-10,20.565,
2011-01,20.712,
2011-04,20.958,
2011-07,20.985,
2011-10,22.760,
2012-01,23.212,
2012-04,23.630,
2012-07,23.399,
2012-10,23.182,
2013-01,22.942,
2013-04,21.888,
2013-07,22.000,
2013-10,21.954,
2014-01,21.983,
2014-04,21.468,
2014-07,21.533,
2014-10,21.475,
