"",BBK01.BQ3569,BBK01.BQ3569_FLAGS
"",Local government debt (Germany as a whole) - loans from other non-banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:55,
1991-01,2807.0,
1991-04,2807.0,
1991-07,2807.0,
1991-10,3009.0,
1992-01,3067.8,
1992-04,3067.8,
1992-07,3067.8,
1992-10,2553.9,
1993-01,2607.6,
1993-04,2607.6,
1993-07,2607.6,
1993-10,2632.6,
1994-01,2658.7,
1994-04,2658.7,
1994-07,2658.7,
1994-10,3036.1,
1995-01,3093.3,
1995-04,3093.3,
1995-07,3093.3,
1995-10,2705.8,
1996-01,2735.4,
1996-04,2735.4,
1996-07,2735.4,
1996-10,2438.4,
1997-01,2444.0,
1997-04,2444.0,
1997-07,2444.0,
1997-10,2252.2,
1998-01,2259.9,
1998-04,2259.9,
1998-07,2259.9,
1998-10,2126.5,
1999-01,2127.0,
1999-04,2127.0,
1999-07,2127.0,
1999-10,1976.1,
2000-01,1994.0,
2000-04,1994.0,
2000-07,1994.0,
2000-10,1941.4,
2001-01,1942.9,
2001-04,1942.9,
2001-07,1942.9,
2001-10,1955.0,
2002-01,1950.0,
2002-04,1950.0,
2002-07,1950.0,
2002-10,2027.0,
2003-01,2020.0,
2003-04,2020.0,
2003-07,2020.0,
2003-10,2471.0,
2004-01,2470.0,
2004-04,2470.0,
2004-07,2470.0,
2004-10,3409.6,
2005-01,3410.0,
2005-04,3410.0,
2005-07,3410.0,
2005-10,3601.0,
2006-01,3605.0,
2006-04,3605.0,
2006-07,3605.0,
2006-10,4788.6,
2007-01,4790.0,
2007-04,4790.0,
2007-07,4790.0,
2007-10,3796.0,
2008-01,3800.0,
2008-04,3800.0,
2008-07,3800.0,
2008-10,3865.6,
2009-01,3870.0,
2009-04,3870.0,
2009-07,3870.0,
2009-10,3925.0,
2010-01,3925.0,
2010-04,3925.0,
2010-07,3925.0,
2010-10,6406.9,
2011-01,6410.0,
2011-04,6410.0,
2011-07,6410.0,
2011-10,4929.1,
2012-01,4930.0,
2012-04,4930.0,
2012-07,4930.0,
2012-10,3028.9,
2013-01,3030.0,
2013-04,3030.0,
2013-07,3030.0,
2013-10,3327.9,
2014-01,3330.0,Provisional value
2014-04,3330.0,Provisional value
2014-07,3330.0,Provisional value
"","General: Including special purpose associations, excluding hospitals",
