"",BBK01.OUU245,BBK01.OUU245_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / for more than 2 years / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:13,
1999-01,89.790,
1999-02,90.168,
1999-03,90.504,
1999-04,90.464,
1999-05,90.427,
1999-06,90.420,
1999-07,90.178,
1999-08,90.202,
1999-09,90.295,
1999-10,90.251,
1999-11,90.483,
1999-12,93.292,
2000-01,93.192,
2000-02,93.285,
2000-03,93.338,
2000-04,93.046,
2000-05,92.751,
2000-06,92.403,
2000-07,91.911,
2000-08,91.700,
2000-09,91.614,
2000-10,91.283,
2000-11,91.222,
2000-12,94.006,
2001-01,93.686,
2001-02,93.671,
2001-03,93.645,
2001-04,93.340,
2001-05,93.107,
2001-06,92.930,
2001-07,92.310,
2001-08,92.225,
2001-09,92.274,
2001-10,92.031,
2001-11,92.263,
2001-12,95.260,
2002-01,95.349,
2002-02,95.580,
2002-03,96.047,
2002-04,96.131,
2002-05,96.118,
2002-06,96.167,
2002-07,95.888,
2002-08,95.924,
2002-09,96.129,
2002-10,96.139,
2002-11,96.492,
2002-12,99.597,
2003-01,99.853,
2003-02,100.242,
2003-03,100.874,
2003-04,101.148,
2003-05,101.244,
2003-06,101.472,
2003-07,101.522,
2003-08,101.758,
2003-09,102.119,
2003-10,102.105,
2003-11,102.473,
2003-12,105.731,
2004-01,106.057,
2004-02,106.416,
2004-03,107.399,
2004-04,107.657,
2004-05,107.865,
2004-06,108.051,
2004-07,107.937,
2004-08,108.226,
2004-09,108.540,
2004-10,108.673,
2004-11,109.176,
2004-12,112.609,
2005-01,113.051,
2005-02,113.548,
2005-03,114.495,
2005-04,114.905,
2005-05,115.168,
2005-06,115.333,
2005-07,115.211,
2005-08,115.487,
2005-09,115.802,
2005-10,115.925,
2005-11,116.297,
2005-12,119.494,
2006-01,119.885,
2006-02,120.181,
2006-03,120.898,
2006-04,121.101,
2006-05,121.073,
2006-06,121.012,
2006-07,120.719,
2006-08,120.690,
2006-09,120.737,
2006-10,120.586,
2006-11,120.547,
2006-12,123.193,
2007-01,123.229,
2007-02,123.112,
2007-03,123.393,
2007-04,123.142,
2007-05,122.844,
2007-06,122.584,
2007-07,121.964,
2007-08,121.639,
2007-09,121.486,
2007-10,120.996,
2007-11,120.706,
2007-12,123.152,
2008-01,122.911,
2008-02,122.577,
2008-03,122.644,
2008-04,122.101,
2008-05,121.575,
2008-06,121.087,
2008-07,120.055,
2008-08,119.442,
2008-09,118.914,
2008-10,117.983,
2008-11,117.303,
2008-12,119.232,
2009-01,118.893,
2009-02,118.744,
2009-03,118.828,
2009-04,118.615,
2009-05,118.557,
2009-06,118.596,
2009-07,118.402,
2009-08,118.586,
2009-09,118.905,
2009-10,119.153,
2009-11,119.671,
2009-12,122.666,
2010-01,123.251,
2010-02,123.832,
2010-03,124.640,
2010-04,124.973,
2010-05,125.376,
2010-06,125.761,
2010-07,125.943,
2010-08,126.359,
2010-09,126.853,
2010-10,127.113,
2010-11,127.542,
2010-12,130.271,
2011-01,130.853,
2011-02,131.223,
2011-03,131.651,
2011-04,131.685,
2011-05,131.806,
2011-06,132.052,
2011-07,132.084,
2011-08,132.270,
2011-09,132.672,
2011-10,132.784,
2011-11,133.054,
2011-12,135.806,
2012-01,136.194,
2012-02,136.533,
2012-03,136.933,
2012-04,136.971,
2012-05,137.354,
2012-06,137.683,
2012-07,137.812,
2012-08,137.999,
2012-09,138.335,
2012-10,138.570,
2012-11,138.332,
2012-12,140.833,
2013-01,141.573,
2013-02,142.312,
2013-03,142.915,
2013-04,143.247,
2013-05,143.784,
2013-06,144.164,
2013-07,143.915,
2013-08,144.117,
2013-09,144.560,
2013-10,144.721,
2013-11,145.149,
2013-12,147.574,
2014-01,148.354,
2014-02,149.092,
2014-03,149.553,
2014-04,149.645,
2014-05,150.188,
2014-06,150.509,
2014-07,150.577,
2014-08,151.075,
2014-09,151.673,
2014-10,151.973,
2014-11,152.429,
2014-12,118.468,Provisional value
