"",BBK01.OUC230,BBK01.OUC230_FLAGS
"",Time deposits of domestic government / for more than two years / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:22:38,
1999-01,0.887,
1999-02,0.861,
1999-03,0.871,
1999-04,0.606,
1999-05,0.596,
1999-06,0.586,
1999-07,0.516,
1999-08,0.512,
1999-09,0.641,
1999-10,0.658,
1999-11,0.657,
1999-12,0.659,
2000-01,0.967,
2000-02,0.903,
2000-03,0.799,
2000-04,0.796,
2000-05,0.808,
2000-06,0.763,
2000-07,0.709,
2000-08,0.725,
2000-09,0.713,
2000-10,0.734,
2000-11,0.739,
2000-12,0.709,
2001-01,0.697,
2001-02,0.695,
2001-03,0.707,
2001-04,0.687,
2001-05,0.684,
2001-06,0.683,
2001-07,0.700,
2001-08,0.685,
2001-09,0.695,
2001-10,0.673,
2001-11,0.698,
2001-12,0.674,
2002-01,1.064,
2002-02,1.023,
2002-03,1.028,
2002-04,1.038,
2002-05,1.042,
2002-06,1.040,
2002-07,1.049,
2002-08,1.040,
2002-09,1.041,
2002-10,1.036,
2002-11,1.030,
2002-12,1.042,
2003-01,0.826,
2003-02,0.827,
2003-03,0.753,
2003-04,0.767,
2003-05,0.781,
2003-06,0.779,
2003-07,0.705,
2003-08,0.702,
2003-09,0.706,
2003-10,0.706,
2003-11,0.716,
2003-12,0.736,
2004-01,0.690,
2004-02,0.711,
2004-03,0.705,
2004-04,0.696,
2004-05,0.717,
2004-06,0.715,
2004-07,0.743,
2004-08,0.842,
2004-09,0.874,
2004-10,0.873,
2004-11,0.867,
2004-12,0.991,
2005-01,0.887,
2005-02,0.914,
2005-03,0.932,
2005-04,0.917,
2005-05,0.943,
2005-06,0.945,
2005-07,0.907,
2005-08,0.920,
2005-09,0.913,
2005-10,0.909,
2005-11,0.926,
2005-12,0.920,
2006-01,0.922,
2006-02,0.963,
2006-03,0.907,
2006-04,0.911,
2006-05,0.939,
2006-06,0.931,
2006-07,0.902,
2006-08,0.935,
2006-09,0.974,
2006-10,0.974,
2006-11,0.973,
2006-12,0.970,
2007-01,0.981,
2007-02,0.987,
2007-03,1.001,
2007-04,0.990,
2007-05,0.990,
2007-06,0.992,
2007-07,0.925,
2007-08,0.963,
2007-09,1.389,
2007-10,1.476,
2007-11,1.508,
2007-12,1.569,
2008-01,1.750,
2008-02,1.982,
2008-03,2.086,
2008-04,2.117,
2008-05,2.239,
2008-06,2.335,
2008-07,2.408,
2008-08,2.409,
2008-09,2.436,
2008-10,2.598,
2008-11,2.990,
2008-12,3.056,
2009-01,3.074,
2009-02,3.056,
2009-03,3.113,
2009-04,3.324,
2009-05,3.395,
2009-06,3.431,
2009-07,3.413,
2009-08,3.445,
2009-09,3.384,
2009-10,3.533,
2009-11,3.601,
2009-12,3.648,
2010-01,3.626,
2010-02,3.618,
2010-03,3.653,
2010-04,3.649,
2010-05,3.465,
2010-06,3.484,
2010-07,3.587,
2010-08,3.627,
2010-09,3.667,
2010-10,3.738,
2010-11,3.801,
2010-12,3.819,
2011-01,3.844,
2011-02,3.779,
2011-03,3.830,
2011-04,3.869,
2011-05,3.772,
2011-06,3.748,
2011-07,3.737,
2011-08,3.562,
2011-09,3.571,
2011-10,3.602,
2011-11,3.611,
2011-12,3.644,
2012-01,3.791,
2012-02,3.943,
2012-03,3.930,
2012-04,3.716,
2012-05,3.896,
2012-06,3.952,
2012-07,4.119,
2012-08,4.120,
2012-09,4.116,
2012-10,4.126,
2012-11,4.199,
2012-12,4.186,
2013-01,4.258,
2013-02,4.300,
2013-03,4.319,
2013-04,4.294,
2013-05,4.308,
2013-06,4.221,
2013-07,4.314,
2013-08,4.364,
2013-09,4.322,
2013-10,4.347,
2013-11,4.368,
2013-12,4.284,
2014-01,4.340,
2014-02,4.291,
2014-03,4.279,
2014-04,4.265,
2014-05,4.191,
2014-06,4.094,
2014-07,4.045,
2014-08,4.065,
2014-09,3.961,
2014-10,3.921,
2014-11,3.890,
2014-12,4.096,Provisional value
