"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Sea transport / Expenditure / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:12,
1991-01,437.826,
1991-02,437.220,
1991-03,421.931,
1991-04,450.862,
1991-05,457.559,
1991-06,446.483,
1991-07,461.289,
1991-08,458.770,
1991-09,469.161,
1991-10,410.422,
1991-11,419.227,
1991-12,402.437,
1992-01,471.395,
1992-02,423.977,
1992-03,434.161,
1992-04,409.090,
1992-05,410.930,
1992-06,427.992,
1992-07,434.873,
1992-08,409.676,
1992-09,418.490,
1992-10,440.375,
1992-11,445.568,
1992-12,421.869,
1993-01,422.843,
1993-02,369.811,
1993-03,386.726,
1993-04,388.679,
1993-05,385.407,
1993-06,413.293,
1993-07,414.194,
1993-08,438.070,
1993-09,431.635,
1993-10,406.689,
1993-11,420.877,
1993-12,434.504,
1994-01,470.416,
1994-02,404.301,
1994-03,431.507,
1994-04,443.915,
1994-05,427.307,
1994-06,467.920,
1994-07,467.021,
1994-08,473.454,
1994-09,452.971,
1994-10,467.234,
1994-11,474.116,
1994-12,471.967,
1995-01,461.478,
1995-02,416.362,
1995-03,461.128,
1995-04,456.445,
1995-05,458.517,
1995-06,471.552,
1995-07,481.128,
1995-08,479.069,
1995-09,443.904,
1995-10,485.522,
1995-11,479.265,
1995-12,469.834,
1996-01,506.868,
1996-02,498.601,
1996-03,506.122,
1996-04,497.899,
1996-05,517.838,
1996-06,524.392,
1996-07,537.991,
1996-08,526.605,
1996-09,529.511,
1996-10,556.668,
1996-11,516.309,
1996-12,517.284,
1997-01,588.432,
1997-02,495.688,
1997-03,524.407,
1997-04,578.914,
1997-05,557.101,
1997-06,567.084,
1997-07,599.204,
1997-08,560.553,
1997-09,625.683,
1997-10,630.081,
1997-11,594.903,
1997-12,569.134,
1998-01,636.114,
1998-02,565.306,
1998-03,608.822,
1998-04,626.561,
1998-05,561.133,
1998-06,625.883,
1998-07,626.788,
1998-08,645.681,
1998-09,635.402,
1998-10,632.710,
1998-11,564.933,
1998-12,601.858,
1999-01,565.007,
1999-02,563.374,
1999-03,584.562,
1999-04,639.652,
1999-05,580.694,
1999-06,621.379,
1999-07,673.784,
1999-08,624.249,
1999-09,682.875,
1999-10,654.360,
1999-11,679.006,
1999-12,709.974,
2000-01,709.810,
2000-02,680.060,
2000-03,777.952,
2000-04,741.991,
2000-05,826.489,
2000-06,832.489,
2000-07,811.682,
2000-08,851.450,
2000-09,858.849,
2000-10,897.511,
2000-11,982.960,
2000-12,873.161,
2001-01,837.983,
2001-02,788.937,
2001-03,851.491,
2001-04,790.508,
2001-05,864.759,
2001-06,836.203,
2001-07,835.461,
2001-08,836.105,
2001-09,804.670,
2001-10,851.629,
2001-11,897.491,
2001-12,703.474,
2002-01,759.926,
2002-02,766.243,
2002-03,807.335,
2002-04,854.395,
2002-05,799.225,
2002-06,861.570,
2002-07,775.006,
2002-08,838.159,
2002-09,857.715,
2002-10,886.642,
2002-11,826.848,
2002-12,787.524,
2003-01,855.419,
2003-02,785.586,
2003-03,831.371,
2003-04,805.915,
2003-05,749.674,
2003-06,770.739,
2003-07,769.680,
2003-08,758.851,
2003-09,793.234,
2003-10,842.821,
2003-11,831.514,
2003-12,796.206,
2004-01,786.551,
2004-02,774.941,
2004-03,888.767,
2004-04,851.017,
2004-05,855.363,
2004-06,913.277,
2004-07,924.428,
2004-08,929.657,
2004-09,959.624,
2004-10,990.392,
2004-11,996.669,
2004-12,954.425,
2005-01,809.689,
2005-02,732.007,
2005-03,814.616,
2005-04,813.647,
2005-05,848.618,
2005-06,900.624,
2005-07,795.546,
2005-08,898.876,
2005-09,920.357,
2005-10,917.375,
2005-11,939.202,
2005-12,899.320,
2006-01,906.342,
2006-02,940.147,
2006-03,1037.325,
2006-04,913.433,
2006-05,1023.095,
2006-06,995.152,
2006-07,1062.097,
2006-08,1152.793,
2006-09,1098.459,
2006-10,1168.268,
2006-11,1107.581,
2006-12,1112.035,
2007-01,1130.775,
2007-02,1114.934,
2007-03,1082.509,
2007-04,1117.524,
2007-05,1163.601,
2007-06,1145.146,
2007-07,1170.621,
2007-08,1303.560,
2007-09,1151.716,
2007-10,1298.659,
2007-11,1282.996,
2007-12,1246.433,
2008-01,1393.565,
2008-02,1462.851,
2008-03,1402.772,
2008-04,1465.396,
2008-05,1424.490,
2008-06,1345.611,
2008-07,1403.533,
2008-08,1316.854,
2008-09,1298.198,
2008-10,1251.741,
2008-11,1150.831,
2008-12,1178.870,
2009-01,862.593,
2009-02,982.889,
2009-03,979.563,
2009-04,932.176,
2009-05,875.038,
2009-06,926.592,
2009-07,993.999,
2009-08,983.732,
2009-09,1046.463,
2009-10,938.093,
2009-11,1014.523,
2009-12,1052.533,
2010-01,1023.696,
2010-02,1086.182,
2010-03,1382.103,
2010-04,1294.127,
2010-05,1347.486,
2010-06,1495.921,
2010-07,1435.698,
2010-08,1443.344,
2010-09,1360.268,
2010-10,1266.640,
2010-11,1392.820,
2010-12,1382.298,
2011-01,1062.416,
2011-02,1360.078,
2011-03,1396.382,
2011-04,1356.300,
2011-05,1418.758,
2011-06,1402.269,
2011-07,1367.365,
2011-08,1429.175,
2011-09,1465.000,
2011-10,1362.603,
2011-11,1478.157,
2011-12,1360.137,
2012-01,1475.067,
2012-02,1443.542,
2012-03,1559.091,
2012-04,1480.755,
2012-05,1672.588,
2012-06,1575.751,
2012-07,1646.073,
2012-08,1628.030,
2012-09,1456.057,
2012-10,1549.573,
2012-11,1517.591,
2012-12,1466.585,
2013-01,1630.296,
2013-02,1414.289,
2013-03,1596.663,
2013-04,1725.017,
2013-05,1626.783,
2013-06,1588.689,
2013-07,1627.626,
2013-08,1348.853,
2013-09,1337.797,
2013-10,1452.606,
2013-11,1370.974,
2013-12,1314.724,
2014-01,1443.993,
2014-02,1360.374,Provisional value
2014-03,1371.280,Provisional value
2014-04,1401.611,Provisional value
2014-05,1393.334,Provisional value
2014-06,1384.373,Provisional value
2014-07,1381.160,Provisional value
2014-08,1273.002,Provisional value
2014-09,1362.987,
2014-10,1491.619,
2014-11,1304.721,
2014-12,1293.530,Provisional value
