"",BBK01.OECB02N,BBK01.OECB02N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:46,
2002-01,17.068,
2002-04,17.663,
2002-07,16.485,
2002-10,15.357,
2003-01,14.655,
2003-04,14.490,
2003-07,13.727,
2003-10,13.610,
2004-01,12.889,
2004-04,11.905,
2004-07,11.865,
2004-10,11.101,
2005-01,11.701,
2005-04,11.681,
2005-07,11.999,
2005-10,11.010,
2006-01,10.530,
2006-04,11.118,
2006-07,11.690,
2006-10,11.208,
2007-01,11.905,
2007-04,13.769,
2007-07,16.551,
2007-10,20.416,
2008-01,19.606,
2008-04,19.295,
2008-07,23.510,
2008-10,27.728,
2009-01,23.702,
2009-04,22.938,
2009-07,30.283,
2009-10,22.979,
2010-01,22.796,
2010-04,30.067,
2010-07,23.112,
2010-10,23.113,
2011-01,20.452,
2011-04,26.691,
2011-07,33.496,
2011-10,37.863,
2012-01,28.826,
2012-04,29.951,
2012-07,33.365,
2012-10,28.178,
2013-01,28.929,
2013-04,28.023,
2013-07,11.935,
2013-10,12.355,
2014-01,13.553,
2014-04,14.332,
2014-07,13.134,
