"",BBK01.QUV857,BBK01.QUV857_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Thailand / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:27:19,
2001-12,2.261,
2002-01,2.288,
2002-02,2.276,
2002-03,2.253,
2002-04,2.193,
2002-05,2.111,
2002-06,1.915,
2002-07,1.955,
2002-08,1.939,
2002-09,1.944,
2002-10,1.696,
2002-11,1.722,
2002-12,1.641,
2003-01,1.600,
2003-02,1.535,
2003-03,1.520,
2003-04,1.498,
2003-05,1.438,
2003-06,1.444,
2003-07,1.438,
2003-08,1.470,
2003-09,1.380,
2003-10,1.347,
2003-11,1.319,
2003-12,1.241,
2004-01,1.230,
2004-02,1.226,
2004-03,1.227,
2004-04,1.235,
2004-05,1.215,
2004-06,1.140,
2004-07,1.136,
2004-08,1.130,
2004-09,1.223,
2004-10,1.211,
2004-11,1.177,
2004-12,1.161,
2005-01,1.183,
2005-02,1.148,
2005-03,1.162,
2005-04,1.162,
2005-05,1.195,
2005-06,1.191,
2005-07,1.182,
2005-08,1.171,
2005-09,0.894,
2005-10,0.758,
2005-11,0.764,
2005-12,0.791,
2006-01,0.770,
2006-02,0.883,
2006-03,0.881,
2006-04,0.865,
2006-05,0.855,
2006-06,0.800,
2006-07,0.789,
2006-08,0.676,
2006-09,0.705,
2006-10,0.704,
2006-11,0.689,
2006-12,0.659,
2007-01,0.641,
2007-02,0.634,
2007-03,0.625,
2007-04,0.618,
2007-05,0.621,
2007-06,0.594,
2007-07,0.585,
2007-08,0.580,
2007-09,0.487,
2007-10,0.482,
2007-11,0.479,
2007-12,0.466,
2008-01,0.456,
2008-02,0.454,
2008-03,0.442,
2008-04,0.438,
2008-05,0.438,
2008-06,0.410,
2008-07,0.458,
2008-08,0.469,
2008-09,0.470,
2008-10,0.498,
2008-11,0.494,
2008-12,0.497,
2009-01,0.518,
2009-02,0.539,
2009-03,0.519,
2009-04,0.537,
2009-05,0.515,
2009-06,0.486,
2009-07,0.490,
2009-08,0.344,
2009-09,0.331,
2009-10,0.333,
2009-11,0.326,
2009-12,0.339,
2010-01,0.346,
2010-02,0.360,
2010-03,0.370,
2010-04,0.374,
2010-05,0.422,
2010-06,0.401,
2010-07,0.379,
2010-08,0.385,
2010-09,0.351,
2010-10,0.346,
2010-11,0.361,
2010-12,0.342,
2011-01,0.333,
2011-02,0.327,
2011-03,0.312,
2011-04,0.301,
2011-05,0.303,
2011-06,0.282,
2011-07,0.281,
2011-08,0.282,
2011-09,0.297,
2011-10,0.290,
2011-11,0.294,
2011-12,0.292,
2012-01,0.285,
2012-02,0.276,
2012-03,0.290,
2012-04,0.294,
2012-05,0.303,
2012-06,0.330,
2012-07,0.318,
2012-08,0.305,
2012-09,0.296,
2012-10,0.294,
2012-11,0.289,
2012-12,0.439,
2013-01,0.432,
2013-02,0.433,
2013-03,0.433,
2013-04,0.429,
2013-05,0.424,
2013-06,0.419,
2013-07,0.411,
2013-08,0.409,
2013-09,0.399,
2013-10,0.395,
2013-11,0.391,
2013-12,0.383,
2014-01,0.384,
2014-02,0.379,
2014-03,0.372,
2014-04,0.372,
2014-05,0.380,
2014-06,0.382,
2014-07,0.397,
2014-08,0.409,
2014-09,0.410,
2014-10,0.418,
2014-11,0.410,
2014-12,0.276,
