"",BBK01.CEFO20,BBK01.CEFO20_FLAGS
"",Other deposits                                                 debtor: Domestic financial corporations    creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:08,
1999-01,3007.9,
1999-04,3048.4,
1999-07,3130.8,
1999-10,3245.0,
2000-01,3264.8,
2000-04,3249.9,
2000-07,3299.6,
2000-10,3403.6,
2001-01,3470.3,
2001-04,3469.8,
2001-07,3461.4,
2001-10,3505.1,
2002-01,3436.2,
2002-04,3383.8,
2002-07,3399.8,
2002-10,3485.6,
2003-01,3442.1,
2003-04,3436.6,
2003-07,3404.1,
2003-10,3466.2,
2004-01,3408.5,
2004-04,3435.9,
2004-07,3454.3,
2004-10,3564.3,
2005-01,3516.1,
2005-04,3545.6,
2005-07,3571.7,
2005-10,3608.7,
2006-01,3629.9,
2006-04,3637.2,
2006-07,3646.2,
2006-10,3677.4,
2007-01,3707.6,
2007-04,3715.7,
2007-07,3824.1,
2007-10,4012.8,
2008-01,3973.4,
2008-04,3999.2,
2008-07,4131.5,
2008-10,4142.0,
2009-01,3902.7,
2009-04,3923.7,
2009-07,3749.2,
2009-10,3681.6,
2010-01,3624.4,
2010-04,3677.0,
2010-07,3559.0,
2010-10,3609.7,
2011-01,3506.5,
2011-04,3476.1,
2011-07,3546.4,
2011-10,3591.0,
2012-01,3670.1,
2012-04,3635.7,
2012-07,3545.5,
2012-10,3389.1,
2013-01,3329.1,
2013-04,3274.8,
2013-07,3243.5,
2013-10,3223.3,
2014-01,3166.6,
2014-04,3125.9,
2014-07,3136.6,
