"",BBK01.QUX442,BBK01.QUX442_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Cyprus / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:29,
2002-03,0.751,
2002-04,0.737,
2002-05,0.813,
2002-06,0.859,
2002-07,0.886,
2002-08,0.884,
2002-09,0.893,
2002-10,0.890,
2002-11,0.780,
2002-12,0.773,
2003-01,0.776,
2003-02,0.777,
2003-03,0.798,
2003-04,0.782,
2003-05,0.840,
2003-06,0.783,
2003-07,0.811,
2003-08,0.812,
2003-09,0.811,
2003-10,0.826,
2003-11,0.898,
2003-12,0.927,
2004-01,0.920,
2004-02,0.909,
2004-03,0.973,
2004-04,0.994,
2004-05,1.095,
2004-06,1.249,
2004-07,1.498,
2004-08,1.489,
2004-09,1.494,
2004-10,1.532,
2004-11,1.637,
2004-12,1.980,
2005-01,1.889,
2005-02,1.951,
2005-03,1.845,
2005-04,1.731,
2005-05,1.976,
2005-06,2.036,
2005-07,2.040,
2005-08,1.941,
2005-09,2.046,
2005-10,2.053,
2005-11,2.067,
2005-12,1.658,
2006-01,1.913,
2006-02,1.922,
2006-03,2.011,
2006-04,2.280,
2006-05,2.375,
2006-06,2.335,
2006-07,2.298,
2006-08,2.248,
2006-09,2.217,
2006-10,2.204,
2006-11,2.206,
2006-12,2.256,
2007-01,2.352,
2007-02,2.377,
2007-03,2.616,
2007-04,2.749,
2007-05,2.994,
2007-06,3.123,
2007-07,3.226,
2007-08,3.258,
2007-09,3.375,
2007-10,3.554,
2007-11,3.465,
2007-12,3.546,
2008-01,3.437,
2008-02,3.360,
2008-03,3.347,
2008-04,3.279,
2008-05,3.204,
2008-06,3.379,
2008-07,3.195,
2008-08,3.175,
2008-09,3.147,
2008-10,2.733,
2008-11,2.754,
2008-12,2.682,
2009-01,2.678,
2009-02,2.720,
2009-03,2.691,
2009-04,2.640,
2009-05,2.579,
2009-06,2.561,
2009-07,2.540,
2009-08,2.530,
2009-09,2.501,
2009-10,2.526,
2009-11,2.533,
2009-12,2.538,
2010-01,2.643,
2010-02,2.623,
2010-03,2.658,
2010-04,2.686,
2010-05,2.587,
2010-06,2.430,
2010-07,2.373,
2010-08,2.356,
2010-09,2.309,
2010-10,2.099,
2010-11,2.136,
2010-12,2.132,
2011-01,2.023,
2011-02,2.137,
2011-03,2.250,
2011-04,2.307,
2011-05,2.305,
2011-06,2.267,
2011-07,2.203,
2011-08,2.153,
2011-09,2.137,
2011-10,1.880,
2011-11,1.868,
2011-12,1.944,
2012-01,1.891,
2012-02,1.756,
2012-03,1.766,
2012-04,1.800,
2012-05,1.690,
2012-06,1.662,
2012-07,1.607,
2012-08,1.584,
2012-09,1.581,
2012-10,1.463,
2012-11,1.450,
2012-12,1.369,
2013-01,1.221,
2013-02,1.223,
2013-03,1.166,
2013-04,1.178,
2013-05,1.192,
2013-06,1.068,
2013-07,1.064,
2013-08,1.058,
2013-09,1.056,
2013-10,1.069,
2013-11,1.080,
2013-12,1.095,
2014-01,1.202,
2014-02,1.179,
2014-03,1.175,
2014-04,1.550,
2014-05,1.139,
2014-06,1.141,
2014-07,1.117,
2014-08,1.121,
2014-09,1.039,
2014-10,1.026,
