"",BBK01.OEAL02V,BBK01.OEAL02V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 11:13:05,
2002-01,10.273,
2002-04,10.532,
2002-07,10.776,
2002-10,11.135,
2003-01,11.057,
2003-04,10.882,
2003-07,10.926,
2003-10,11.090,
2004-01,10.989,
2004-04,10.947,
2004-07,10.835,
2004-10,11.097,
2005-01,11.466,
2005-04,11.464,
2005-07,11.475,
2005-10,11.817,
2006-01,11.848,
2006-04,11.719,
2006-07,11.597,
2006-10,11.846,
2007-01,11.880,
2007-04,12.236,
2007-07,12.408,
2007-10,12.837,
2008-01,12.779,
2008-04,12.943,
2008-07,12.941,
2008-10,13.781,
2009-01,14.371,
2009-04,14.707,
2009-07,15.058,
2009-10,15.545,
2010-01,15.899,
2010-04,16.251,
2010-07,16.519,
2010-10,16.896,
2011-01,16.819,
2011-04,16.983,
2011-07,17.090,
2011-10,17.449,
2012-01,17.573,
2012-04,17.789,
2012-07,17.863,
2012-10,18.379,
2013-01,18.907,
2013-04,19.403,
2013-07,19.494,
2013-10,20.046,
2014-01,20.287,
2014-04,20.685,
2014-07,20.977,
