"",BBK01.QUW517,BBK01.QUW517_FLAGS
"",Foreign branches: Short-term loans and advances to foreign banks / United Kingdom / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:47:45,
2001-12,185.947,
2002-01,185.186,
2002-02,187.740,
2002-03,179.523,
2002-04,160.247,
2002-05,165.299,
2002-06,126.344,
2002-07,133.988,
2002-08,127.304,
2002-09,131.700,
2002-10,138.282,
2002-11,130.846,
2002-12,102.179,
2003-01,129.685,
2003-02,134.824,
2003-03,116.175,
2003-04,120.032,
2003-05,128.346,
2003-06,131.373,
2003-07,119.232,
2003-08,124.142,
2003-09,132.814,
2003-10,126.051,
2003-11,118.094,
2003-12,88.299,
2004-01,105.070,
2004-02,120.103,
2004-03,114.145,
2004-04,123.309,
2004-05,107.284,
2004-06,117.187,
2004-07,119.801,
2004-08,117.621,
2004-09,124.002,
2004-10,108.754,
2004-11,126.703,
2004-12,123.516,
2005-01,121.428,
2005-02,121.408,
2005-03,126.767,
2005-04,143.744,
2005-05,146.933,
2005-06,166.480,
2005-07,155.710,
2005-08,145.997,
2005-09,134.795,
2005-10,147.039,
2005-11,179.794,
2005-12,134.046,
2006-01,142.545,
2006-02,147.122,
2006-03,136.316,
2006-04,129.336,
2006-05,135.604,
2006-06,139.882,
2006-07,127.830,
2006-08,123.749,
2006-09,115.502,
2006-10,128.336,
2006-11,113.867,
2006-12,111.209,
2007-01,124.399,
2007-02,131.358,
2007-03,120.275,
2007-04,128.143,
2007-05,124.711,
2007-06,134.608,
2007-07,141.023,
2007-08,133.939,
2007-09,129.913,
2007-10,130.949,
2007-11,129.108,
2007-12,126.774,
2008-01,127.793,
2008-02,134.936,
2008-03,132.604,
2008-04,127.446,
2008-05,129.579,
2008-06,130.527,
2008-07,115.593,
2008-08,119.648,
2008-09,130.028,
2008-10,138.966,
2008-11,109.293,
2008-12,85.678,
2009-01,83.058,
2009-02,72.961,
2009-03,68.399,
2009-04,82.048,
2009-05,91.012,
2009-06,82.583,
2009-07,78.355,
2009-08,76.384,
2009-09,67.123,
2009-10,73.699,
2009-11,81.042,
2009-12,65.386,
2010-01,74.752,
2010-02,68.806,
2010-03,74.770,
2010-04,74.546,
2010-05,101.499,
2010-06,112.908,
2010-07,73.346,
2010-08,78.975,
2010-09,66.141,
2010-10,71.838,
2010-11,77.247,
2010-12,65.520,
2011-01,72.811,
2011-02,65.483,
2011-03,71.939,
2011-04,70.522,
2011-05,69.858,
2011-06,63.018,
2011-07,52.082,
2011-08,63.691,
2011-09,75.305,
2011-10,65.255,
2011-11,70.829,
2011-12,72.532,
2012-01,82.806,
2012-02,75.395,
2012-03,68.994,
2012-04,75.378,
2012-05,82.488,
2012-06,69.692,
2012-07,72.920,
2012-08,67.931,
2012-09,71.679,
2012-10,73.737,
2012-11,76.583,
2012-12,75.231,
2013-01,67.512,
2013-02,74.345,
2013-03,73.736,
2013-04,75.700,
2013-05,71.064,
2013-06,66.620,
2013-07,63.306,
2013-08,74.388,
2013-09,78.840,
2013-10,82.835,
2013-11,80.958,
2013-12,58.211,
2014-01,60.663,
2014-02,71.092,
2014-03,65.279,
2014-04,67.323,
2014-05,61.994,
2014-06,62.029,
2014-07,79.458,
2014-08,80.530,
2014-09,67.263,
2014-10,70.034,
2014-11,74.185,
