"",BBDE1.M.DE.Y.AEB5.A2R130050.F.V.I10.A,BBDE1.M.DE.Y.AEB5.A2R130050.F.V.I10.A_FLAGS
"","Orders received from abroad / At current prices, flows / Germany / 13+14 Manufacture of textiles and wearing apparel / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:51,
1991-01,101.3,
1991-02,104.0,
1991-03,110.2,
1991-04,115.2,
1991-05,111.9,
1991-06,123.7,
1991-07,101.6,
1991-08,106.8,
1991-09,116.3,
1991-10,120.6,
1991-11,123.8,
1991-12,126.5,
1992-01,110.0,
1992-02,108.6,
1992-03,110.9,
1992-04,108.7,
1992-05,106.3,
1992-06,105.6,
1992-07,102.1,
1992-08,101.1,
1992-09,106.7,
1992-10,100.0,
1992-11,94.3,
1992-12,96.9,
1993-01,95.6,
1993-02,91.1,
1993-03,93.1,
1993-04,91.5,
1993-05,88.5,
1993-06,89.1,
1993-07,95.0,
1993-08,94.2,
1993-09,90.7,
1993-10,92.2,
1993-11,89.4,
1993-12,91.5,
1994-01,94.6,
1994-02,100.0,
1994-03,91.3,
1994-04,97.7,
1994-05,109.2,
1994-06,90.8,
1994-07,90.7,
1994-08,97.3,
1994-09,96.0,
1994-10,100.5,
1994-11,97.7,
1994-12,91.6,
1995-01,99.4,
1995-02,100.5,
1995-03,98.6,
1995-04,100.3,
1995-05,104.3,
1995-06,95.3,
1995-07,92.6,
1995-08,97.0,
1995-09,93.7,
1995-10,126.0,
1995-11,91.5,
1995-12,92.5,
1996-01,97.2,
1996-02,94.5,
1996-03,105.9,
1996-04,105.4,
1996-05,104.9,
1996-06,99.0,
1996-07,99.4,
1996-08,98.0,
1996-09,102.0,
1996-10,102.3,
1996-11,95.4,
1996-12,98.0,
1997-01,103.6,
1997-02,105.6,
1997-03,108.2,
1997-04,103.2,
1997-05,103.3,
1997-06,101.7,
1997-07,109.3,
1997-08,107.7,
1997-09,114.8,
1997-10,109.8,
1997-11,115.1,
1997-12,114.2,
1998-01,110.5,
1998-02,113.0,
1998-03,113.0,
1998-04,107.1,
1998-05,109.0,
1998-06,121.4,
1998-07,116.2,
1998-08,113.9,
1998-09,108.7,
1998-10,103.1,
1998-11,106.3,
1998-12,112.6,
1999-01,106.4,
1999-02,105.4,
1999-03,102.8,
1999-04,102.4,
1999-05,104.0,
1999-06,113.7,
1999-07,111.4,
1999-08,110.3,
1999-09,109.4,
1999-10,108.5,
1999-11,112.3,
1999-12,108.3,
2000-01,111.2,
2000-02,112.1,
2000-03,114.3,
2000-04,109.2,
2000-05,116.4,
2000-06,118.5,
2000-07,114.3,
2000-08,122.6,
2000-09,119.4,
2000-10,112.5,
2000-11,115.6,
2000-12,118.2,
2001-01,119.2,
2001-02,121.4,
2001-03,117.7,
2001-04,124.2,
2001-05,130.4,
2001-06,136.1,
2001-07,127.3,
2001-08,124.8,
2001-09,123.8,
2001-10,131.9,
2001-11,145.7,
2001-12,145.5,
2002-01,105.6,
2002-02,114.7,
2002-03,115.3,
2002-04,116.7,
2002-05,112.3,
2002-06,111.9,
2002-07,114.9,
2002-08,114.1,
2002-09,113.0,
2002-10,120.8,
2002-11,112.4,
2002-12,106.8,
2003-01,119.8,
2003-02,114.4,
2003-03,110.1,
2003-04,114.2,
2003-05,101.3,
2003-06,111.1,
2003-07,100.6,
2003-08,110.6,
2003-09,108.0,
2003-10,108.3,
2003-11,108.4,
2003-12,116.1,
2004-01,109.2,
2004-02,108.6,
2004-03,112.3,
2004-04,109.2,
2004-05,101.1,
2004-06,105.4,
2004-07,109.4,
2004-08,111.2,
2004-09,111.0,
2004-10,105.8,
2004-11,100.5,
2004-12,105.3,
2005-01,113.0,
2005-02,114.7,
2005-03,121.1,
2005-04,115.5,
2005-05,102.8,
2005-06,110.2,
2005-07,110.9,
2005-08,111.1,
2005-09,114.6,
2005-10,111.7,
2005-11,111.9,
2005-12,114.6,
2006-01,109.3,
2006-02,115.2,
2006-03,118.1,
2006-04,115.3,
2006-05,122.7,
2006-06,112.8,
2006-07,116.6,
2006-08,123.6,
2006-09,120.5,
2006-10,116.5,
2006-11,118.0,
2006-12,117.7,
2007-01,123.3,
2007-02,124.0,
2007-03,121.2,
2007-04,121.3,
2007-05,123.9,
2007-06,127.4,
2007-07,130.6,
2007-08,127.3,
2007-09,120.3,
2007-10,115.1,
2007-11,115.2,
2007-12,132.7,
2008-01,133.6,
2008-02,130.0,
2008-03,117.8,
2008-04,120.5,
2008-05,134.6,
2008-06,122.9,
2008-07,129.0,
2008-08,117.5,
2008-09,111.4,
2008-10,109.0,
2008-11,133.9,
2008-12,98.0,
2009-01,91.7,
2009-02,85.6,
2009-03,86.9,
2009-04,88.5,
2009-05,87.2,
2009-06,92.9,
2009-07,101.5,
2009-08,93.7,
2009-09,93.2,
2009-10,95.0,
2009-11,100.5,
2009-12,97.1,
2010-01,94.3,
2010-02,96.1,
2010-03,99.7,
2010-04,97.3,
2010-05,101.0,
2010-06,102.0,
2010-07,100.4,
2010-08,97.5,
2010-09,98.4,
2010-10,100.4,
2010-11,109.4,
2010-12,104.1,
2011-01,102.0,
2011-02,105.0,
2011-03,104.8,
2011-04,106.0,
2011-05,102.2,
2011-06,105.4,
2011-07,105.2,
2011-08,103.1,
2011-09,101.3,
2011-10,107.9,
2011-11,107.9,
2011-12,99.4,
2012-01,105.8,
2012-02,101.0,
2012-03,98.7,
2012-04,100.2,
2012-05,106.1,
2012-06,110.5,
2012-07,95.1,
2012-08,100.3,
2012-09,101.2,
2012-10,105.7,
2012-11,104.6,
2012-12,101.6,
2013-01,102.3,
2013-02,100.2,
2013-03,95.8,
2013-04,106.4,
2013-05,103.4,
2013-06,99.8,
2013-07,107.8,
2013-08,101.1,
2013-09,101.8,
2013-10,110.5,
2013-11,102.2,
2013-12,105.3,
2014-01,109.9,
2014-02,110.4,
2014-03,106.0,
2014-04,117.1,
2014-05,110.7,
2014-06,129.0,
2014-07,108.9,
2014-08,110.1,
2014-09,116.1,
2014-10,106.8,
2014-11,107.9,
2014-12,112.2,Provisional value
