"",BBK01.OEYB12G,BBK01.OEYB12G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:26,
2002-01,34.575,
2002-04,34.947,
2002-07,34.623,
2002-10,34.935,
2003-01,35.138,
2003-04,35.328,
2003-07,35.591,
2003-10,35.996,
2004-01,35.833,
2004-04,35.873,
2004-07,35.806,
2004-10,35.706,
2005-01,35.493,
2005-04,35.751,
2005-07,36.775,
2005-10,36.691,
2006-01,33.961,
2006-04,33.203,
2006-07,33.889,
2006-10,33.736,
2007-01,33.546,
2007-04,33.727,
2007-07,33.346,
2007-10,33.595,
2008-01,32.782,
2008-04,33.995,
2008-07,36.782,
2008-10,37.829,
2009-01,38.088,
2009-04,38.939,
2009-07,38.946,
2009-10,36.956,
2010-01,36.770,
2010-04,35.878,
2010-07,35.764,
2010-10,35.487,
2011-01,35.553,
2011-04,34.804,
2011-07,33.999,
2011-10,33.955,
2012-01,33.792,
2012-04,33.194,
2012-07,33.961,
2012-10,34.024,
2013-01,34.107,
2013-04,34.236,
2013-07,30.176,
2013-10,32.162,
2014-01,31.670,
2014-04,31.674,
2014-07,31.696,
