"",BBK01.QX8692,BBK01.QX8692_FLAGS
"","Foreign branches: Liabilities to non-residents, total / All countries / Pound Sterling",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:41:05,
1995-12,25.201,
1996-01,.,No value available
1996-02,.,No value available
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,40.723,
1997-01,46.332,
1997-02,50.453,
1997-03,48.440,
1997-04,49.549,
1997-05,50.930,
1997-06,53.696,
1997-07,59.345,
1997-08,60.488,
1997-09,67.918,
1997-10,74.909,
1997-11,77.606,
1997-12,81.154,
1998-01,86.399,
1998-02,79.121,
1998-03,85.015,
1998-04,84.614,
1998-05,87.929,
1998-06,88.284,
1998-07,88.479,
1998-08,86.685,
1998-09,84.984,
1998-10,88.531,
1998-11,85.264,
1998-12,100.301,
1999-01,83.812,
1999-02,86.281,
1999-03,86.627,
1999-04,92.047,
1999-05,94.407,
1999-06,96.126,
1999-07,93.334,
1999-08,88.903,
1999-09,88.021,
1999-10,91.241,
1999-11,92.340,
1999-12,79.961,
2000-01,97.441,
2000-02,97.194,
2000-03,101.547,
2000-04,99.735,
2000-05,107.951,
2000-06,97.988,
2000-07,105.768,
2000-08,115.930,
2000-09,126.254,
2000-10,120.548,
2000-11,122.037,
2000-12,112.285,
2001-01,115.411,
2001-02,138.506,
2001-03,118.965,
2001-04,135.267,
2001-05,139.089,
2001-06,124.623,
2001-07,131.538,
2001-08,143.595,
2001-09,151.445,
2001-10,155.964,
2001-11,153.083,
2001-12,135.861,
2002-01,131.623,
2002-02,137.108,
2002-03,154.692,
2002-04,168.249,
2002-05,135.026,
2002-06,121.531,
2002-07,132.201,
2002-08,116.427,
2002-09,115.390,
2002-10,116.008,
2002-11,108.930,
2002-12,98.533,
2003-01,112.234,
2003-02,110.400,
2003-03,90.824,
2003-04,110.012,
2003-05,97.274,
2003-06,101.258,
2003-07,104.694,
2003-08,93.775,
2003-09,92.655,
2003-10,106.627,
2003-11,103.894,
2003-12,102.450,
2004-01,106.601,
2004-02,109.531,
2004-03,127.530,
2004-04,127.449,
2004-05,116.520,
2004-06,116.365,
2004-07,109.480,
2004-08,113.199,
2004-09,114.179,
2004-10,113.681,
2004-11,118.889,
2004-12,121.778,
2005-01,125.734,
2005-02,134.850,
2005-03,132.296,
2005-04,139.864,
2005-05,151.885,
2005-06,149.948,
2005-07,141.294,
2005-08,145.851,
2005-09,133.013,
2005-10,142.212,
2005-11,142.931,
2005-12,99.304,
2006-01,106.456,
2006-02,113.008,
2006-03,94.369,
2006-04,118.049,
2006-05,120.270,
2006-06,111.562,
2006-07,124.323,
2006-08,131.504,
2006-09,119.614,
2006-10,130.273,
2006-11,137.928,
2006-12,131.571,
2007-01,135.945,
2007-02,145.050,
2007-03,134.312,
2007-04,128.017,
2007-05,133.820,
2007-06,141.800,
2007-07,142.923,
2007-08,117.442,
2007-09,121.421,
2007-10,97.949,
2007-11,126.286,
2007-12,111.473,
2008-01,113.404,
2008-02,105.434,
2008-03,109.491,
2008-04,116.011,
2008-05,117.820,
2008-06,101.359,
2008-07,101.717,
2008-08,99.471,
2008-09,109.051,
2008-10,91.712,
2008-11,87.458,
2008-12,54.044,
2009-01,73.302,
2009-02,71.201,
2009-03,62.468,
2009-04,66.910,
2009-05,71.298,
2009-06,59.499,
2009-07,67.090,
2009-08,55.601,
2009-09,56.282,
2009-10,60.198,
2009-11,60.791,
2009-12,46.924,
2010-01,60.092,
2010-02,54.715,
2010-03,57.233,
2010-04,58.620,
2010-05,58.879,
2010-06,53.072,
2010-07,53.575,
2010-08,52.558,
2010-09,48.057,
2010-10,55.547,
2010-11,58.702,
2010-12,50.022,
2011-01,49.975,
2011-02,51.502,
2011-03,42.668,
2011-04,49.748,
2011-05,50.869,
2011-06,51.302,
2011-07,53.051,
2011-08,49.815,
2011-09,51.654,
2011-10,54.144,
2011-11,53.300,
2011-12,47.530,
2012-01,59.560,
2012-02,54.794,
2012-03,40.331,
2012-04,49.316,
2012-05,50.175,
2012-06,50.033,
2012-07,50.143,
2012-08,48.279,
2012-09,47.572,
2012-10,50.207,
2012-11,50.727,
2012-12,48.635,
2013-01,46.690,
2013-02,51.765,
2013-03,46.953,
2013-04,51.239,
2013-05,48.153,
2013-06,44.341,
2013-07,46.029,
2013-08,45.921,
2013-09,47.197,
2013-10,47.873,
2013-11,49.780,
2013-12,43.197,
2014-01,50.499,
2014-02,52.920,
2014-03,50.421,
2014-04,59.203,
2014-05,59.320,
2014-06,56.166,
2014-07,57.996,
2014-08,53.706,
2014-09,48.979,
2014-10,47.254,
2014-11,40.637,
