"",BBK01.BQ3568,BBK01.BQ3568_FLAGS
"",Local government debt (Germany as a whole) - loans from social security funds,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:54,
1991-01,184.1,
1991-04,184.1,
1991-07,184.1,
1991-10,268.9,
1992-01,255.6,
1992-04,255.6,
1992-07,255.6,
1992-10,361.0,
1993-01,306.8,
1993-04,306.8,
1993-07,306.8,
1993-10,334.4,
1994-01,306.8,
1994-04,306.8,
1994-07,306.8,
1994-10,333.4,
1995-01,332.3,
1995-04,332.3,
1995-07,332.3,
1995-10,322.1,
1996-01,306.8,
1996-04,306.8,
1996-07,306.8,
1996-10,246.4,
1997-01,214.7,
1997-04,214.7,
1997-07,214.7,
1997-10,215.8,
1998-01,179.0,
1998-04,179.0,
1998-07,179.0,
1998-10,191.2,
1999-01,178.9,
1999-04,178.9,
1999-07,178.9,
1999-10,176.9,
2000-01,178.9,
2000-04,178.9,
2000-07,178.9,
2000-10,147.2,
2001-01,138.1,
2001-04,138.1,
2001-07,138.1,
2001-10,136.0,
2002-01,140.0,
2002-04,140.0,
2002-07,140.0,
2002-10,124.0,
2003-01,120.0,
2003-04,120.0,
2003-07,120.0,
2003-10,106.0,
2004-01,110.0,
2004-04,110.0,
2004-07,110.0,
2004-10,85.9,
2005-01,90.0,
2005-04,90.0,
2005-07,90.0,
2005-10,77.3,
2006-01,75.0,
2006-04,75.0,
2006-07,75.0,
2006-10,69.9,
2007-01,70.0,
2007-04,70.0,
2007-07,70.0,
2007-10,65.8,
2008-01,65.0,
2008-04,65.0,
2008-07,65.0,
2008-10,59.5,
2009-01,60.0,
2009-04,60.0,
2009-07,60.0,
2009-10,51.5,
2010-01,50.0,
2010-04,50.0,
2010-07,50.0,
2010-10,20.3,
2011-01,20.3,
2011-04,20.3,
2011-07,20.3,
2011-10,40.0,
2012-01,40.0,
2012-04,40.0,
2012-07,40.0,
2012-10,18.4,
2013-01,18.4,
2013-04,18.4,
2013-07,18.4,
2013-10,11.0,
2014-01,11.0,Provisional value
2014-04,11.0,Provisional value
2014-07,11.0,Provisional value
"","General: Including special purpose associations, excluding hospitals",
