"",BBK01.AY4970,BBK01.AY4970_FLAGS
"",Monetary capital formation / Deposits / Redeemable at notice of over 3 months / German contribution / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:22,
1995-01,112.15734,
1995-02,112.29977,
1995-03,112.86946,
1995-04,113.73496,
1995-05,114.28954,
1995-06,114.46106,
1995-07,115.37453,
1995-08,115.55396,
1995-09,115.43053,
1995-10,115.37240,
1995-11,115.34093,
1995-12,115.27153,
1996-01,115.74198,
1996-02,115.87621,
1996-03,115.66936,
1996-04,115.78062,
1996-05,115.74379,
1996-06,115.25378,
1996-07,114.81193,
1996-08,114.47868,
1996-09,114.10449,
1996-10,113.91231,
1996-11,113.72840,
1996-12,113.13375,
1997-01,112.89521,
1997-02,112.83646,
1997-03,112.99255,
1997-04,112.88909,
1997-05,112.64434,
1997-06,112.34934,
1997-07,112.07191,
1997-08,111.60522,
1997-09,111.00812,
1997-10,110.74911,
1997-11,110.47093,
1997-12,110.49818,
1998-01,110.67370,
1998-02,110.77010,
1998-03,110.38649,
1998-04,110.37514,
1998-05,109.94962,
1998-06,109.64588,
1998-07,109.21331,
1998-08,108.87211,
1998-09,108.29197,
1998-10,108.21731,
1998-11,107.96132,
1998-12,108.23462,
1999-01,108.59884,
1999-02,107.13318,
1999-03,106.66373,
1999-04,105.71415,
1999-05,102.99497,
1999-06,101.67526,
1999-07,99.88829,
1999-08,99.25664,
1999-09,99.67737,
1999-10,99.08313,
1999-11,98.80186,
1999-12,98.60904,
2000-01,98.70038,
2000-02,99.59795,
2000-03,100.32140,
2000-04,101.00384,
2000-05,102.61694,
2000-06,104.14103,
2000-07,105.43742,
2000-08,107.10793,
2000-09,108.86937,
2000-10,109.42044,
2000-11,110.36905,
2000-12,110.58866,
2001-01,111.41951,
2001-02,111.38351,
2001-03,111.02333,
2001-04,110.41740,
2001-05,109.90253,
2001-06,109.22790,
2001-07,108.20127,
2001-08,107.19586,
2001-09,106.35409,
2001-10,104.53859,
2001-11,103.07998,
2001-12,101.39964,
2002-01,98.80698,
2002-02,97.86497,
2002-03,96.84569,
2002-04,96.15543,
2002-05,95.56453,
2002-06,95.50498,
2002-07,95.66263,
2002-08,95.92904,
2002-09,95.41349,
2002-10,94.46257,
2002-11,93.34547,
2002-12,92.49944,
2003-01,90.69866,
2003-02,89.54439,
2003-03,88.18496,
2003-04,86.69223,
2003-05,85.65299,
2003-06,84.52830,
2003-07,83.03538,
2003-08,81.75251,
2003-09,81.49768,
2003-10,81.10300,
2003-11,80.59946,
2003-12,80.63465,
2004-01,79.65732,
2004-02,79.29034,
2004-03,79.23011,
2004-04,78.87393,
2004-05,78.39855,
2004-06,78.22287,
2004-07,78.65488,
2004-08,78.77635,
2004-09,78.83129,
2004-10,78.87889,
2004-11,78.97100,
2004-12,79.14590,
2005-01,78.87137,
2005-02,79.29366,
2005-03,79.36456,
2005-04,79.57620,
2005-05,79.44645,
2005-06,78.99671,
2005-07,78.66498,
2005-08,77.95551,
2005-09,76.81493,
2005-10,75.92452,
2005-11,75.52417,
2005-12,75.44755,
2006-01,76.00282,
2006-02,76.24695,
2006-03,77.04615,
2006-04,77.85486,
2006-05,79.17424,
2006-06,80.49315,
2006-07,81.74849,
2006-08,83.32752,
2006-09,84.69721,
2006-10,86.11394,
2006-11,87.79836,
2006-12,88.79564,
2007-01,90.36032,
2007-02,92.19631,
2007-03,93.61016,
2007-04,94.48870,
2007-05,94.65037,
2007-06,95.35498,
2007-07,96.21415,
2007-08,96.60766,
2007-09,97.39787,
2007-10,97.82617,
2007-11,97.99945,
2007-12,98.14483,
2008-01,98.02060,
2008-02,97.28380,
2008-03,95.42090,
2008-04,94.85288,
2008-05,93.93579,
2008-06,93.38510,
2008-07,93.14982,
2008-08,92.35626,
2008-09,91.58097,
2008-10,93.72132,
2008-11,96.47284,
2008-12,99.20279,
2009-01,99.18362,
2009-02,99.24769,
2009-03,99.91334,
2009-04,100.72115,
2009-05,102.40829,
2009-06,103.48147,
2009-07,104.76667,
2009-08,105.69067,
2009-09,107.01050,
2009-10,108.52839,
2009-11,108.71502,
2009-12,107.21973,
2010-01,105.80232,
2010-02,105.27997,
2010-03,105.28268,
2010-04,104.16631,
2010-05,102.91794,
2010-06,101.94818,
2010-07,100.18956,
2010-08,98.78685,
2010-09,96.79027,
2010-10,94.92487,
2010-11,94.99576,
2010-12,94.59004,
2011-01,94.17538,
2011-02,94.28103,
2011-03,94.36746,
2011-04,94.10972,
2011-05,94.30464,
2011-06,94.28475,
2011-07,94.47394,
2011-08,94.47941,
2011-09,94.13602,
2011-10,93.39846,
2011-11,92.34323,
2011-12,91.34079,
2012-01,90.55328,
2012-02,89.48999,
2012-03,88.66879,
2012-04,88.74332,
2012-05,88.30606,
2012-06,87.59614,
2012-07,86.95097,
2012-08,85.77047,
2012-09,84.45495,
2012-10,83.27476,
2012-11,81.94391,
2012-12,80.32292,
2013-01,78.75382,
2013-02,77.41230,
2013-03,76.53915,
