"",BBK01.AU1721,BBK01.AU1721_FLAGS
"","Central government deposits / Eurosystem Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in February 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 15:18:29,
1999-02,41.000,
1999-03,49.800,
1999-04,42.900,
1999-05,36.300,
1999-06,40.400,
1999-07,45.700,
1999-08,47.300,
1999-09,51.400,
1999-10,45.400,
1999-11,51.500,
1999-12,59.000,
2000-01,41.000,
2000-02,49.200,
2000-03,51.700,
2000-04,45.600,
2000-05,41.900,
2000-06,38.300,
2000-07,50.400,
2000-08,48.800,
2000-09,56.600,
2000-10,47.400,
2000-11,49.800,
2000-12,61.100,
2001-01,52.200,
2001-02,57.000,
2001-03,53.000,
2001-04,49.500,
2001-05,39.400,
2001-06,41.300,
2001-07,42.500,
2001-08,48.800,
2001-09,45.200,
2001-10,43.600,
2001-11,46.100,
2001-12,43.500,
2002-01,38.300,
2002-02,49.600,
2002-03,54.200,
2002-04,55.900,
2002-05,49.200,
2002-06,45.100,
2002-07,54.400,
2002-08,50.900,
2002-09,49.100,
2002-10,45.600,
2002-11,42.800,
2002-12,51.700,
2003-01,43.700,
2003-02,50.200,
2003-03,59.100,
2003-04,52.100,
2003-05,42.600,
2003-06,52.600,
2003-07,52.400,
2003-08,51.500,
2003-09,54.400,
2003-10,48.300,
2003-11,43.400,
2003-12,57.000,
2004-01,37.000,
2004-02,.,No value available
2004-03,48.600,
2004-04,51.500,
2004-05,46.000,
2004-06,52.200,
2004-07,65.000,
2004-08,61.100,
2004-09,56.300,
2004-10,58.200,
2004-11,55.100,
2004-12,60.200,
2005-01,45.300,
2005-02,63.800,
2005-03,68.500,
2005-04,67.400,
2005-05,62.900,
2005-06,53.500,
2005-07,67.400,
2005-08,67.400,
2005-09,63.100,
2005-10,47.900,
2005-11,50.400,
2005-12,51.000,
2006-01,44.200,
2006-02,56.600,
2006-03,53.300,
2006-04,51.600,
2006-05,51.100,
2006-06,45.500,
2006-07,67.000,
2006-08,73.000,
2006-09,61.400,
2006-10,59.100,
2006-11,60.200,
2006-12,54.900,
2007-01,45.000,
2007-02,47.900,
2007-03,47.100,
2007-04,48.200,
2007-05,51.300,
2007-06,49.100,
2007-07,53.900,
2007-08,52.300,
2007-09,52.300,
2007-10,63.700,
2007-11,55.900,
2007-12,61.900,
2008-01,46.400,
2008-02,51.700,
2008-03,59.700,
2008-04,66.400,
2008-05,68.800,
2008-06,67.300,
2008-07,64.900,
2008-08,61.300,
2008-09,61.100,
2008-10,55.200,
2008-11,85.000,
2008-12,107.800,
2009-01,99.900,
2009-02,102.700,
2009-03,110.100,
2009-04,139.000,
2009-05,141.900,
2009-06,141.700,
2009-07,137.900,
2009-08,133.900,
2009-09,125.700,
2009-10,139.000,
2009-11,148.700,
2009-12,150.100,
2010-01,119.800,
2010-02,122.600,
2010-03,113.200,
2010-04,113.600,
2010-05,112.100,
2010-06,123.100,
2010-07,126.500,
2010-08,95.200,
2010-09,86.800,
2010-10,96.400,
2010-11,92.100,
2010-12,94.400,
2011-01,81.300,
2011-02,101.200,
2011-03,89.800,
2011-04,73.100,
2011-05,61.300,
2011-06,62.600,
2011-07,73.400,
2011-08,71.400,
2011-09,52.300,
2011-10,50.000,
2011-11,57.900,
2011-12,63.800,
2012-01,67.700,
2012-02,100.100,
2012-03,129.000,
2012-04,146.300,
2012-05,137.100,
2012-06,117.800,
2012-07,138.800,
2012-08,130.700,
2012-09,107.000,
2012-10,101.400,
2012-11,95.700,
2012-12,121.100,
2013-01,100.100,
2013-02,90.800,
2013-03,78.800,
2013-04,89.700,
2013-05,82.500,
2013-06,83.100,
2013-07,92.500,
2013-08,97.100,
2013-09,72.600,
2013-10,80.100,
2013-11,70.900,
2013-12,80.200,
2014-01,61.200,
2014-02,83.400,
2014-03,81.800,
2014-04,73.800,
2014-05,87.700,
2014-06,111.600,
2014-07,110.000,
2014-08,92.400,
2014-09,66.200,
2014-10,78.400,
2014-11,76.100,
2014-12,71.700,
2015-01,66.300,
