"",BBK01.OUA285,BBK01.OUA285_FLAGS
"",Savings bonds purchased by domestic households / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:18,
1968-12,0.816,
1969-01,1.003,
1969-02,1.112,
1969-03,1.192,
1969-04,1.261,
1969-05,1.315,
1969-06,1.361,
1969-07,1.453,
1969-08,1.516,
1969-09,1.570,
1969-10,1.622,
1969-11,1.670,
1969-12,1.731,
1970-01,1.826,
1970-02,1.925,
1970-03,1.968,
1970-04,2.057,
1970-05,2.095,
1970-06,2.134,
1970-07,2.190,
1970-08,2.231,
1970-09,2.268,
1970-10,2.306,
1970-11,2.348,
1970-12,2.435,
1971-01,2.617,
1971-02,2.711,
1971-03,2.785,
1971-04,2.864,
1971-05,2.911,
1971-06,2.948,
1971-07,3.029,
1971-08,3.096,
1971-09,3.160,
1971-10,3.250,
1971-11,3.336,
1971-12,3.484,
1972-01,3.751,
1972-02,3.946,
1972-03,4.124,
1972-04,4.214,
1972-05,4.282,
1972-06,4.371,
1972-07,4.531,
1972-08,4.674,
1972-09,4.779,
1972-10,4.901,
1972-11,5.013,
1972-12,5.133,
1973-01,5.522,
1973-02,5.788,
1973-03,6.018,
1973-04,6.168,
1973-05,6.307,
1973-06,6.461,
1973-07,6.737,
1973-08,6.990,
1973-09,7.180,
1973-10,7.348,
1973-11,7.565,
1973-12,7.780,
1974-01,8.177,
1974-02,8.382,
1974-03,8.494,
1974-04,8.568,
1974-05,8.709,
1974-06,8.842,
1974-07,9.076,
1974-08,9.233,
1974-09,9.375,
1974-10,9.538,
1974-11,9.722,
1974-12,10.128,
1975-01,11.058,
1975-02,11.693,
1975-03,12.131,
1975-04,12.642,
1975-05,12.923,
1975-06,13.216,
1975-07,13.570,
1975-08,13.767,
1975-09,13.923,
1975-10,14.077,
1975-11,14.214,
1975-12,14.429,
1976-01,15.062,
1976-02,15.432,
1976-03,16.008,
1976-04,16.313,
1976-05,16.468,
1976-06,16.616,
1976-07,16.995,
1976-08,17.253,
1976-09,17.560,
1976-10,17.985,
1976-11,18.606,
1976-12,19.390,
1977-01,20.907,
1977-02,21.571,
1977-03,22.062,
1977-04,22.773,
1977-05,23.086,
1977-06,23.348,
1977-07,24.036,
1977-08,24.418,
1977-09,24.554,
1977-10,24.697,
1977-11,24.889,
1977-12,25.447,
1978-01,27.186,
1978-02,27.703,
1978-03,28.058,
1978-04,28.310,
1978-05,28.447,
1978-06,28.623,
1978-07,28.837,
1978-08,29.000,
1978-09,29.193,
1978-10,29.493,
1978-11,29.715,
1978-12,30.032,
1979-01,30.558,
1979-02,30.739,
1979-03,31.095,
1979-04,31.369,
1979-05,31.779,
1979-06,32.088,
1979-07,32.593,
1979-08,33.716,
1979-09,34.415,
1979-10,35.012,
1979-11,35.737,
1979-12,37.068,
1980-01,39.016,
1980-02,39.749,
1980-03,40.050,
1980-04,41.062,
1980-05,42.038,
1980-06,42.866,
1980-07,43.936,
1980-08,44.628,
1980-09,44.860,
1980-10,44.993,
1980-11,45.125,
1980-12,45.674,
1981-01,46.764,
1981-02,47.124,
1981-03,47.798,
1981-04,48.063,
1981-05,48.497,
1981-06,48.955,
1981-07,49.618,
1981-08,50.042,
1981-09,50.622,
1981-10,51.425,
1981-11,51.905,
1981-12,52.682,
1982-01,53.376,
1982-02,53.991,
1982-03,54.710,
1982-04,55.273,
1982-05,55.638,
1982-06,55.811,
1982-07,56.003,
1982-08,56.374,
1982-09,56.765,
1982-10,57.399,
1982-11,57.737,
1982-12,58.553,
1983-01,59.374,
1983-02,59.575,
1983-03,60.201,
1983-04,60.276,
1983-05,60.419,
1983-06,60.665,
1983-07,61.516,
1983-08,61.958,
1983-09,62.431,
1983-10,63.078,
1983-11,63.658,
1983-12,64.422,
1984-01,66.257,
1984-02,67.464,
1984-03,68.124,
1984-04,68.216,
1984-05,68.540,
1984-06,68.717,
1984-07,69.065,
1984-08,69.498,
1984-09,70.203,
1984-10,70.768,
1984-11,71.178,
1984-12,71.696,
1985-01,71.873,
1985-02,72.160,
1985-03,72.641,
1985-04,73.295,
1985-05,73.786,
1985-06,74.023,
1985-07,74.357,
1985-08,74.618,
1985-09,74.475,
1985-10,74.550,
1985-11,74.690,
1985-12,77.062,
1986-01,78.174,
1986-02,78.757,
1986-03,79.062,
1986-04,79.074,
1986-05,78.844,
1986-06,78.947,
1986-07,80.568,
1986-08,80.700,
1986-09,80.726,
1986-10,80.883,
1986-11,81.074,
1986-12,82.127,
1987-01,83.187,
1987-02,84.038,
1987-03,84.259,
1987-04,84.566,
1987-05,84.794,
1987-06,84.954,
1987-07,84.751,
1987-08,84.474,
1987-09,84.510,
1987-10,84.392,
1987-11,84.593,
1987-12,85.738,
1988-01,85.398,
1988-02,85.092,
1988-03,84.812,
1988-04,84.460,
1988-05,84.172,
1988-06,83.991,
1988-07,83.327,
1988-08,82.772,
1988-09,82.882,
1988-10,82.921,
1988-11,83.256,
1988-12,84.112,
1989-01,84.194,
1989-02,84.148,
1989-03,84.287,
1989-04,84.374,
1989-05,84.564,
1989-06,85.201,
1989-07,85.696,
1989-08,86.287,
1989-09,86.689,
1989-10,86.984,
1989-11,87.804,
1989-12,89.852,
1990-01,91.453,
1990-02,91.958,
1990-03,92.804,
1990-04,93.411,
1990-05,94.004,
1990-06,94.453,
1990-07,95.330,
1990-08,96.479,
1990-09,97.545,
1990-10,98.534,
1990-11,99.575,
1990-12,101.487,
1991-01,102.608,
1991-02,103.414,
1991-03,103.459,
1991-04,103.654,
1991-05,104.055,
1991-06,104.516,
1991-07,103.840,
1991-08,103.686,
1991-09,103.893,
1991-10,104.293,
1991-11,104.638,
1991-12,105.819,
1992-01,106.472,
1992-02,106.892,
1992-03,107.101,
1992-04,106.998,
1992-05,107.059,
1992-06,106.884,
1992-07,106.192,
1992-08,106.107,
1992-09,106.468,
1992-10,106.293,
1992-11,105.672,
1992-12,105.740,
1993-01,104.730,
1993-02,104.167,
1993-03,103.469,
1993-04,102.507,
1993-05,101.914,
1993-06,100.929,
1993-07,99.344,
1993-08,98.581,
1993-09,97.900,
1993-10,97.297,
1993-11,96.268,
1993-12,94.745,
1994-01,90.929,
1994-02,89.431,
