"",BBK01.TVD412,BBK01.TVD412_FLAGS
2008-09,10724,
2008-10,-10881,
2008-11,5595,
2008-12,30310,
2009-01,20866,
2009-02,-2490,
2009-03,17410,
2009-04,13935,
2009-05,-11914,
2009-06,12366,
2009-07,-18133,
2009-08,-14278,
2009-09,15451,
2009-10,-12392,
2009-11,6085,
2009-12,-9882,
2010-01,3929,
2010-02,-14410,
2010-03,-4543,
2010-04,37866,
2010-05,-25582,
2010-06,-5302,
2010-07,-524,
2010-08,5237,
2010-09,-17433,
2010-10,11714,
2010-11,25780,
2010-12,-30415,
2011-01,19506,
2011-02,14618,
2011-03,-14496,
2011-04,25662,
2011-05,-11296,
2011-06,-12933,
2011-07,2238,
2011-08,14047,
2011-09,5205,
2011-10,32910,
2011-11,3063,
2011-12,-39796,
2012-01,23848,
2012-02,-4101,
2012-03,-540,
2012-04,13936,
2012-05,-20355,
2012-06,-6600,
2012-07,30880,
2012-08,1162,
2012-09,-613,
2012-10,9088,
2012-11,-4897,
2012-12,-24813,
2013-01,30380,
2013-02,-3958,
2013-03,-3185,
2013-04,18077,
2013-05,-11584,
2013-06,7338,
2013-07,-14557,
2013-08,-5909,
2013-09,3352,
2013-10,1216,
2013-11,4010,
2013-12,-1622,
2014-01,4949,
2014-02,-2032,
2014-03,7880,
2014-04,20573,
2014-05,-7143,
2014-06,195,
2014-07,2819,
2014-08,3001,
2014-09,9626,
2014-10,-2984,
2014-11,12522,
2014-12,3982,
2015-01,14386,
